orf_id	ref dbname	EC	product	value
	COG_2013-12-27		COG1061 # KL Function: DNA or RNA helicases superfamily II Organism: Schizosaccharomyces pombe (Spo)	14.0
	seed-2014-01-30	3.1.21.3	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3) [Sulfobacillus acidophilus TPY]	22.0
	KEGG_pep_2013		mitochondrial ATP-dependent DNA helicase Irc3 (predicted)	6.0

uppermesopelagic_500m_8609_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/116754311 adenosylhomocysteinase KEGG: S-adenosyl-L-homocysteine hydrolase TIGRFAM: PFAM: Acetohydroxy acid isomeroreductase, catalytic domain protein	12.0
	RefSeq_complete_nr_v62_dec2013		S-adenosyl-L-homocysteine hydrolase [Candidatus Nitrososphaera gargensis]	5.0
	COG_2013-12-27		COG0499 # H Coenzyme transport metabolism Function: S-adenosylhomocysteine hydrolase Organism: Methanosarcina acetivorans str.C2A (Mac)	14.0
	seed-2014-01-30	3.3.1.1	Adenosylhomocysteinase (EC 3.3.1.1) [Methanothermobacter thermautotrophicus str. Delta H]	18.0
	metacyc-v5-2011-10-21	3.3.1.1	Adenosylhomocysteinase OS Methanopyrus kandleri (strain AV19 / DSM 6324 JCM 9639 NBRC 100938) GN ahcY PE 3 SV 1 # UNIPROT P58855 ADENOSYLHOMOCYSTEINASE-RXN MKAN190192:MK0368-MONOMER 3.3.1.1	35.0
	KEGG_pep_2013	3.3.1.1	ahcY S-adenosyl-L-homocysteine hydrolase (EC:3.3.1.1) K01251 adenosylhomocysteinase [EC:3.3.1.1]	17.0

uppermesopelagic_500m_4032_0				
	EggNog_v3_2013_08_07		nadE http://www.ncbi.nlm.nih.gov/protein/86357986 NAD synthetase NH(3)-dependent catalyzes formation nicotinamide adenine dinucleotide (NAD) from nicotinic acid (NAAD) using either ammonia or glutamine as amide donor ATP ammonia-utilizing enzymes include ones Bacillus Escherichia coli while glutamine-utilizing Mycobacterial one forms homodimers	37.0
	RefSeq_complete_nr_v62_dec2013		NAD synthetase / Glutamine amidotransferase chain [Sphingobium japonicum]	8.0
	COG_2013-12-27		COG0171 # H Coenzyme transport metabolism Function: NAD synthase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	16.0
	seed-2014-01-30	6.3.1.5	NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain [Phaeobacter gallaeciensis ANG1]	21.0
	metacyc-v5-2011-10-21	6.3.5.1	Probable glutamine-dependent NAD(+) synthetase OS Synechocystis sp. (strain ATCC 27184 / PCC 6803 N-1) GN nadE PE 3 SV 1 # UNIPROT P74292 NAD-SYNTH-GLN-RXN SSP1148:SLR1691-MONOMER 6.3.5.1	36.0
	KEGG_pep_2013	6.3.5.1	nadE glutamine-dependent NAD(+) synthetase (EC:6.3.5.1) K01916 NAD+ synthase [EC:6.3.1.5]	19.0

uppermesopelagic_500m_4033_0				
	EggNog_v3_2013_08_07		nuoM2 http://www.ncbi.nlm.nih.gov/protein/86359323 putative monovalent cation/H+ antiporter subunit D D complex involved resistance to high concentrations Na+, K+, Li+ and/or alkali contains oxidoreductase domain catalyzes transfer electrons from NADH ubiquinone S. meliloti it known be specifically K+ transport	36.0
	RefSeq_complete_nr_v62_dec2013		multicomponent Na+/H+ antiporter subunit D [Desulfotignum phosphitoxidans]	7.0
	seed-2014-01-30	1.6.5.3	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3) [Simiduia agarivorans SA1 DSM 21679]	21.0
	KEGG_pep_2013	1.6.99.5	putative monovalent cation/H+ antiporter subunit D (EC:1.6.99.5) K05568 multicomponent Na+:H+	20.0

uppermesopelagic_500m_7745_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/147678274 mismatch repair ATPase MutS family	6.0
	RefSeq_complete_nr_v62_dec2013		DNA mismatch repair protein MutS [Desulfotomaculum kuznetsovii]	6.0
	seed-2014-01-30		Recombination inhibitory protein MutS2 [Desulfotomaculum kuznetsovii DSM 6115]	7.0
	KEGG_pep_2013		mismatch repair ATPase K07456 DNA protein MutS2	6.0

uppermesopelagic_500m_7032_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/121608716 YeeB-like protein KEGG: protein	3.0
	RefSeq_complete_nr_v62_dec2013		DEAD/DEAH box helicase [Arthrospira platensis]	5.0
	COG_2013-12-27		NULL # V Defense mechanisms Function: Type II restriction enzyme, methylase subunits Organism: Bacillus subtilis (Bsu)	16.0
	seed-2014-01-30		FIG006126: DNA helicase, restriction/modification system component YeeB [Lactobacillus salivarius GJ-24]	10.0
	KEGG_pep_2013		DNA helicase	2.0

uppermesopelagic_500m_7742_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/113867698 histidinol dehydrogenase catalyzes oxidation L-histidinol to L-histidinaldehyde then L-histidine histidine biosynthesis functions as dimer	15.0
	RefSeq_complete_nr_v62_dec2013		histidinol dehydrogenase 2 [Glaciecola agarilytica]	5.0
	COG_2013-12-27		COG0141 # E Amino acid transport metabolism Function: Histidinol dehydrogenase Organism: Mesorhizobium loti (Mlo)	14.0
	seed-2014-01-30	1.1.1.23	Histidinol dehydrogenase (EC 1.1.1.23) [Enterobacter aerogenes KCTC 2190]	18.0
	KEGG_pep_2013	1.1.1.23	histidinol dehydrogenase (EC:1.1.1.23) K00013 [EC:1.1.1.23]	15.0

uppermesopelagic_500m_7740_0				
	EggNog_v3_2013_08_07		SPO1401 http://www.ncbi.nlm.nih.gov/protein/56696285  identified match to protein family HMM PF00202	8.0
	RefSeq_complete_nr_v62_dec2013		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase [Rhodobacter sp. AKP1]	5.0
	COG_2013-12-27		COG0161 # H Coenzyme transport metabolism Function: Adenosylmethionine-8-amino-7-oxononanoate aminotransferase Organism: Mesorhizobium loti (Mlo)	13.0
	seed-2014-01-30	2.6.1.62	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) [Vibrio nigripulchritudo ATCC 27043]	18.0
	KEGG_pep_2013		aminotransferase, class III (EC:2.6.1.-)	4.0

uppermesopelagic_500m_7740_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/156973418 transcriptional regulator KEGG: 0.00011 regulator, LysR family K06022 COG: COG0583 Transcriptional Psort location: cytoplasmic, score: 23	17.0
	RefSeq_complete_nr_v62_dec2013		putative transcriptional regulator, LysR family protein [Marinomonas sp. MED121]	8.0
	seed-2014-01-30		Transcriptional regulator, LysR family [Vibrio harveyi CAIM 1792]	8.0
	KEGG_pep_2013		LysR family transcriptional regulator	4.0

uppermesopelagic_500m_2768_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/120555401 3-hydroxyacyl-CoA dehydrogenase, NAD-binding PFAM: Enoyl-CoA hydratase/isomerase dehydrogenase domain protein KEGG:	10.0
	RefSeq_complete_nr_v62_dec2013		3-hydroxyacyl-CoA dehydrogenase [Pseudomonas sp. R81]	5.0
	COG_2013-12-27		COG1250 # I Lipid transport metabolism Function: 3-hydroxyacyl-CoA dehydrogenase Organism: Sinorhizobium meliloti (Sme)	13.0
	seed-2014-01-30	4.2.1.17	Enoyl-CoA hydratase [isoleucine degradation] (EC 4.2.1.17) / 3-hydroxyacyl-CoA dehydrogenase 1.1.1.35) 3-hydroxybutyryl-CoA epimerase 5.1.2.3) [Pseudomonas fluorescens HK44]	26.0
	KEGG_pep_2013	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase / short chain enoyl-CoA hydratase (EC:1.1.1.35 4.2.1.17) K01782 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	25.0

uppermesopelagic_500m_2768_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/152985115  Annotation generated automatically transferring annotation from manually curated GenBank accession AE004091 identified Glimmer2 putative	15.0
	RefSeq_complete_nr_v62_dec2013		acyclic terpene utilization protein AtuA [Pseudomonas sp. M1]	7.0
	COG_2013-12-27		NULL # K Transcription Function: Transcriptional regulator Organism: Pseudomonas aeruginosa (Pae)	11.0
	seed-2014-01-30		3-hydroxy-3isohexenylglutaryl-CoA:acetate lyase [Pseudomonas chlororaphis subsp. aureofaciens 30-84]	7.0
	KEGG_pep_2013		atuA expressed protein apparent function citronellol catabolism	6.0

uppermesopelagic_500m_2763_0				
	RefSeq_complete_nr_v62_dec2013		peptidase, M23 family [Pelagibacterium halotolerans]	5.0
	seed-2014-01-30		peptidase, M23 family [Pelagibacterium halotolerans B2]	6.0

uppermesopelagic_500m_2767_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/121609916 3-hydroxyisobutyrate dehydrogenase PFAM: NADP oxidoreductase, coenzyme F420-dependent 6-phosphogluconate dehydrogenase, NAD-binding KEGG: bbr:BB4074 putative 2-hydroxy-3-oxopropionate reductase	16.0
	RefSeq_complete_nr_v62_dec2013		3-hydroxyisobutyrate dehydrogenase [Mesorhizobium sp. STM 4661]	6.0
	seed-2014-01-30	1.1.1.31	3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31) [Bradyrhizobium japonicum USDA 6]	18.0
	KEGG_pep_2013	1.1.1.60	putative 2-hydroxy-3-oxopropionate reductase (EC:1.1.1.60) K00042 [EC:1.1.1.60]	16.0

uppermesopelagic_500m_2764_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/242280319 ABC transporter related PFAM: transmembrane region SMART: AAA ATPase KEGG: bbr:BB1189	12.0
	RefSeq_complete_nr_v62_dec2013		ABC transporter related [Desulfovibrio hydrothermalis]	5.0
	seed-2014-01-30		ABC transporter, transmembrane region:ABC transporter [Magnetospirillum gryphiswaldense MSR-1]	8.0
	KEGG_pep_2013		ABC transporter	2.0

uppermesopelagic_500m_2765_0				
	RefSeq_complete_nr_v62_dec2013		, partial [SAR406 cluster bacterium SCGC AB-629-J13]	7.0

uppermesopelagic_500m_1223_0				
	EggNog_v3_2013_08_07		PSEEN2268 http://www.ncbi.nlm.nih.gov/protein/104781388 aminoglycoside aminotranferase Evidence 3 : Function proposed based presence conserved amino acid motif, structural feature or limited homology Product type e enzyme	23.0
	RefSeq_complete_nr_v62_dec2013		putative aminoglycoside phosphotransferase [Pseudomonas pseudoalcaligenes]	5.0
	COG_2013-12-27		COG3173 # R General function prediction only Function: Predicted aminoglycoside phosphotransferase Organism: Pseudomonas aeruginosa (Pae)	15.0
	seed-2014-01-30	1.3.99.2	Butyryl-CoA dehydrogenase (EC 1.3.99.2) [Frankia sp. EUN1f]	17.0
	KEGG_pep_2013		aminoglycoside phosphotransferase K06979	3.0

uppermesopelagic_500m_1223_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/91783542 acetyl-CoA acetyltransferase Catalyzes synthesis acetoacetyl coenzyme A from two molecules acetyl A. It also act as thiolase, catalyzing reverse reaction generating two-carbon units four-carbon product fatty acid oxidation	29.0
	RefSeq_complete_nr_v62_dec2013		acetyl-CoA acyltransferase/thiolase family protein, partial [Marinobacter algicola]	7.0
	COG_2013-12-27		COG0183 # I Lipid transport metabolism Function: Acetyl-CoA acetyltransferase Organism: Deinococcus radiodurans (Dra)	13.0
	seed-2014-01-30	2.3.1.16	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase 2.3.1.9) [Sphingomonas sp. KC8]	21.0
	metacyc-v5-2011-10-21	2.3.1.16	3-ketoacyl-CoA thiolase, mitochondrial OS Homo sapiens GN ACAA2 PE 1 SV 2 # UNIPROT P42765 KETOACYLCOATHIOL-RXN MetaCyc:MONOMER-14817 2.3.1.16	28.0
	KEGG_pep_2013	2.3.1.16	 K00632 acetyl-CoA acyltransferase [EC:2.3.1.16]	14.0

uppermesopelagic_500m_1220_0				
	EggNog_v3_2013_08_07		DnaB http://www.ncbi.nlm.nih.gov/protein/20809103 replicative DNA helicase Best Blastp hit gi|10176654|dbj|BAB07748.1| (AP001520) helicase [Bacillus halodurans], score 518, E-value 1.00E-146	16.0
	RefSeq_complete_nr_v62_dec2013		replicative DNA helicasechromosome replication, chain elongation [Clostridium ultunense]	8.0
	seed-2014-01-30		Replicative DNA helicase (EC 3.6.1.-) [SA14-24] [Acetonema longum DSM 6540]	10.0
	KEGG_pep_2013	3.6.4.12	dnaC replicative DNA helicase (EC:3.6.1.-) K02314 [EC:3.6.4.12]	17.0

uppermesopelagic_500m_1226_0				
	EggNog_v3_2013_08_07		xseA http://www.ncbi.nlm.nih.gov/protein/32472607 exodeoxyribonuclease VII large subunit PMID: 3021756 6284744 9278503 best DB hits: BLAST: gb:AAA24766.1 (J02599) Exonuclease E 2e-56 swissprot:P04994 EXODEOXYRIBONUCLEASE LARGE 4e-56 pir:B82282 VII, chain VC0766 [imported] 2e-55 COG: xseA COG1570 4e-57 PFAM: PF01336 OB-fold nucleic acid binding dom 3.6e-11 PF02601 3.5e-45	42.0
	RefSeq_complete_nr_v62_dec2013		exodeoxyribonuclease VII, large subunit [Rhodopirellula baltica]	6.0
	seed-2014-01-30	3.1.11.6	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6) [Kuenenia stuttgartiensis enrichment culture clone RU1]	22.0
	KEGG_pep_2013	3.1.11.6	exodeoxyribonuclease VII, large subunit (EC:3.1.11.6) K03601 VII [EC:3.1.11.6]	18.0

uppermesopelagic_500m_1226_1				
	RefSeq_complete_nr_v62_dec2013		exodeoxyribonuclease VII [Planctomyces brasiliensis]	4.0
	seed-2014-01-30	3.1.11.6	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6) [Halobacillus halophilus DSM 2266]	20.0
	KEGG_pep_2013	3.1.11.6	exodeoxyribonuclease VII large subunit (EC:3.1.11.6) K03601 [EC:3.1.11.6]	17.0

uppermesopelagic_500m_1227_0				
	EggNog_v3_2013_08_07		sopT http://www.ncbi.nlm.nih.gov/protein/77462115 bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase protein Rhizobium meliloti this protein involved synthesis nodulation factors that are active roots alfalfa catalyzes formation activated intermediate converts ATP to diphosphate adenylylsulfate then adenylyl ADP 3'-phosphoadenylyl sulfate intermediate transferred NodH may interact NodP NodQ similar CysD CysN proteins from Escherichia coli cysteine biosynthesis	48.0
	RefSeq_complete_nr_v62_dec2013		bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase protein [Ruegeria mobilis]	8.0
	COG_2013-12-27		COG2046 # P Inorganic ion transport metabolism Function: ATP sulfurylase (sulfate adenylyltransferase) Organism: Saccharomyces cerevisiae (Sce)	16.0
	seed-2014-01-30	2.7.7.4	Sulfate adenylyltransferase, dissimilatory-type (EC 2.7.7.4) / Adenylylsulfate kinase 2.7.1.25) [Celeribacter baekdonensis B30]	22.0
	metacyc-v5-2011-10-21	2.7.7.4	Sulfate adenylyltransferase OS Debaryomyces hansenii (strain ATCC 36239 / CBS 767 JCM 1990 NBRC 0083 IGC 2968) GN MET3 PE 3 SV 1 # UNIPROT Q6BSU5 SULFATE-ADENYLYLTRANS-RXN 2.7.7.4	38.0
	KEGG_pep_2013	2.7.7.4	aps sulfate adenylyltransferase aps-Penicillium chrysogenum K00958 [EC:2.7.7.4]	17.0

uppermesopelagic_500m_1229_2				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/74316469 OsmC/Ohr family protein	3.0
	RefSeq_complete_nr_v62_dec2013		putative redox protein [Pseudomonas sp. M1]	5.0
	COG_2013-12-27		COG1765 # O Posttranslational modification, protein turnover, chaperones Function: Predicted redox protein, regulator disulfide bond formation Organism: Neisseria meningitidis Z2491 (NmA)	20.0
	seed-2014-01-30		OsmC/Ohr family protein [endosymbiont Tevnia jerichonana (vent Tica)]	7.0
	KEGG_pep_2013		OsmC/Ohr family protein K07397 putative redox protein	5.0

uppermesopelagic_500m_4089_0				
	RefSeq_complete_nr_v62_dec2013		 [Candidatus Poribacteria sp. WGA-4E]	4.0

uppermesopelagic_500m_4088_0				
	RefSeq_complete_nr_v62_dec2013		 [SAR406 cluster bacterium SCGC AB-629-J13]	5.0

uppermesopelagic_500m_4081_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/156740849 2Fe-2S iron-sulfur cluster binding domain-containing protein PFAM: ferredoxin [2Fe-2S]-binding domain KEGG: (2Fe-2S)-binding protein	12.0
	RefSeq_complete_nr_v62_dec2013		Carbon monoxide dehydrogenase small chain [Rhodococcus sp. EsD8]	8.0
	COG_2013-12-27		COG2080 # C Energy production conversion Function: Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS homologs Organism: Sulfolobus solfataricus (Sso)	19.0
	seed-2014-01-30	1.2.99.2	Carbon monoxide dehydrogenase small chain (EC 1.2.99.2) [Cupriavidus necator N-1]	20.0
	metacyc-v5-2011-10-21	1.2.99.2	Carbon monoxide dehydrogenase small chain OS Oligotropha carboxidovorans (strain ATCC 49405 / DSM 1227 OM5) GN coxS PE 1 SV 2 # UNIPROT P19921 CARBON-MONOXIDE-DEHYDROGENASE-RXN 1.2.99.2	36.0
	KEGG_pep_2013	1.2.99.2	Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS-like protein K03518 carbon-monoxide dehydrogenase [EC:1.2.99.2]	21.0

uppermesopelagic_500m_4080_0				
	RefSeq_complete_nr_v62_dec2013		FAD dependent oxidoreductase [gamma proteobacterium SCGC AAA007-O20]	7.0
	seed-2014-01-30		Glycine/D-amino acid oxidase deaminating [gamma proteobacterium SCGC AAA007-O20]	8.0

uppermesopelagic_500m_4080_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/99079947 saccharopine dehydrogenase (NADP+, L-glutamate forming) PFAM: Saccharopine dehydrogenase: (4.1e-54) 6-phosphogluconate dehydrogenase, NAD-binding: (0.0007) KEGG: sil:SPO3309 putative, ev 1e-172, 75% identity	21.0
	RefSeq_complete_nr_v62_dec2013		saccharopine dehydrogenase (NADP+, L-glutamate forming) [Osedax symbiont Rs1]	8.0
	seed-2014-01-30		putative saccharopine reductase [Roseovarius sp. HTCC2601]	6.0
	KEGG_pep_2013	1.5.1.10	saccharopine dehydrogenase (NADP+, L-glutamate forming) (EC:1.5.1.10) K00293 [EC:1.5.1.10]	18.0

uppermesopelagic_500m_4085_0	CAZy_2013-07-13		Cellulase [Cellulophaga algicola DSM 14237]	5.0
	EggNog_v3_2013_08_07		celA http://www.ncbi.nlm.nih.gov/protein/254786854 glycoside hydrolase families 5 6 domain protein identified match to protein family HMM PF00150 PF01341 PF02013 PF02839	17.0
	RefSeq_complete_nr_v62_dec2013		, partial [Teredinibacter turnerae]	4.0
	seed-2014-01-30	3.2.1.8	Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8) [Saccharophagus degradans 2-40]	18.0
	metacyc-v5-2011-10-21	3.2.1.4	Endoglucanase Z OS Dickeya dadantii (strain 3937) GN celZ PE 1 SV 2 # UNIPROT P07103 RXN-2043 3.2.1.4	28.0
	KEGG_pep_2013	3.2.1.4	cel5B endo-1,4-beta glucanase (EC:3.2.1.4) K01179 endoglucanase [EC:3.2.1.4]	17.0

uppermesopelagic_500m_4087_0				
	RefSeq_complete_nr_v62_dec2013		 [SAR202 cluster bacterium SCGC AAA240-N13]	5.0

uppermesopelagic_500m_7682_1				
	EggNog_v3_2013_08_07		sdhA http://www.ncbi.nlm.nih.gov/protein/45657855 succinate dehydrogenase flavoprotein subunit part four member enzyme complex that forms trimeric (trimer tetramers) SdhA/B are catalytic subcomplex exhibit activity absence SdhC/D which membrane components form cytochrome b556 SdhC binds ubiquinone oxidizes to fumarate while reducing ubiquinone ubiquinol	39.0
	RefSeq_complete_nr_v62_dec2013		menaquinone-dependent succinate dehydrogenase/fumarate reductase, flavoprotein subunit [Xenococcus sp. PCC 7305]	10.0
	seed-2014-01-30	1.3.99.1	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1) [Leptospira licerasiae serovar Varillal str. VAR 010]	23.0
	KEGG_pep_2013	1.3.99.1	succinate dehydrogenase or fumarate reductase, flavoprotein subunit (EC:1.3.99.1) K00239 [EC:1.3.99.1]	20.0

uppermesopelagic_500m_7683_0				
	EggNog_v3_2013_08_07		valS http://www.ncbi.nlm.nih.gov/protein/20807263 valyl-tRNA synthetase valine--tRNA ligase ValRS converts valine ATP tRNA(Val) to AMP PPi valyl-tRNA(Val) class-I aminoacyl-tRNA synthetase type 1 subfamily posttransfer editing process hydrolyze mischarged Thr-tRNA(Val) which done domain	29.0
	RefSeq_complete_nr_v62_dec2013		valyl-tRNA synthetase [Pedobacter agri]	4.0
	COG_2013-12-27		COG0525 # J Translation, ribosomal structure biogenesis Function: Valyl-tRNA synthetase Organism: Nostoc sp. PCC 7120 (Nos)	16.0
