ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
uppermesopelagic_500m_7684_0	782	62	844	uppermesopelagic_500m_7684	942	+		all	hypothetical protein
uppermesopelagic_500m_7685_0	287	3	290	uppermesopelagic_500m_7685	290	-		all	hypothetical protein
uppermesopelagic_500m_7688_0	506	88	594	uppermesopelagic_500m_7688	594	+		all	hypothetical protein
uppermesopelagic_500m_7689_0	332	46	378	uppermesopelagic_500m_7689	959	-		all	hypothetical protein
uppermesopelagic_500m_7689_1	614	344	958	uppermesopelagic_500m_7689	959	-		unclassified Verrucomicrobia (miscellaneous)	cti cis/trans isomerase
uppermesopelagic_500m_5420_0	290	766	1056	uppermesopelagic_500m_5420	1058	+		all	hypothetical protein
uppermesopelagic_500m_5420_1	62	996	1058	uppermesopelagic_500m_5420	1058	+		all	hypothetical protein
uppermesopelagic_500m_5421_0	440	1	441	uppermesopelagic_500m_5421	1045	+		all	hypothetical protein
uppermesopelagic_500m_5421_1	572	438	1010	uppermesopelagic_500m_5421	1045	+		all	hypothetical protein
uppermesopelagic_500m_5422_0	584	1	585	uppermesopelagic_500m_5422	1052	+		all	hypothetical protein
uppermesopelagic_500m_5422_1	218	577	795	uppermesopelagic_500m_5422	1052	-		all	hypothetical protein
uppermesopelagic_500m_5422_2	209	841	1050	uppermesopelagic_500m_5422	1052	-		all	hypothetical protein
uppermesopelagic_500m_5423_0	146	27	173	uppermesopelagic_500m_5423	1078	-		all	hypothetical protein
uppermesopelagic_500m_5423_1	272	418	690	uppermesopelagic_500m_5423	1078	-		all	hypothetical protein
uppermesopelagic_500m_5424_0	230	3	233	uppermesopelagic_500m_5424	1040	-	6.6.1.1	Bacteria	K03405 magnesium chelatase subunit I
uppermesopelagic_500m_5424_1	326	437	763	uppermesopelagic_500m_5424	1040	-		Bacteria	binding-protein-dependent transport systems inner membrane component K02034 peptide/nickel system permease protein
uppermesopelagic_500m_5425_0	803	3	806	uppermesopelagic_500m_5425	1026	-	1.2.99.2	Novosphingobium pentaromativorans US6-1	molybdopterin dehydrogenase FAD-binding protein K03519 carbon-monoxide medium subunit
uppermesopelagic_500m_5425_1	77	947	1024	uppermesopelagic_500m_5425	1026	-		all	hypothetical protein
uppermesopelagic_500m_5426_0	731	3	734	uppermesopelagic_500m_5426	1029	-		all	hypothetical protein
uppermesopelagic_500m_5427_0	143	1	144	uppermesopelagic_500m_5427	1000	+		all	hypothetical protein
uppermesopelagic_500m_5427_1	662	133	795	uppermesopelagic_500m_5427	1000	-		all	triosephosphate isomerase
uppermesopelagic_500m_5428_0	635	1	636	uppermesopelagic_500m_5428	1080	+		all	hypothetical protein
uppermesopelagic_500m_5429_0	221	34	255	uppermesopelagic_500m_5429	1049	-		all	hypothetical protein
uppermesopelagic_500m_5429_1	275	361	636	uppermesopelagic_500m_5429	1049	-		all	hypothetical protein
uppermesopelagic_500m_5429_2	113	752	865	uppermesopelagic_500m_5429	1049	-		all	hypothetical protein
uppermesopelagic_500m_5429_3	107	942	1049	uppermesopelagic_500m_5429	1049	-		all	hypothetical protein
uppermesopelagic_500m_5938_0	980	3	983	uppermesopelagic_500m_5938	984	+		Bacteria	protein unknown function DUF323
uppermesopelagic_500m_5939_0	209	699	908	uppermesopelagic_500m_5939	937	-		all	hypothetical protein
uppermesopelagic_500m_4333_0	140	1	141	uppermesopelagic_500m_4333	579	+		all	hypothetical protein
uppermesopelagic_500m_4333_1	326	251	577	uppermesopelagic_500m_4333	579	+	4.1.3.4	Acetobacteraceae bacterium AT-5844	hydroxymethylglutaryl-CoA lyase (EC:4.1.3.4)
uppermesopelagic_500m_4332_0	311	270	581	uppermesopelagic_500m_4332	1061	-	2.7.7.7	all	DNA polymerase III, alpha subunit (EC:2.7.7.7) K02337 III
uppermesopelagic_500m_4332_1	200	647	847	uppermesopelagic_500m_4332	1061	-		all	hypothetical protein
uppermesopelagic_500m_4331_0	752	9	761	uppermesopelagic_500m_4331	762	-		Bacteria	ethe1, MGC53036 ethylmalonic encephalopathy 1
uppermesopelagic_500m_4330_0	728	1	729	uppermesopelagic_500m_4330	731	+		Proteobacteria	von Willebrand factor type A domain protein
uppermesopelagic_500m_4337_0	620	2	622	uppermesopelagic_500m_4337	1003	+		all	hypothetical protein
uppermesopelagic_500m_4336_0	74	1	75	uppermesopelagic_500m_4336	948	-		all	hypothetical protein
uppermesopelagic_500m_4336_1	122	217	339	uppermesopelagic_500m_4336	948	-		all	hypothetical protein
uppermesopelagic_500m_4336_2	248	448	696	uppermesopelagic_500m_4336	948	+		all	hypothetical protein
uppermesopelagic_500m_4336_3	206	714	920	uppermesopelagic_500m_4336	948	+		all	hypothetical protein
uppermesopelagic_500m_4335_0	473	1	474	uppermesopelagic_500m_4335	934	+		all	hypothetical protein
uppermesopelagic_500m_4335_1	377	557	934	uppermesopelagic_500m_4335	934	+		Bacteria	tsf elongation factor Ts K02357 Ts
uppermesopelagic_500m_4334_0	434	18	452	uppermesopelagic_500m_4334	1028	-		all	hypothetical protein
uppermesopelagic_500m_4334_1	500	496	996	uppermesopelagic_500m_4334	1028	-		all	hypothetical protein
uppermesopelagic_500m_4339_0	221	3	224	uppermesopelagic_500m_4339	986	+		all	hypothetical protein
uppermesopelagic_500m_4338_0	632	3	635	uppermesopelagic_500m_4338	971	-		all	
uppermesopelagic_500m_4338_1	158	648	806	uppermesopelagic_500m_4338	971	-		all	hypothetical protein
uppermesopelagic_500m_7310_0	740	76	816	uppermesopelagic_500m_7310	925	+	2.6.1.16	Flavobacteriaceae	similar to Glutamine:fructose-6-phosphate amidotransferase 2 K00820 glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
uppermesopelagic_500m_958_0	311	1	312	uppermesopelagic_500m_958	820	+	6.3.4.4	Candidatus Nitrosopumilus maritimus SCM1	adenylosuccinate synthetase (EC:6.3.4.4) K01939 synthase
uppermesopelagic_500m_958_1	461	358	819	uppermesopelagic_500m_958	820	+		Candidatus Nitrosopumilus maritimus SCM1	
uppermesopelagic_500m_959_0	137	1	138	uppermesopelagic_500m_959	822	-		all	hypothetical protein
uppermesopelagic_500m_959_1	686	135	821	uppermesopelagic_500m_959	822	-		all	hypothetical protein
uppermesopelagic_500m_228_0	155	2	157	uppermesopelagic_500m_228	784	+		all	hypothetical protein
uppermesopelagic_500m_229_0	131	658	789	uppermesopelagic_500m_229	790	+		all	hypothetical protein
uppermesopelagic_500m_7311_0	257	3	260	uppermesopelagic_500m_7311	945	-		all	phosphatidylethanolamine:Kdo2-lipid A phosphoethanolamine transferase, partial
uppermesopelagic_500m_7311_1	635	300	935	uppermesopelagic_500m_7311	945	+		all	
uppermesopelagic_500m_224_0	176	1	177	uppermesopelagic_500m_224	815	+		all	hypothetical protein
uppermesopelagic_500m_224_1	380	318	698	uppermesopelagic_500m_224	815	+		Actinomycetales	FIG01040179:
uppermesopelagic_500m_225_0	737	3	740	uppermesopelagic_500m_225	786	+		all	hypothetical protein
uppermesopelagic_500m_226_0	620	2	622	uppermesopelagic_500m_226	790	+		Bacteria	cation diffusion facilitator family transporter K03295 efflux system protein, CDF
uppermesopelagic_500m_226_1	170	619	789	uppermesopelagic_500m_226	790	+		all	hypothetical protein
uppermesopelagic_500m_227_0	608	3	611	uppermesopelagic_500m_227	780	-	1.3.99.16	SAR324 cluster bacterium SCGC AAA001-C10	Isoquinoline 1-oxidoreductase (EC:1.3.99.16) K07303 isoquinoline 1-oxidoreductase, beta subunit
uppermesopelagic_500m_220_0	287	475	762	uppermesopelagic_500m_220	764	+		all	hypothetical protein
uppermesopelagic_500m_221_0	140	3	143	uppermesopelagic_500m_221	854	-		all	hypothetical protein
uppermesopelagic_500m_221_1	131	220	351	uppermesopelagic_500m_221	854	-		all	hypothetical protein
uppermesopelagic_500m_221_2	110	742	852	uppermesopelagic_500m_221	854	+		all	hypothetical protein
uppermesopelagic_500m_222_0	773	1	774	uppermesopelagic_500m_222	775	+	6.2.1.1	Gammaproteobacteria	ACS1 acetyl CoA synthetase (EC:6.2.1.1) K01895 acetyl-CoA
uppermesopelagic_500m_223_0	434	310	744	uppermesopelagic_500m_223	796	+		Reyranella massiliensis 521	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)
uppermesopelagic_500m_5684_0	815	35	850	uppermesopelagic_500m_5684	962	+	1.1.1.49	Agrobacterium tumefaciens F2	zwf1 glucose-6-phosphate 1-dehydrogenase (EC:1.1.1.49) K00036
uppermesopelagic_500m_5685_0	530	2	532	uppermesopelagic_500m_5685	954	+		Rhodospirillales	MlrC family protein 3
uppermesopelagic_500m_5685_1	362	591	953	uppermesopelagic_500m_5685	954	-		all	hypothetical protein
uppermesopelagic_500m_5686_0	386	100	486	uppermesopelagic_500m_5686	859	+		all	hypothetical protein
uppermesopelagic_500m_5686_1	158	434	592	uppermesopelagic_500m_5686	859	-		all	hypothetical protein
uppermesopelagic_500m_5686_2	128	730	858	uppermesopelagic_500m_5686	859	-		all	hypothetical protein
uppermesopelagic_500m_5687_0	185	1	186	uppermesopelagic_500m_5687	1118	+		all	hypothetical protein
uppermesopelagic_500m_5687_1	461	179	640	uppermesopelagic_500m_5687	1118	-	4.2.1.2	Proteobacteria	hydro-lyase, Fe-S type, tartrate/fumarate subfamily subunit alpha K01676 fumarate hydratase, class I
uppermesopelagic_500m_5687_2	389	637	1026	uppermesopelagic_500m_5687	1118	-		all	hypothetical protein
uppermesopelagic_500m_5687_3	128	989	1117	uppermesopelagic_500m_5687	1118	-		all	hypothetical protein
uppermesopelagic_500m_5680_0	356	2	358	uppermesopelagic_500m_5680	1056	-		all	hypothetical protein
uppermesopelagic_500m_5680_1	710	345	1055	uppermesopelagic_500m_5680	1056	-		all	hypothetical protein
uppermesopelagic_500m_5681_0	455	2	457	uppermesopelagic_500m_5681	485	+		Proteobacteria	dctP3 TRAP dicarboxylate transporter subunit DctP
uppermesopelagic_500m_5682_0	209	1	210	uppermesopelagic_500m_5682	1034	+	2.4.2.10	'Rhodobacteraceae'	pyrE orotate phosphoribosyltransferase (EC:2.4.2.10) K00762
uppermesopelagic_500m_5682_1	278	429	707	uppermesopelagic_500m_5682	1034	+	3.6.4.12	'Rhodobacteraceae'	dnaB replicative DNA helicase (EC:3.6.1.-) K02314
uppermesopelagic_500m_5683_0	227	1	228	uppermesopelagic_500m_5683	990	+		all	hypothetical protein
uppermesopelagic_500m_5683_1	146	410	556	uppermesopelagic_500m_5683	990	-		all	hypothetical protein
uppermesopelagic_500m_5683_2	404	585	989	uppermesopelagic_500m_5683	990	-		all	hypothetical protein
uppermesopelagic_500m_2146_0	578	3	581	uppermesopelagic_500m_2146	878	-		all	hypothetical protein
uppermesopelagic_500m_5688_0	872	2	874	uppermesopelagic_500m_5688	1083	+	3.5.2.3	Chthoniobacter flavus Ellin514	Dihydroorotase (EC 3.5.2.3)
uppermesopelagic_500m_5689_0	560	3	563	uppermesopelagic_500m_5689	1042	-	2.3.3.1	Bacteria	2-methylcitrate synthase/citrate synthase II (EC:2.3.3.1) K01647 citrate
uppermesopelagic_500m_7315_0	338	3	341	uppermesopelagic_500m_7315	1020	-		Candidatus Nitrosopumilus maritimus SCM1	radical SAM domain-containing protein K06937
uppermesopelagic_500m_7315_1	461	450	911	uppermesopelagic_500m_7315	1020	+		Candidatus Nitrosopumilus maritimus SCM1	transcriptional regulator TrmB
uppermesopelagic_500m_7316_0	152	3	155	uppermesopelagic_500m_7316	664	+		all	hypothetical protein
uppermesopelagic_500m_7316_1	506	156	662	uppermesopelagic_500m_7316	664	-		all	peptide deformylase
uppermesopelagic_500m_7317_0	422	8	430	uppermesopelagic_500m_7317	1009	-	3.4.11.1	Ruegeria	pepA leucyl aminopeptidase (EC:3.4.11.1) K01255
uppermesopelagic_500m_7317_1	116	697	813	uppermesopelagic_500m_7317	1009	+		all	hypothetical protein
uppermesopelagic_500m_6793_0	224	28	252	uppermesopelagic_500m_6793	1031	-		all	hypothetical protein
uppermesopelagic_500m_6793_1	266	306	572	uppermesopelagic_500m_6793	1031	+		all	hypothetical protein
uppermesopelagic_500m_6792_0	287	1	288	uppermesopelagic_500m_6792	982	-		Thalassospira profundimaris WP0211	
uppermesopelagic_500m_6792_1	359	357	716	uppermesopelagic_500m_6792	982	-		Thalassospira profundimaris WP0211	TraR/DksA family transcriptional regulator K06204 DnaK suppressor protein
uppermesopelagic_500m_6791_0	512	134	646	uppermesopelagic_500m_6791	955	-	2.4.2.7	Bacteria	APT1 APT1 (ADENINE PHOSPHORIBOSYL TRANSFERASE 1) adenine phosphoribosyltransferase (EC:2.4.2.7) K00759
uppermesopelagic_500m_6790_0	572	392	964	uppermesopelagic_500m_6790	966	-		all	hypothetical protein
