orf_id	CAZy_2013-07-13(EC) 	CAZy_2013-07-13(product)	CAZy_2013-07-13(value)	EggNog_v3_2013_08_07(EC) 	EggNog_v3_2013_08_07(product)	EggNog_v3_2013_08_07(value)	RefSeq_complete_nr_v62_dec2013(EC) 	RefSeq_complete_nr_v62_dec2013(product)	RefSeq_complete_nr_v62_dec2013(value)	COG_2013-12-27(EC) 	COG_2013-12-27(product)	COG_2013-12-27(value)	seed-2014-01-30(EC) 	seed-2014-01-30(product)	seed-2014-01-30(value)	metacyc-v5-2011-10-21(EC) 	metacyc-v5-2011-10-21(product)	metacyc-v5-2011-10-21(value)	KEGG_pep_2013(EC) 	KEGG_pep_2013(product)	KEGG_pep_2013(value)
upper_euphotic_10m_707_1					cobJ http://www.ncbi.nlm.nih.gov/protein/123966937 bifunctional cbiH protein precorrin-3B C17-methyltransferase COG1010 Precorrin-3B methylase [Coenzyme metabolism]	11.0		precorrin-3B C17-methyltransferase [Gloeocapsa sp. PCC 73106]	6.0					Cobalamin biosynthesis protein CbiG / Cobalt-precorrin-3b C17-methyltransferase [Prochlorococcus marinus str. MIT 9301]	11.0				2.1.1.131	cobJ bifunctional CbiH protein precorrin-3B C17-methyltransferase (EC:2.1.1.131) K13541 cobalamin biosynthesis CbiG / [EC:2.1.1.131]	22.0
upper_euphotic_10m_702_1					http://www.ncbi.nlm.nih.gov/protein/152983585  Annotation generated automatically transferring annotation from manually curated GenBank accession AE004091 identified match to protein family HMM PF07286	18.0		Uncharacterized protein family [Bacillus stratosphericus]	4.0		COG4336 # S Function unknown Function: Uncharacterized conserved protein Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	14.0		 possibly connected to lactam utilization allophanate hydrolase [Bacillus subtilis subsp. spizizenii TU-B-10]	12.0			
upper_euphotic_10m_708_0					rplB http://www.ncbi.nlm.nih.gov/protein/189911437 50S ribosomal protein L2 one primary rRNA-binding proteins required association 30S subunits to form 70S ribosome, tRNA binding peptide bond formation	22.0		LSU ribosomal protein L2p (L8e) [Kocuria palustris]	6.0		COG0090 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein L2 Organism: Neisseria meningitidis MC58 (Nme)	15.0		LSU ribosomal protein L2p (L8e) [Aeromicrobium sp. JC14]	7.0					MRPL2 Putative mitochondrial ribosomal protein L2	5.0
upper_euphotic_10m_708_1					rpsS http://www.ncbi.nlm.nih.gov/protein/68536919 30S ribosomal protein S19 S19 forms complex S13 that binds strongly to 16S RNA	14.0		30S ribosomal protein S19 [Slackia piriformis]	5.0		COG0185 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein S19 Organism: Mycobacterium tuberculosis H37Rv (Mtu)	15.0		SSU ribosomal protein S19p (S15e) [Megasphaera sp. UPII 199-6]	8.0					rps19 30S ribosomal protein S19 K02965 small subunit S19	7.0
upper_euphotic_10m_708_2								50S ribosomal protein L22 [Eggerthella sp. CAG:1427]	6.0					LSU ribosomal protein L22p (L17e) [Clostridium butyricum E4 str. BoNT E BL5262]	11.0						
upper_euphotic_10m_3213_1					Gly1 http://www.ncbi.nlm.nih.gov/protein/20806788 threonine aldolase Best Blastp hit gi|7462865|pir||C72215 L-allo-threonine aldolase - Thermotoga maritima (strain MSB8) (AE001813) [Thermotoga maritima], score 402, E-value 1.00E-111	21.0		aromatic amino acid beta-eliminating lyase/threonine aldolase [Halorubrum terrestre]	8.0		COG2008 # E Amino acid transport metabolism Function: Threonine aldolase Organism: Pseudomonas aeruginosa (Pae)	14.0	4.1.2.48	Low-specificity L-threonine aldolase (EC 4.1.2.48) [Acetonema longum DSM 6540]	19.0				4.1.2.5	GH19068 gene product from transcript GH19068-RA K01620 threonine aldolase [EC:4.1.2.5]	20.0
upper_euphotic_10m_3217_0					dxr http://www.ncbi.nlm.nih.gov/protein/73748216 1-deoxy-D-xylulose 5-phosphate reductoisomerase catalyzes NADP-dependent rearrangement reduction 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4-phosphate	14.0		1-deoxy-D-xylulose 5-phosphate reductoisomerase [Clostridium sp. ASF356]	6.0		COG0743 # I Lipid transport metabolism Function: 1-deoxy-D-xylulose 5-phosphate reductoisomerase Organism: Nostoc sp. PCC 7120 (Nos)	16.0	1.1.1.267	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267) [Xenococcus sp. PCC 7305]	19.0	1.1.1.267	1-deoxy-D-xylulose 5-phosphate reductoisomerase OS Heliobacterium modesticaldum (strain ATCC 51547 / Ice1) GN dxr PE 3 SV 1 # UNIPROT B0THN7 DXPREDISOM-RXN 1.1.1.267	32.0	1.1.1.267	1-deoxy-D-xylulose 5-phosphate reductoisomerase K00099 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	16.0
upper_euphotic_10m_3215_0					TVN0348 http://www.ncbi.nlm.nih.gov/protein/13541179 preprotein translocase SecY Sec E SecG forms protein-conduction channel inner membrane	13.0		protein translocase subunit secY/sec61 alpha [Thermoplasmatales archaeon SCGC AB-539-N05]	8.0		COG0201 # U Intracellular trafficking, secretion, vesicular transport Function: Preprotein translocase subunit SecY Organism: Thermoplasma volcanium (Tvo)	17.0		Preprotein translocase secY subunit (TC 3.A.5.1.1) [Thermoplasma acidophilum DSM 1728]	10.0					preprotein translocase, SecY subunit K03076 translocase subunit	6.0
upper_euphotic_10m_3219_0					http://www.ncbi.nlm.nih.gov/protein/108803765 aminotransferase, class V PFAM: KEGG: bbr:BB4671 serine--glyoxylate aminotransferase	9.0		Serine-glyoxylate aminotransferase (SGAT) [Cupriavidus sp. HMR-1]	6.0		COG0075 # E Amino acid transport metabolism Function: Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase Organism: Sinorhizobium meliloti (Sme)	16.0	2.6.1.45	Serine--glyoxylate aminotransferase (EC 2.6.1.45) [Oligotropha carboxidovorans OM4]	17.0	2.6.1.3	Aminotransferase class-V OS Cupriavidus necator (strain ATCC 17699 / H16 DSM 428 Stanier 337) GN PE 3 SV 1 # UNIPROT Q0K213 CYSTEINE-AMINOTRANSFERASE-RXN 2.6.1.3	34.0	2.6.1.45	SGA1a, SGA1b serine glyoxylate aminotransferase (EC:2.6.1.45) K00830 alanine-glyoxylate transaminase / serine-glyoxylate serine-pyruvate [EC:2.6.1.44 2.6.1.45 2.6.1.51]	25.0
upper_euphotic_10m_3218_1								NADPH nitroreductase [Frankia sp. EuI1c]	5.0				1.1.1.31	3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31) [Frankia sp. CN3]	17.0				1.1.1.31	6-phosphogluconate dehydrogenase NAD-binding protein K00020 3-hydroxyisobutyrate [EC:1.1.1.31]	16.0
upper_euphotic_10m_4807_0		glycoside hydrolase family 43 [Clostridium cellulolyticum H10] (GH:43)	8.0		SCO0118 http://www.ncbi.nlm.nih.gov/protein/21218679 xylosidase/arabinosidase SCJ11.47, possible xylosidase/arabinosidase, len: 509aa similar to many xylosidase/arabinosidases especially N-terminal xylosidase region e.g. xylosidase/arabinosidase from Butyrivibrio fibrisolvens (517 aa) fasta scores opt: 582, z-score: 640.5, E(): 2.6e-28, (35.2% identity 526 aa overlap)	35.0		glycosyl hydrolase family 43 [Bacteroides sp.	6.0				3.2.1.37	Beta-xylosidase (EC 3.2.1.37) [Verrucomicrobia bacterium SCGC AAA168-F10]	17.0				3.2.1.37	glycosyl hydrolase (EC:3.2.1.37) K01198 xylan 1,4-beta-xylosidase [EC:3.2.1.37]	17.0
upper_euphotic_10m_5404_0					http://www.ncbi.nlm.nih.gov/protein/148240902  Evidence: Similar to previously reported genes unknown function	9.0		 [Salinibacterium sp. PAMC 21357]	4.0					FIG01152836:  [Verrucomicrobia bacterium SCGC AAA164-L15]	5.0					coiled-coil protein	1.0
upper_euphotic_10m_5405_1					etfA1 http://www.ncbi.nlm.nih.gov/protein/78043408 electron transfer flavoprotein, alpha subunit identified similarity to SP:P94551 match protein family HMM PF00766 PF01012	16.0		electron transfer flavoprotein subunit alpha [Thauera sp. 63]	8.0		COG2025 # C Energy production conversion Function: Electron transfer flavoprotein, alpha subunit Organism: Neisseria meningitidis Z2491 (NmA)	17.0		Electron transfer flavoprotein, alpha subunit [Leptospira inadai serovar Lyme str. 10]	11.0					similar to cxpwmw03 K03522 electron transfer flavoprotein alpha subunit	9.0
upper_euphotic_10m_2366_1								TonB-dependent receptor [SAR86 cluster bacterium SAR86E]	6.0					Zinc ABC transporter, periplasmic-binding protein ZnuA [SAR86 cluster bacterium SAR86B]	9.0						
upper_euphotic_10m_6485_0					http://www.ncbi.nlm.nih.gov/protein/117921367 cobalamin synthesis protein, P47K PFAM: CobW domain protein KEGG: son:SO1502 protein/P47K family protein	12.0		cobalamin synthesis protein/P47K family protein [Vibrio alginolyticus]	6.0					Putative metal chaperone, involved Zn homeostasis, GTPase COG0523 family [endosymbiont Riftia pachyptila (vent Ph05)]	14.0					cobalamin synthesis protein P47K	3.0
upper_euphotic_10m_1772_0								 [SAR202 cluster bacterium SCGC AAA240-N13]	5.0												
upper_euphotic_10m_6487_0					tyrS http://www.ncbi.nlm.nih.gov/protein/225849740 tyrosyl-tRNA synthetase identified match to protein family HMM PF00579 PF01479 TIGR00234	12.0		tyrosyl-tRNA synthetase [Acinetobacter sp. CIP 102136]	6.0		COG0162 # J Translation, ribosomal structure biogenesis Function: Tyrosyl-tRNA synthetase Organism: Vibrio cholerae (Vch)	14.0	6.1.1.1	Tyrosyl-tRNA synthetase (EC 6.1.1.1) [Pseudomonas putida CSV86]	17.0	6.1.1.1	Tyrosyl-tRNA synthetase OS Thermus thermophilus (strain HB27 / ATCC BAA-163 DSM 7039) GN tyrS PE 1 SV # UNIPROT P83453 TYROSINE--TRNA-LIGASE-RXN 6.1.1.1	32.0	6.1.1.1	tyrosyl-tRNA synthetase (EC:6.1.1.1) K01866 [EC:6.1.1.1]	15.0
upper_euphotic_10m_6486_0					atpA http://www.ncbi.nlm.nih.gov/protein/11498766 V-type ATP synthase subunit A produces from ADP presence proton gradient across membrane A part catalytic core complex	19.0		V-type ATP synthase subunit A [Halobiforma nitratireducens]	7.0		COG1155 # C Energy production conversion Function: Archaeal/vacuolar-type H+-ATPase subunit A Organism: Halobacterium sp. NRC-1 (Hbs)	16.0	3.6.3.14	V-type ATP synthase subunit A (EC 3.6.3.14) [Streptococcus constellatus subsp. pharyngis SK1060 CCUG 46377]	24.0	3.6.3.14	V-type ATP synthase alpha chain OS Streptococcus gordonii (strain Challis / ATCC 35105 CH1 DL1 V288) GN atpA PE 3 SV 1 # UNIPROT A8AUJ7 ATPSYN-RXN 3.6.3.14	37.0	3.6.3.14	F-ATPase family transporter: protons (vacuolar) K02145 V-type H+-transporting ATPase subunit A [EC:3.6.3.14]	22.0
upper_euphotic_10m_6480_0					http://www.ncbi.nlm.nih.gov/protein/99080240 cytoplasmic chaperone TorD PFAM: TorD: (9.9e-24) KEGG: sil:SPO1798 chaperone, TorD family, ev 3e-81, 73% identity	15.0		Putative formate dehydrogenase-specific chaperone [Caenispirillum salinarum]	6.0					Putative formate dehydrogenase-specific chaperone [Bradyrhizobium japonicum USDA 6]	8.0					cytoplasmic chaperone TorD family protein	4.0
upper_euphotic_10m_1770_0								, partial [Candidatus Poribacteria sp. WGA-4E]	6.0												
upper_euphotic_10m_1770_1					http://www.ncbi.nlm.nih.gov/protein/148553399 5-oxoprolinase (ATP-hydrolyzing) PFAM: Hydantoinase/oxoprolinase Hydantoinaseoxoprolinase domain protein	7.0		5-oxoprolinase, partial [Sphingomonas wittichii]	4.0				3.5.2.14	N-methylhydantoinase A (EC 3.5.2.14) [Rhizobium sp. CF080]	17.0				3.5.2.9	5-oxoprolinase (EC:3.5.2.9) K01473 N-methylhydantoinase A [EC:3.5.2.14]	16.0
upper_euphotic_10m_1777_1					RB5637 http://www.ncbi.nlm.nih.gov/protein/32473816 putative sugar phosphate isomerase/epimerase best DB hits: BLAST: pir:A83457 conserved  PA1501 [imported] - E 1e-11 gb:AAG59852.1 (AF284750) HT036-ISO [Homo sapiens] 9e-10 swissprot:P36951 TRANSIENT RECEPTOR POTENTIAL LOCUS C 2e-09 COG: PA1501 COG1082 Predicted endonucleases 1e-12	34.0		Xylose isomerase domain protein TIM barrel [Rhodopirellula sp. SWK7]	8.0				5.3.1.22	Hydroxypyruvate isomerase (EC 5.3.1.22) [Alteromonas macleodii str. 'English Channel 673']	20.0				5.3.1.22	Xylose isomerase domain-containing protein TIM barrel K01816 hydroxypyruvate [EC:5.3.1.22]	18.0
upper_euphotic_10m_4937_0														Phage major capsid protein Caudovirales [Myoviridae Synechococcus phage syn9]	8.0						
upper_euphotic_10m_4934_0					http://www.ncbi.nlm.nih.gov/protein/99081546 xanthine dehydrogenase, molybdenum binding subunit apoprotein PFAM: aldehyde oxidase a/b hammerhead: (4.1e-25) molybdopterin binding: (1.8e-119) KEGG: sil:SPO3019 dehydrogenase family protein, large subunit, ev 0.0, 71% identity	27.0		xanthine dehydrogenase, molybdenum binding subunit apoprotein [Ruegeria mobilis]	8.0		COG1529 # C Energy production conversion Function: Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL homologs Organism: Sinorhizobium meliloti (Sme)	19.0	1.2.99.2	Carbon-monoxide dehydrogenase form II, large subunit (EC 1.2.99.2) [Burkholderia sp. YI23]	21.0				1.17.1.4	xanthine dehydrogenase, molybdenum binding subunit apoprotein (EC:1.17.1.4) K03520 carbon-monoxide dehydrogenase large [EC:1.2.99.2]	22.0
upper_euphotic_10m_2034_2								5-oxoprolinase [Novosphingobium sp. PP1Y]	4.0				3.5.2.14	N-methylhydantoinase B (EC 3.5.2.14) [Novosphingobium sp. PP1Y]	17.0				3.5.2.14	N-methylhydantoinase B (EC:3.5.2.14)	13.0
upper_euphotic_10m_4932_0					BRADO0229 http://www.ncbi.nlm.nih.gov/protein/146337395 malonyl-CoA synthase catalyzes formation from malonate CoA	9.0		 [SAR324 cluster bacterium SCGC AB-629-J17]	5.0		COG0318 # IQ Function: Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II Organism: Sinorhizobium meliloti (Sme)	13.0	6.2.1.3	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) [Bradyrhizobium sp. ORS 285]	18.0				6.2.1.26	malonyl-CoA synthase (EC:6.2.1.26)	13.0
upper_euphotic_10m_4939_0					glcB http://www.ncbi.nlm.nih.gov/protein/83644497 malate synthase G catalyzes formation from glyoxylate acetyl-CoA	10.0		malate synthase G [Mesorhizobium metallidurans]	5.0		COG2225 # C Energy production conversion Function: Malate synthase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	16.0	2.3.3.9	Malate synthase G (EC 2.3.3.9) [Pseudomonas syringae pv. actinidiae str. NCPPB 3871]	22.0	2.3.3.9	Malate synthase G OS Chromohalobacter salexigens (strain DSM 3043 / ATCC BAA-138 NCIMB 13768) GN glcB PE 3 SV 1 # UNIPROT Q1QSR0 MALSYN-RXN 2.3.3.9	35.0	2.3.3.9	malate synthase G (EC:2.3.3.9) K01638 [EC:2.3.3.9]	16.0
upper_euphotic_10m_6261_0					hemB http://www.ncbi.nlm.nih.gov/protein/52424558 delta-aminolevulinic acid dehydratase catalyzes formation porphobilinogen from 5-aminolevulinate	10.0		delta-aminolevulinic acid dehydratase [Pseudoalteromonas flavipulchra]	5.0		COG0113 # H Coenzyme transport metabolism Function: Delta-aminolevulinic acid dehydratase Organism: Neisseria meningitidis Z2491 (NmA)	15.0	4.2.1.24	Porphobilinogen synthase (EC 4.2.1.24) [Vibrio cholerae HC-41B1]	17.0	4.2.1.24	Delta-aminolevulinic acid dehydratase OS Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 JAL-1 JCM 10045 NBRC 100440) GN hemB PE 3 SV 1 # UNIPROT Q60178 PORPHOBILSYNTH-RXN 4.2.1.24	38.0	4.2.1.24	delta-aminolevulinic acid dehydratase, putative (EC:4.2.1.24) K01698 porphobilinogen synthase [EC:4.2.1.24]	19.0
