orf_id	ref dbname	EC	product	value
	EggNog_v3_2013_08_07		tsf http://www.ncbi.nlm.nih.gov/protein/73748221 elongation factor Ts EF-Ts functions during stage protein translation forms dimer associates EF-Tu-GDP complex promotes exchange GDP to GTP resulting regeneration active form EF-Tu	25.0
	RefSeq_complete_nr_v62_dec2013		elongation factor Ts [Chloroflexus sp. Y-400-fl]	6.0
	seed-2014-01-30		Translation elongation factor Ts [Dehalococcoides sp. BAV1]	7.0
	KEGG_pep_2013		translation elongation factor EFTs/EF1B dimerization K02357 Ts	7.0

deepabyss_4000m_789_0				
	EggNog_v3_2013_08_07		RB5637 http://www.ncbi.nlm.nih.gov/protein/32473816 putative sugar phosphate isomerase/epimerase best DB hits: BLAST: pir:A83457 conserved  PA1501 [imported] - E 1e-11 gb:AAG59852.1 (AF284750) HT036-ISO [Homo sapiens] 9e-10 swissprot:P36951 TRANSIENT RECEPTOR POTENTIAL LOCUS C 2e-09 COG: PA1501 COG1082 Predicted endonucleases 1e-12	34.0
	RefSeq_complete_nr_v62_dec2013		Xylose isomerase domain protein TIM barrel [Rhodopirellula baltica]	7.0
	seed-2014-01-30	5.3.1.22	Hydroxypyruvate isomerase (EC 5.3.1.22) [Alteromonas macleodii str. 'English Channel 673']	20.0
	KEGG_pep_2013	5.3.1.22	xylose isomerase domain-containing protein TIM barrel K01816 hydroxypyruvate [EC:5.3.1.22]	18.0

deepabyss_4000m_788_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/148260003 sarcosine oxidase alpha subunit family protein TIGRFAM: oxidase, family PFAM: glucose-inhibited division protein A glycine cleavage T (aminomethyl transferase) Glycine T-protein, C-terminal barrel	21.0
	RefSeq_complete_nr_v62_dec2013		sarcosine oxidase subunit alpha [Nitratireductor indicus]	6.0
	seed-2014-01-30	1.5.3.1	Sarcosine oxidase alpha subunit (EC 1.5.3.1) [alpha proteobacterium HIMB5]	19.0

deepabyss_4000m_783_0				
	RefSeq_complete_nr_v62_dec2013		, partial [Bacteria]	3.0

deepabyss_4000m_782_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/158424094 ABC transporter	3.0
	RefSeq_complete_nr_v62_dec2013		nitrate ABC transporter permease [Azorhizobium caulinodans]	6.0
	seed-2014-01-30		ABC nitrate/sulfonate/bicarbonate family transporter, inner membrane subunit [Oceanibaculum indicum P24]	10.0
	KEGG_pep_2013		ABC transporter	2.0

deepabyss_4000m_781_0				
	RefSeq_complete_nr_v62_dec2013		 [SAR202 cluster bacterium SCGC AAA240-N13]	5.0

deepabyss_4000m_786_0				
	EggNog_v3_2013_08_07		pccB http://www.ncbi.nlm.nih.gov/protein/108759197 propionyl-CoA carboxylase, beta subunit identified similarity to PIR:T43828 match protein family HMM PF01039	14.0
	RefSeq_complete_nr_v62_dec2013		Acetyl-coenzyme A carboxyl transferase alpha chain [Fulvivirga imtechensis]	8.0
	COG_2013-12-27		COG4799 # I Lipid transport metabolism Function: Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha beta) Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	21.0
	seed-2014-01-30	6.4.1.3	Propionyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.3) [Comamonas testosteroni ATCC 11996]	21.0
	metacyc-v5-2011-10-21	6.4.1.3	Probable propionyl-CoA carboxylase beta chain 5 OS Mycobacterium leprae GN accD5 PE 3 SV 1 # UNIPROT P53002 PROPIONYL-COA-CARBOXY-RXN MLEP272631:ML0731-MONOMER 6.4.1.3	31.0
	KEGG_pep_2013	6.4.1.3	PCCB, MGC134255 propionyl CoA carboxylase, beta polypeptide (EC:6.4.1.3) K01966 propionyl-CoA carboxylase chain [EC:6.4.1.3]	23.0

deepabyss_4000m_785_0				
	EggNog_v3_2013_08_07		thrS http://www.ncbi.nlm.nih.gov/protein/66045402 threonyl-tRNA synthetase catalyzes two-step reaction, first charging threonine molecule linking its carboxyl group to alpha-phosphate ATP, followed transfer aminoacyl-adenylate tRNA formation threonyl-tRNA(Thr) from tRNA(Thr)	26.0
	RefSeq_complete_nr_v62_dec2013		threonyl-tRNA synthetase, partial [Pseudomonas amygdali]	5.0
	COG_2013-12-27		COG0441 # J Translation, ribosomal structure biogenesis Function: Threonyl-tRNA synthetase Organism: Escherichia coli K12 (Eco)	15.0
	seed-2014-01-30	6.1.1.3	Threonyl-tRNA synthetase (EC 6.1.1.3) [Pseudomonas chlororaphis subsp. aureofaciens 30-84]	19.0
	metacyc-v5-2011-10-21	6.1.1.3	Threonyl-tRNA synthetase OS Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197) GN thrS PE 3 SV 1 # UNIPROT Q04R58 THREONINE--TRNA-LIGASE-RXN 6.1.1.3	30.0
	KEGG_pep_2013	6.1.1.3	threonine--tRNA ligase, chloroplast or mitochondrial K01868 threonyl-tRNA synthetase [EC:6.1.1.3]	19.0

deepabyss_4000m_784_0				
	EggNog_v3_2013_08_07		SCO7001 http://www.ncbi.nlm.nih.gov/protein/21225287 integral membrane protein SC8F11.27c, possible protein, len: 353 aa. Similar to many proteins undefined function including: Methanococcus jannaschii (350 aa), fasta scores opt: 410 z-score: 451.3 E(): 1e-17 26.3% identity 335 aa overlap. Contains multiple spanning hydrophobic domains N-terminal signal sequence. Also contains Pfam match entry PF00924 UPF0003, Uncharacterized protein family UPF0003	52.0
	RefSeq_complete_nr_v62_dec2013		transporter, small conductance mechanosensitive ion channel MscS family protein [Streptomyces turgidiscabies]	10.0
	COG_2013-12-27		COG0668 # M Cell wall/membrane/envelope biogenesis Function: Small-conductance mechanosensitive channel Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	seed-2014-01-30		Potassium efflux system KefA protein / Small-conductance mechanosensitive channel [Prochloron didemni P2-Fiji]	11.0
	KEGG_pep_2013		MscS mechanosensitive ion channel	4.0

deepabyss_4000m_784_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/108763840  identified similarity to PIR:D84128 match protein family HMM PF04241	9.0
	RefSeq_complete_nr_v62_dec2013		membrane protein [Paenibacillus sp. JC66]	4.0
	seed-2014-01-30		COG2363 [Chondromyces apiculatus DSM 436]	5.0

deepabyss_4000m_4417_0				
	EggNog_v3_2013_08_07		RB12102 http://www.ncbi.nlm.nih.gov/protein/32477325 	2.0
	RefSeq_complete_nr_v62_dec2013		 [Schlesneria paludicola]	2.0
	seed-2014-01-30		-putative related to sulfatases [Schlesneria paludicola DSM 18645]	8.0

deepabyss_4000m_4417_1				
	RefSeq_complete_nr_v62_dec2013		secreted protein containing DUF1501 [Rhodopirellula maiorica]	5.0
	seed-2014-01-30		-putative related to sulfatases [Zavarzinella formosa DSM 19928]	8.0

deepabyss_4000m_4414_0				
	EggNog_v3_2013_08_07		hisA http://www.ncbi.nlm.nih.gov/protein/125624113 1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase catalyzes formation 5-(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino-l- (5-phosphoribosyl)imidazole-4-carboxamide from	11.0
	RefSeq_complete_nr_v62_dec2013		1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase [Bacillus sp. 105MF]	6.0
	COG_2013-12-27		COG0106 # E Amino acid transport metabolism Function: Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase Organism: Clostridium acetobutylicum (Cac)	17.0
	seed-2014-01-30	5.3.1.16	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16) [Lactococcus lactis subsp. cremoris SK11]	21.0
	metacyc-v5-2011-10-21	5.3.1.16	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS Lactococcus lactis subsp. cremoris (strain SK11) GN hisA PE 3 SV 1 # UNIPROT Q02YX0 PRIBFAICARPISOM-RXN 5.3.1.16	31.0
	KEGG_pep_2013	5.3.1.16	hisA 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC:5.3.1.16) K01814 phosphoribosylformimino-5-aminoimidazole carboxamide ribotide [EC:5.3.1.16]	20.0

deepabyss_4000m_4414_1				
	EggNog_v3_2013_08_07		hisF http://www.ncbi.nlm.nih.gov/protein/53724260 imidazole glycerol phosphate synthase subunit HisF catalyzes conversion 5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]- 1-(5-phosphoribosyl)imidazole-4-carboxamideand glutamine to imidazole-glycerol phosphate, 5-aminoimidazol-4-carboxamideribonucleotide glutamate HisF acts as cyclase	21.0
	RefSeq_complete_nr_v62_dec2013		imidazole glycerol phosphate synthase subunit HisF [Thauera sp. 63]	9.0
	COG_2013-12-27		COG0107 # E Amino acid transport metabolism Function: Imidazoleglycerol-phosphate synthase Organism: Methanococcus jannaschii (Mja)	14.0
	seed-2014-01-30		Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-) [endosymbiont Tevnia jerichonana (vent Tica)]	13.0
	KEGG_pep_2013		imidazole glycerol phosphate synthase subunit (IGP cyclase subunit) K01663 glutamine amidotransferase / [EC:2.4.2.- 4.1.3.-]	14.0

deepabyss_4000m_4415_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/182412618 RNA modification protein KEGG: msu:MS1690 MiaB TIGRFAM: enzyme, family tRNA-i(6)A37 thiotransferase enzyme MiaB PFAM: deoxyribonuclease/rho motif-related TRAM Radical SAM domain Protein unknown function UPF0004 SMART: Elongator protein 3/MiaB/NifB	26.0
	RefSeq_complete_nr_v62_dec2013		dimethylallyladenosine tRNA methylthiotransferase [Chthoniobacter flavus]	5.0
	seed-2014-01-30		tRNA-i(6)A37 methylthiotransferase [Verrucomicrobia bacterium SCGC AAA168-F10]	6.0
	KEGG_pep_2013	1.3.1.74	RNA modification enzyme, MiaB family (EC:1.3.1.74) K06168 bifunctional enzyme involved thiolation methylation tRNA	23.0

deepabyss_4000m_4413_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/114564386 TonB-dependent siderophore receptor TIGRFAM: PFAM: receptor, plug KEGG: bpa:BPP0079 ferric receptor	11.0
	RefSeq_complete_nr_v62_dec2013		iron complex outermembrane recepter protein [Glaciecola arctica]	6.0
	seed-2014-01-30		Ferrichrome-iron receptor [Shewanella frigidimarina NCIMB 400]	6.0
	KEGG_pep_2013		TonB-dependent siderophore receptor	3.0

deepabyss_4000m_4146_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/240141344 putative ferredoxin--nitrite reductase (nirA-like) Evidence 3 : Function proposed based presence conserved amino acid motif, structural feature or limited homology PubMedId 7592378 Product type e enzyme	26.0
	RefSeq_complete_nr_v62_dec2013		precorrin-3B synthase [Rhodopirellula sp. SWK7]	5.0
	seed-2014-01-30	1.7.7.1	Ferredoxin--nitrite reductase (EC 1.7.7.1) [Zavarzinella formosa DSM 19928]	18.0
	KEGG_pep_2013	1.7.7.1	nirA ferredoxin-nitrite reductase (EC:1.7.7.1) K00366 [EC:1.7.7.1]	16.0

deepabyss_4000m_4148_0				
	RefSeq_complete_nr_v62_dec2013		lipoprotein [Pseudomonas stutzeri]	3.0
	seed-2014-01-30		FIG085779: Lipoprotein [Pseudomonas stutzeri DSM 10701]	6.0

deepabyss_4000m_4148_1				
	EggNog_v3_2013_08_07		fabF-2 http://www.ncbi.nlm.nih.gov/protein/70733968 3-oxoacyl-(acyl carrier protein) synthase I FabB beta-ketoacyl-ACP I, KASI catalyzes condensation reaction fatty acid biosynthesis: addition acyl acceptor two carbons from malonyl-ACP required elongation short-chain unsaturated acyl-ACP	29.0
	RefSeq_complete_nr_v62_dec2013		3-oxoacyl-(acyl carrier protein) synthase I [Pseudomonas putida]	7.0
	seed-2014-01-30	2.3.1.41	3-oxoacyl-[ACP] synthase (EC 2.3.1.41) FabV like [Pseudomonas syringae Cit 7]	20.0
	KEGG_pep_2013	2.3.1.41	3-oxoacyl-(acyl carrier protein) synthase I (EC:2.3.1.41) K00647 3-oxoacyl-[acyl-carrier-protein] [EC:2.3.1.41]	19.0

deepabyss_4000m_4418_0				
	RefSeq_complete_nr_v62_dec2013		 [SAR202 cluster bacterium SCGC AAA240-N13]	5.0

deepabyss_4000m_4419_0				
	EggNog_v3_2013_08_07		xseB http://www.ncbi.nlm.nih.gov/protein/161611333 exodeoxyribonuclease VII small subunit catalyzes bidirectional exonucleolytic cleavage DNA	11.0
	RefSeq_complete_nr_v62_dec2013		exodeoxyribonuclease 7 small subunit [Pseudomonas sp. HPB0071]	7.0
	COG_2013-12-27		COG1722 # L Replication, recombination repair Function: Exonuclease VII small subunit Organism: Pseudomonas aeruginosa (Pae)	15.0
	seed-2014-01-30	3.1.11.6	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6) [Pseudomonas chlororaphis subsp. aureofaciens 30-84]	21.0
	KEGG_pep_2013	3.1.11.6	xseB exodeoxyribonuclease VII small subunit (EC:3.1.11.6) K03602 [EC:3.1.11.6]	18.0

deepabyss_4000m_4419_1				
	RefSeq_complete_nr_v62_dec2013		 [Pseudomonas aeruginosa group]	3.0

deepabyss_4000m_3728_0				
	EggNog_v3_2013_08_07		acdB http://www.ncbi.nlm.nih.gov/protein/134095998 acyl-CoA dehydrogenase Evidence 2b : Function strongly homologous gene Product type e enzyme	15.0
	RefSeq_complete_nr_v62_dec2013		acyl-CoA dehydrogenase domain-containing protein [Janthinobacterium sp. HH01]	6.0
	COG_2013-12-27		COG1960 # I Lipid transport metabolism Function: Acyl-CoA dehydrogenases Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	16.0
	seed-2014-01-30	1.3.8.7	Acyl-CoA dehydrogenase (EC 1.3.8.7) [Comamonas testosteroni ATCC 11996]	18.0
	KEGG_pep_2013	1.3.99.3	acyl-coa dehydrogenase (EC:1.3.99.3)	13.0

deepabyss_4000m_9438_0				
	EggNog_v3_2013_08_07		AroA http://www.ncbi.nlm.nih.gov/protein/20807493 3-deoxy-7-phosphoheptulonate synthase catalyzes formation 3-deoxy-D-arabino-hept-2-ulosonate 7-phosphate from phosphoenolpyruvate D-erythrose 4-phosphate	12.0
	RefSeq_complete_nr_v62_dec2013		prephenate dehydratase PheA [Desulfotignum phosphitoxidans]	5.0
	COG_2013-12-27		COG2876 # E Amino acid transport metabolism Function: 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase Organism: Nostoc sp. PCC 7120 (Nos)	18.0
	seed-2014-01-30	2.5.1.54	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54) ## AroA [Paenibacillus polymyxa ATCC 842]	22.0
	metacyc-v5-2011-10-21	5.4.99.5	Protein AroA(G) OS Bacillus subtilis GN aroA PE 1 SV # UNIPROT P39912 DAHPSYN-RXN BSUB:BSU29750-MONOMER 5.4.99.5 2.5.1.54	27.0
	KEGG_pep_2013	2.5.1.54	phospho-2-dehydro-3-deoxyheptonate aldolase K03856 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	16.0

deepabyss_4000m_9436_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/154251223  PFAM: protein unknown function DUF159 KEGG: DUF159	6.0
	RefSeq_complete_nr_v62_dec2013		 [Parvibaculum lavamentivorans]	2.0
	seed-2014-01-30		Gifsy-2 prophage protein [Parvibaculum lavamentivorans DS-1]	5.0

deepabyss_4000m_9436_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/126173236 ATPase central domain-containing protein PFAM: AAA ATPase, domain SMART: ATPase KEGG: protein	10.0
	RefSeq_complete_nr_v62_dec2013		AAA ATPase, central region [Stenotrophomonas maltophilia]	6.0
	COG_2013-12-27		COG0464 # O Posttranslational modification, protein turnover, chaperones Function: ATPases AAA+ class Organism: Nostoc sp. PCC 7120 (Nos)	17.0
	seed-2014-01-30		FIG00876461:  [Xenococcus sp. PCC 7305]	5.0
	KEGG_pep_2013	3.6.4.6	AAA ATPase (EC:3.6.4.6)	13.0

deepabyss_4000m_9434_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/94984129 undecaprenyl diphosphate synthase KEGG: dra:DR2447 synthase, ev 1e-119, 74% identity TIGRFAM: synthase: (5.9e-83) PFAM: Di-trans-poly-cis-decaprenylcistransferase: (2.2e-92)	17.0
	RefSeq_complete_nr_v62_dec2013		undecaprenyl diphosphate synthase [Streptomyces gancidicus]	5.0
	COG_2013-12-27		COG0020 # I Lipid transport metabolism Function: Undecaprenyl pyrophosphate synthase Organism: Mycobacterium tuberculosis CDC1551 (MtC)	15.0
	seed-2014-01-30	2.5.1.31	Undecaprenyl diphosphate synthase (EC 2.5.1.31) [Serinicoccus profundi MCCC 1A05965]	19.0
	metacyc-v5-2011-10-21	2.5.1.68	Short-chain Z-isoprenyl diphosphate synthase OS Mycobacterium leprae GN ML2467 PE 3 SV 1 # UNIPROT Q9CB36 2.5.1.68-RXN MLEP272631:ML2467-MONOMER 2.5.1.68	29.0
	KEGG_pep_2013	2.5.1.31	uppS undecaprenyl pyrophosphate synthetase (EC:2.5.1.31) K12503 short-chain Z-isoprenyl diphosphate synthase [EC:2.5.1.68]	21.0

deepabyss_4000m_9432_0				
	EggNog_v3_2013_08_07		SCO1947 http://www.ncbi.nlm.nih.gov/protein/21220432 glyceraldehyde-3-phosphate dehydrogenase SCC54.07c, gap1, dehydrogenase, len: 336aa member highly conserved family proteins eg. gap, dehydrogenase from Bacillus stearothermophilus (334 aa) fasta scores opt: 1477, z-score: 1657.1, E(): 0, (67.9% identity 333 aa overlap). Contains Pfam match to entry PF00044 gpdh, glyceraldehyde 3-phosphate dehydrogenases, score 725.60, E-value 2.2e-214.	47.0
	RefSeq_complete_nr_v62_dec2013		glyceraldehyde-3-phosphate dehydrogenase, type I [Streptomyces ipomoeae]	6.0
	COG_2013-12-27		COG0057 # G Carbohydrate transport metabolism Function: Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase Organism: Ralstonia solanacearum (Rso)	14.0
	seed-2014-01-30	1.2.1.12	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12) [Propionibacterium acnes 6609]	18.0
	metacyc-v5-2011-10-21	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase OS Zymomonas mobilis GN gap PE 3 SV 1 # UNIPROT P09316 GAPOXNPHOSPHN-RXN ZMOB264203:ZMO0177-MONOMER 1.2.1.12	27.0
	KEGG_pep_2013	1.2.1.12	TDH1 glyceraldehyde-3-phosphate dehydrogenase, putative (EC:1.2.1.12) K00134 glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	20.0

deepabyss_4000m_9431_0				
	RefSeq_complete_nr_v62_dec2013		3'-phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase [alpha proteobacterium HIMB114]	7.0
	seed-2014-01-30	3.1.3.7	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7) [alpha proteobacterium HIMB5]	17.0

deepabyss_4000m_5540_1				
	EggNog_v3_2013_08_07		pntB http://www.ncbi.nlm.nih.gov/protein/134093608 pyridine nucleotide transhydrogenase, beta subunit Evidence 2a : Function homologous gene experimentally demonstrated other organism PubMedId 3525165, 1633824 Product type e enzyme	24.0
	RefSeq_complete_nr_v62_dec2013		NAD/NADP transhydrogenase beta subunit [Xenococcus sp. PCC 7305]	8.0
	COG_2013-12-27		COG1282 # C Energy production conversion Function: NAD/NADP transhydrogenase beta subunit Organism: Escherichia coli O157:H7 EDL933 (EcZ)	17.0
	seed-2014-01-30	1.6.1.2	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2) [endosymbiont Tevnia jerichonana (vent Tica)]	21.0
	KEGG_pep_2013	1.6.1.2	pntB pyridine nucleotide transhydrogenase subunit beta (EC:1.6.1.2) K00325 NAD(P) [EC:1.6.1.2]	20.0

deepabyss_4000m_5540_2				
	EggNog_v3_2013_08_07		pntA http://www.ncbi.nlm.nih.gov/protein/218438379 NAD(P) transhydrogenase subunit alpha forms tetramer composed 2 alpha subunits beta inner membrane involved catalyzing transfer hydride ion equivalents between NAD NADP stereospecific (AB-specific) functions as proton pump translocating protons from cytoplasm to periplasm	35.0
	RefSeq_complete_nr_v62_dec2013		NAD(P) transhydrogenase, alpha subunit [Leptolyngbya sp. PCC 6406]	8.0
	COG_2013-12-27		COG3288 # C Energy production conversion Function: NAD/NADP transhydrogenase alpha subunit Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	18.0
	seed-2014-01-30	1.6.1.2	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2) [endosymbiont Tevnia jerichonana (vent Tica)]	21.0
	KEGG_pep_2013	1.6.1.2	NAD(P) transhydrogenase, subunit alpha (EC:1.6.1.2) K00324 transhydrogenase [EC:1.6.1.2]	18.0

deepabyss_4000m_1648_0				
	EggNog_v3_2013_08_07		TM0546 http://www.ncbi.nlm.nih.gov/protein/15643312 threonine synthase catalyzes formation L-threonine from O-phospho-L-homoserine	9.0
	RefSeq_complete_nr_v62_dec2013		threonine synthase [Synechocystis sp. PCC 7509]	6.0
	COG_2013-12-27		COG0498 # E Amino acid transport metabolism Function: Threonine synthase Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	seed-2014-01-30	4.2.3.1	Threonine synthase (EC 4.2.3.1) [Nostoc sp. PCC 7120]	18.0
	metacyc-v5-2011-10-21	4.2.3.1	Threonine synthase OS Synechocystis sp. (strain ATCC 27184 / PCC 6803 N-1) GN thrC PE 3 SV 1 # UNIPROT P74193 THRESYN-RXN SSP1148:SLL1172-MONOMER 4.2.3.1	34.0
	KEGG_pep_2013	4.2.3.1	threonine synthase (EC:4.2.3.1) K01733 [EC:4.2.3.1]	15.0

deepabyss_4000m_5545_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/121607412 peptidase S15 PFAM: X-Pro dipeptidyl-peptidase C-terminal domain protein KEGG: tcr:508699.120 Pfam: AXE1 PROSITE:	13.0
	RefSeq_complete_nr_v62_dec2013		hydrolase CocE/NonD family protein, partial [Enterobacter sp. Ag1]	8.0
	COG_2013-12-27		COG2936 # R General function prediction only Function: Predicted acyl esterases Organism: Sinorhizobium meliloti (Sme)	15.0
	seed-2014-01-30		Mll5128 protein [Nitrosococcus watsoni C-113]	4.0
	KEGG_pep_2013		hydrolase CocE/NonD family protein K06978	4.0

deepabyss_4000m_1644_1				
	RefSeq_complete_nr_v62_dec2013		Staphylococcal nuclease-like protein putative [Rhodospirillum photometricum]	5.0
	seed-2014-01-30		Succinoglycan biosynthesis protein [Rhodospirillum photometricum DSM 122]	6.0

deepabyss_4000m_1645_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/161527558 	1.0
	RefSeq_complete_nr_v62_dec2013		 [Marine Group I thaumarchaeote SCGC AB-629-I23]	6.0
	seed-2014-01-30		 [Nitrosopumilus maritimus SCM1]	3.0

deepabyss_4000m_1645_2	CAZy_2013-07-13		 [Candidatus Nitrosopumilus koreensis AR1] (GT:1)	5.0
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/161527559  KEGG: mja:MJ1255 protein	3.0
	RefSeq_complete_nr_v62_dec2013		 [Marine Group I thaumarchaeote SCGC AB-629-I23]	6.0
