ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
deepabyss_4000m_9436_0	311	2	313	deepabyss_4000m_9436	922	+		Parvibaculum lavamentivorans DS-1	Gifsy-2 prophage protein
deepabyss_4000m_9436_1	581	340	921	deepabyss_4000m_9436	922	-	3.6.4.6	Cyanobacteria	AAA ATPase (EC:3.6.4.6)
deepabyss_4000m_9435_0	194	2	196	deepabyss_4000m_9435	198	+		all	hypothetical protein
deepabyss_4000m_9434_0	131	2	133	deepabyss_4000m_9434	1005	-		all	hypothetical protein
deepabyss_4000m_9434_1	431	230	661	deepabyss_4000m_9434	1005	-	2.5.1.31	Actinomycetales	uppS undecaprenyl pyrophosphate synthetase (EC:2.5.1.31) K12503 short-chain Z-isoprenyl diphosphate synthase
deepabyss_4000m_9433_0	374	1	375	deepabyss_4000m_9433	1020	-		all	hypothetical protein
deepabyss_4000m_9433_1	488	383	871	deepabyss_4000m_9433	1020	-		all	hypothetical protein
deepabyss_4000m_9432_0	443	3	446	deepabyss_4000m_9432	789	-	1.2.1.12	Actinomycetales	TDH1 glyceraldehyde-3-phosphate dehydrogenase, putative (EC:1.2.1.12) K00134 glyceraldehyde 3-phosphate dehydrogenase
deepabyss_4000m_9432_1	275	514	789	deepabyss_4000m_9432	789	-		all	hypothetical protein
deepabyss_4000m_9431_0	221	79	300	deepabyss_4000m_9431	992	+	3.1.3.7	SAR 11 cluster	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)
deepabyss_4000m_9431_1	290	395	685	deepabyss_4000m_9431	992	+		all	hypothetical protein
deepabyss_4000m_9430_0	80	2	82	deepabyss_4000m_9430	571	-		all	hypothetical protein
deepabyss_4000m_9430_1	320	251	571	deepabyss_4000m_9430	571	-		all	hypothetical protein
deepabyss_4000m_5543_0	173	3	176	deepabyss_4000m_5543	890	-		all	hypothetical protein
deepabyss_4000m_5543_1	353	276	629	deepabyss_4000m_5543	890	+		all	hypothetical protein
deepabyss_4000m_5542_0	332	213	545	deepabyss_4000m_5542	946	+		all	hypothetical protein
deepabyss_4000m_5541_0	212	97	309	deepabyss_4000m_5541	987	-		all	hypothetical protein
deepabyss_4000m_5541_1	95	890	985	deepabyss_4000m_5541	987	-		all	hypothetical protein
deepabyss_4000m_5540_0	68	2	70	deepabyss_4000m_5540	999	-		all	hypothetical protein
deepabyss_4000m_5540_1	371	100	471	deepabyss_4000m_5540	999	-	1.6.1.2	Bacteria	pntB pyridine nucleotide transhydrogenase subunit beta (EC:1.6.1.2) K00325 NAD(P)
deepabyss_4000m_5540_2	317	474	791	deepabyss_4000m_5540	999	-	1.6.1.2	Bacteria	NAD(P) transhydrogenase, subunit alpha (EC:1.6.1.2) K00324 transhydrogenase
deepabyss_4000m_1648_0	545	1	546	deepabyss_4000m_1648	1035	+	4.2.3.1	Bacteria	threonine synthase (EC:4.2.3.1) K01733
deepabyss_4000m_1648_1	428	605	1033	deepabyss_4000m_1648	1035	+		all	hypothetical protein
deepabyss_4000m_1649_0	518	2	520	deepabyss_4000m_1649	1078	-		all	hypothetical protein
deepabyss_4000m_5545_0	560	111	671	deepabyss_4000m_5545	1001	-		Candidatus Nitrosococcus watsoni C-113	hydrolase CocE/NonD family protein K06978
deepabyss_4000m_5545_1	194	746	940	deepabyss_4000m_5545	1001	-		all	hypothetical protein
deepabyss_4000m_5544_0	236	274	510	deepabyss_4000m_5544	607	+		all	hypothetical protein
deepabyss_4000m_1644_0	80	1	81	deepabyss_4000m_1644	1027	-		all	hypothetical protein
deepabyss_4000m_1644_1	278	194	472	deepabyss_4000m_1644	1027	+		Rhodospirillum photometricum DSM 122	Succinoglycan biosynthesis protein
deepabyss_4000m_1645_0	77	1	78	deepabyss_4000m_1645	1070	-		all	hypothetical protein
deepabyss_4000m_1645_1	311	91	402	deepabyss_4000m_1645	1070	-		Candidatus Nitrosopumilus maritimus SCM1	
deepabyss_4000m_1645_2	284	556	840	deepabyss_4000m_1645	1070	-		Candidatus Nitrosopumilus maritimus SCM1	Uncharacterized glycosyltransferase MJ1255 (EC 2.-.-.-)
deepabyss_4000m_1645_3	215	855	1070	deepabyss_4000m_1645	1070	-		all	hypothetical protein
deepabyss_4000m_1646_0	188	217	405	deepabyss_4000m_1646	857	-		all	hypothetical protein
deepabyss_4000m_1646_1	416	439	855	deepabyss_4000m_1646	857	-	2.6.1.1	'Nitrospiraceae'	class I II aminotransferase K00812 aspartate aminotransferase
deepabyss_4000m_1647_0	710	1	711	deepabyss_4000m_1647	1069	-		all	multidrug ABC transporter
deepabyss_4000m_1640_0	371	1	372	deepabyss_4000m_1640	903	+	6.3.3.2	Candidatus Nitrosopumilus maritimus SCM1	5-formyltetrahydrofolate cyclo-ligase (EC:6.3.3.2) K01934
deepabyss_4000m_1640_1	536	367	903	deepabyss_4000m_1640	903	-	6.3.4.13	Bacteria	phosphoribosylamine/glycine ligase (EC:6.3.4.13 4.1.1.21) K01945 phosphoribosylamine--glycine
deepabyss_4000m_1641_0	1022	3	1025	deepabyss_4000m_1641	1025	-	1.17.7.1	Chthoniobacter flavus Ellin514	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)
deepabyss_4000m_1642_0	656	2	658	deepabyss_4000m_1642	1046	-	6.2.1.30	Proteobacteria	coenzyme F390 synthetase (EC:6.2.1.-) K01912 phenylacetate-CoA ligase
deepabyss_4000m_1642_1	368	677	1045	deepabyss_4000m_1642	1046	-		all	hypothetical protein
deepabyss_4000m_1643_0	425	64	489	deepabyss_4000m_1643	986	-		Gammaproteobacteria	transmembrane protein K08973 putative membrane protein
deepabyss_4000m_10728_0	989	2	991	deepabyss_4000m_10728	991	+		all	hypothetical protein
deepabyss_4000m_10729_0	473	227	700	deepabyss_4000m_10729	877	-		Cyanobacteria	LysR family transcriptional regulator
deepabyss_4000m_1468_0	755	13	768	deepabyss_4000m_1468	1002	+		all	hypothetical protein
deepabyss_4000m_1469_0	161	2	163	deepabyss_4000m_1469	884	-		all	hypothetical protein
deepabyss_4000m_1469_1	518	364	882	deepabyss_4000m_1469	884	-	1.13.11.3	"Planctomycetaceae" Schlesner and Stackebrandt 1987 emend. Ward 2011	intradiol ring-cleavage dioxygenase K00449 protocatechuate 3,4-dioxygenase, beta subunit
deepabyss_4000m_1398_0	110	2	112	deepabyss_4000m_1398	1047	-		all	hypothetical protein
deepabyss_4000m_1398_1	158	93	251	deepabyss_4000m_1398	1047	-		all	hypothetical protein
deepabyss_4000m_1398_2	539	251	790	deepabyss_4000m_1398	1047	-	2.7.7.56	"Archaea" Woese et al. 1990	exosome complex exonuclease Rrp41 (EC:2.7.7.56) K11600 component RRP41
deepabyss_4000m_1399_0	182	18	200	deepabyss_4000m_1399	1081	-		all	hypothetical protein
deepabyss_4000m_1399_1	212	639	851	deepabyss_4000m_1399	1081	+		all	hypothetical protein
deepabyss_4000m_1392_0	362	35	397	deepabyss_4000m_1392	999	-		Sphingomonadaceae	ISCc3 transposase OrfA K07483
deepabyss_4000m_1392_1	281	535	816	deepabyss_4000m_1392	999	-		Proteobacteria	similar to LOC495931 protein
deepabyss_4000m_1392_2	194	804	998	deepabyss_4000m_1392	999	-		all	hypothetical protein
deepabyss_4000m_1393_0	224	3	227	deepabyss_4000m_1393	922	+		all	hypothetical protein
deepabyss_4000m_1393_1	155	254	409	deepabyss_4000m_1393	922	-		all	hypothetical protein
deepabyss_4000m_1393_2	155	487	642	deepabyss_4000m_1393	922	-		all	hypothetical protein
deepabyss_4000m_1393_3	173	747	920	deepabyss_4000m_1393	922	+		all	hypothetical protein
deepabyss_4000m_1390_0	659	19	678	deepabyss_4000m_1390	1016	+		all	hypothetical protein
deepabyss_4000m_1390_1	299	715	1014	deepabyss_4000m_1390	1016	+		all	hypothetical protein
deepabyss_4000m_1391_0	290	3	293	deepabyss_4000m_1391	978	-		all	hypothetical protein
deepabyss_4000m_1396_0	221	503	724	deepabyss_4000m_1396	1033	+		all	hypothetical protein
deepabyss_4000m_1396_1	188	845	1033	deepabyss_4000m_1396	1033	+		all	hypothetical protein
deepabyss_4000m_1397_0	365	1	366	deepabyss_4000m_1397	1042	+	4.2.1.17	Proteobacteria	paaG enoyl-CoA hydratase (EC:4.2.1.17)
deepabyss_4000m_1397_1	482	370	852	deepabyss_4000m_1397	1042	+	1.2.99.2	Bacteria	molybdopterin dehydrogenase FAD-binding protein K03519 carbon-monoxide medium subunit
deepabyss_4000m_1394_0	1007	1	1008	deepabyss_4000m_1394	1023	+		all	hypothetical protein
deepabyss_4000m_1395_0	584	1	585	deepabyss_4000m_1395	942	+	6.1.1.14	Actinobacteridae	glyS glycyl-tRNA synthetase (EC:6.1.1.14) K01880
deepabyss_4000m_6018_0	194	70	264	deepabyss_4000m_6018	266	+		all	hypothetical protein
deepabyss_4000m_6019_0	272	354	626	deepabyss_4000m_6019	1052	-		all	hypothetical protein
deepabyss_4000m_6019_1	110	941	1051	deepabyss_4000m_6019	1052	+		all	hypothetical protein
deepabyss_4000m_6014_0	536	3	539	deepabyss_4000m_6014	898	+		all	hypothetical protein
deepabyss_4000m_6014_1	170	696	866	deepabyss_4000m_6014	898	+		all	hypothetical protein
deepabyss_4000m_6015_0	710	1	711	deepabyss_4000m_6015	945	-	5.1.3.2	Bacteria	wbtF NAD-dependent epimerase/dehydratase family protein K01784 UDP-glucose 4-epimerase
deepabyss_4000m_6016_0	347	3	350	deepabyss_4000m_6016	1065	-		all	hypothetical protein
deepabyss_4000m_6016_1	239	347	586	deepabyss_4000m_6016	1065	-		all	hypothetical protein
deepabyss_4000m_6016_2	389	583	972	deepabyss_4000m_6016	1065	-		all	hypothetical protein
deepabyss_4000m_6017_0	275	3	278	deepabyss_4000m_6017	961	-		all	hypothetical protein
deepabyss_4000m_6017_1	209	686	895	deepabyss_4000m_6017	961	-		all	hypothetical protein
deepabyss_4000m_6010_0	335	244	579	deepabyss_4000m_6010	1001	+	2.3.3.13	Proteobacteria	leuA 2-isopropylmalate synthase (EC:2.3.3.13) K01649
deepabyss_4000m_6011_0	392	1	393	deepabyss_4000m_6011	987	-		all	hypothetical protein
deepabyss_4000m_6011_1	302	483	785	deepabyss_4000m_6011	987	-		all	hypothetical protein
deepabyss_4000m_6011_2	65	920	985	deepabyss_4000m_6011	987	+		all	hypothetical protein
deepabyss_4000m_6012_0	140	3	143	deepabyss_4000m_6012	1001	-		all	hypothetical protein
deepabyss_4000m_6012_1	569	427	996	deepabyss_4000m_6012	1001	+		all	hypothetical protein
deepabyss_4000m_6013_0	893	1	894	deepabyss_4000m_6013	894	+		all	hypothetical protein
deepabyss_4000m_7949_0	479	3	482	deepabyss_4000m_7949	945	-		all	hypothetical protein
deepabyss_4000m_7949_1	323	600	923	deepabyss_4000m_7949	945	+		all	hypothetical protein
deepabyss_4000m_7948_0	269	3	272	deepabyss_4000m_7948	592	+		all	hypothetical protein
deepabyss_4000m_7948_1	323	269	592	deepabyss_4000m_7948	592	+		all	hypothetical protein
deepabyss_4000m_7941_0	143	3	146	deepabyss_4000m_7941	948	+		all	hypothetical protein
deepabyss_4000m_7941_1	230	171	401	deepabyss_4000m_7941	948	+	6.1.1.7	Zavarzinella formosa DSM 19928	Alanyl-tRNA synthetase (EC 6.1.1.7)
deepabyss_4000m_7940_0	371	69	440	deepabyss_4000m_7940	606	+		all	hypothetical protein
deepabyss_4000m_7943_0	377	62	439	deepabyss_4000m_7943	985	-		Proteobacteria	extracellular solute-binding protein, family 7
deepabyss_4000m_7943_1	254	731	985	deepabyss_4000m_7943	985	+	2.3.2.2	Bacteria	gamma-glutamyltransferase (EC:2.3.2.2) K00681 gamma-glutamyltranspeptidase
deepabyss_4000m_7942_0	227	93	320	deepabyss_4000m_7942	955	-		all	putative transcriptional regulator
deepabyss_4000m_7945_0	653	2	655	deepabyss_4000m_7945	873	+	1.1.1.133	Pelobacter propionicus DSM 2379	dTDP-4-dehydrorhamnose reductase (EC:1.1.1.133) K00067
deepabyss_4000m_7944_0	548	1	549	deepabyss_4000m_7944	994	+		all	hypothetical protein
deepabyss_4000m_7944_1	275	718	993	deepabyss_4000m_7944	994	+		all	hypothetical protein
deepabyss_4000m_7946_0	125	226	351	deepabyss_4000m_7946	847	+		all	hypothetical protein
deepabyss_4000m_7946_1	185	457	642	deepabyss_4000m_7946	847	+		all	hypothetical protein
deepabyss_4000m_7946_2	164	683	847	deepabyss_4000m_7946	847	+		all	hypothetical protein
deepabyss_4000m_141_0	359	55	414	deepabyss_4000m_141	914	+		all	hypothetical protein
deepabyss_4000m_141_1	233	676	909	deepabyss_4000m_141	914	+		all	hypothetical protein
deepabyss_4000m_140_0	398	1	399	deepabyss_4000m_140	914	-	3.1.4.46	Candidatus Pelagibacter sp. HTCC7211	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
deepabyss_4000m_140_1	479	435	914	deepabyss_4000m_140	914	-	1.2.1.3	Proteobacteria	ald aldehyde dehydrogenase family protein, putative (EC:1.2.1.3) K00128 (NAD+)
deepabyss_4000m_143_0	182	19	201	deepabyss_4000m_143	905	-		Bacteria	LSU ribosomal protein L32p @ L32p, zinc-dependent
deepabyss_4000m_143_1	329	211	540	deepabyss_4000m_143	905	-		all	conserved
deepabyss_4000m_143_2	233	670	903	deepabyss_4000m_143	905	+		all	hypothetical protein
deepabyss_4000m_142_0	218	2	220	deepabyss_4000m_142	876	-		all	hypothetical protein
deepabyss_4000m_142_1	158	716	874	deepabyss_4000m_142	876	+		all	hypothetical protein
deepabyss_4000m_145_0	107	352	459	deepabyss_4000m_145	961	-		all	hypothetical protein
deepabyss_4000m_145_1	245	496	741	deepabyss_4000m_145	961	-		"Acetobacteraceae" Henrici 1939	transposase, IS4 family
deepabyss_4000m_145_2	95	865	960	deepabyss_4000m_145	961	+		all	hypothetical protein
deepabyss_4000m_144_0	182	2	184	deepabyss_4000m_144	952	-		all	hypothetical protein
deepabyss_4000m_144_1	638	314	952	deepabyss_4000m_144	952	+		all	
deepabyss_4000m_147_0	431	18	449	deepabyss_4000m_147	974	-		all	hypothetical protein
deepabyss_4000m_147_1	371	548	919	deepabyss_4000m_147	974	+	1.8.4.11	Bacteria	peptide methionine sulfoxide reductase MsrA (EC:1.8.4.11) K07304 peptide-methionine (S)-S-oxide
deepabyss_4000m_146_0	335	1	336	deepabyss_4000m_146	937	+	2.8.1.7	Bacteria	cysteine desulfurase family protein (EC:2.8.1.7)
deepabyss_4000m_146_1	104	343	447	deepabyss_4000m_146	937	+		all	hypothetical protein
deepabyss_4000m_146_2	308	457	765	deepabyss_4000m_146	937	+	2.8.1.7	Blastopirellula marina DSM 3645	cysteine desulfurase (EC:2.8.1.7)
deepabyss_4000m_146_3	134	802	936	deepabyss_4000m_146	937	+		all	hypothetical protein
deepabyss_4000m_149_0	824	1	825	deepabyss_4000m_149	935	+	1.1.1.22	Flavobacteriaceae	UDP-glucose 6-dehydrogenase (EC:1.1.1.22) K00012 UDPglucose
deepabyss_4000m_148_0	137	2	139	deepabyss_4000m_148	926	+		all	hypothetical protein
deepabyss_4000m_148_1	314	248	562	deepabyss_4000m_148	926	+		Gammaproteobacteria	
deepabyss_4000m_148_2	155	771	926	deepabyss_4000m_148	926	-		all	hypothetical protein
deepabyss_4000m_8913_0	983	3	986	deepabyss_4000m_8913	986	-	1.1.1.3	Gammaproteobacteria	hom homoserine dehydrogenase (EC:1.1.1.3) K00003
deepabyss_4000m_8912_0	794	3	797	deepabyss_4000m_8912	967	-		all	hypothetical protein
deepabyss_4000m_8912_1	116	849	965	deepabyss_4000m_8912	967	-		all	hypothetical protein
deepabyss_4000m_8911_0	584	294	878	deepabyss_4000m_8911	879	+		all	hypothetical protein
deepabyss_4000m_8910_0	320	216	536	deepabyss_4000m_8910	537	+		all	hypothetical protein
deepabyss_4000m_8917_0	659	1	660	deepabyss_4000m_8917	662	-		all	hypothetical protein
deepabyss_4000m_8916_0	518	3	521	deepabyss_4000m_8916	522	+		all	hypothetical protein
deepabyss_4000m_8915_0	536	3	539	deepabyss_4000m_8915	539	-		all	hypothetical protein
deepabyss_4000m_8914_0	161	75	236	deepabyss_4000m_8914	528	+		all	hypothetical protein
deepabyss_4000m_8919_0	263	31	294	deepabyss_4000m_8919	294	-		all	hypothetical protein
deepabyss_4000m_8918_0	308	3	311	deepabyss_4000m_8918	823	+		all	hypothetical protein
deepabyss_4000m_8918_1	158	345	503	deepabyss_4000m_8918	823	+		all	hypothetical protein
deepabyss_4000m_8918_2	323	500	823	deepabyss_4000m_8918	823	+		all	hypothetical protein
deepabyss_4000m_208_0	608	3	611	deepabyss_4000m_208	986	-	4.1.1.48	SAR324 cluster	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)
deepabyss_4000m_208_1	236	750	986	deepabyss_4000m_208	986	-		all	hypothetical protein
deepabyss_4000m_209_0	266	2	268	deepabyss_4000m_209	1041	+		all	hypothetical protein
deepabyss_4000m_209_1	317	357	674	deepabyss_4000m_209	1041	-		all	hypothetical protein
deepabyss_4000m_206_0	530	376	906	deepabyss_4000m_206	971	+		all	hypothetical protein
deepabyss_4000m_207_0	248	3	251	deepabyss_4000m_207	959	+		all	hypothetical protein
deepabyss_4000m_207_1	245	631	876	deepabyss_4000m_207	959	+		all	hypothetical protein
deepabyss_4000m_204_0	833	3	836	deepabyss_4000m_204	927	+		Agromonas	family 5 extracellular solute-binding protein K02035 peptide/nickel transport system substrate-binding protein
deepabyss_4000m_205_0	254	2	256	deepabyss_4000m_205	949	-		all	hypothetical protein
deepabyss_4000m_205_1	497	216	713	deepabyss_4000m_205	949	-		all	hypothetical protein
deepabyss_4000m_202_0	455	377	832	deepabyss_4000m_202	932	-		all	putative tRNA synthetases class I (C) catalytic domain protein [uncultured marine microorganism (GT:2)
deepabyss_4000m_203_0	323	1	324	deepabyss_4000m_203	956	-		"Alphabacteria" Cavalier-Smith 1992	era GTP-binding protein Era K03595 Era
deepabyss_4000m_203_1	662	293	955	deepabyss_4000m_203	956	-	3.1.26.3	"Alphabacteria" Cavalier-Smith 1992	rnc RNAse III (EC:3.1.26.3) K03685 ribonuclease
deepabyss_4000m_200_0	746	3	749	deepabyss_4000m_200	937	-		all	hypothetical protein
deepabyss_4000m_201_0	416	1	417	deepabyss_4000m_201	936	+		all	hypothetical protein
deepabyss_4000m_201_1	134	584	718	deepabyss_4000m_201	936	-		all	hypothetical protein
deepabyss_4000m_9392_0	656	66	722	deepabyss_4000m_9392	897	-		all	hypothetical protein
deepabyss_4000m_2662_0	323	829	1152	deepabyss_4000m_2662	1154	-		all	hypothetical protein
deepabyss_4000m_2661_0	818	3	821	deepabyss_4000m_2661	1156	+	2.2.1.1	Alteromonadaceae group	tkt-2 transketolase (EC:2.2.1.1) K00615
deepabyss_4000m_2660_0	173	2	175	deepabyss_4000m_2660	961	-		all	hypothetical protein
deepabyss_4000m_2660_1	503	177	680	deepabyss_4000m_2660	961	-		Bacteria	FIG00907357:
deepabyss_4000m_2667_0	260	2	262	deepabyss_4000m_2667	968	+		all	hypothetical protein
deepabyss_4000m_2667_1	338	422	760	deepabyss_4000m_2667	968	+		all	hypothetical protein
deepabyss_4000m_2667_2	98	868	966	deepabyss_4000m_2667	968	+		all	hypothetical protein
deepabyss_4000m_2666_0	59	2	61	deepabyss_4000m_2666	1096	-		all	hypothetical protein
deepabyss_4000m_2666_1	224	31	255	deepabyss_4000m_2666	1096	-		all	hypothetical protein
deepabyss_4000m_2666_2	458	216	674	deepabyss_4000m_2666	1096	-		all	hypothetical protein
deepabyss_4000m_2665_0	176	204	380	deepabyss_4000m_2665	919	-		all	hypothetical protein
deepabyss_4000m_2665_1	131	788	919	deepabyss_4000m_2665	919	+		all	hypothetical protein
deepabyss_4000m_2664_0	788	2	790	deepabyss_4000m_2664	987	+		all	
deepabyss_4000m_2669_0	152	2	154	deepabyss_4000m_2669	1017	-		all	hypothetical protein
