orf_id	CAZy_2013-07-13(EC) 	CAZy_2013-07-13(product)	CAZy_2013-07-13(value)	EggNog_v3_2013_08_07(EC) 	EggNog_v3_2013_08_07(product)	EggNog_v3_2013_08_07(value)	RefSeq_complete_nr_v62_dec2013(EC) 	RefSeq_complete_nr_v62_dec2013(product)	RefSeq_complete_nr_v62_dec2013(value)	COG_2013-12-27(EC) 	COG_2013-12-27(product)	COG_2013-12-27(value)	seed-2014-01-30(EC) 	seed-2014-01-30(product)	seed-2014-01-30(value)	metacyc-v5-2011-10-21(EC) 	metacyc-v5-2011-10-21(product)	metacyc-v5-2011-10-21(value)	KEGG_pep_2013(EC) 	KEGG_pep_2013(product)	KEGG_pep_2013(value)
deepabyss_4000m_785_0					thrS http://www.ncbi.nlm.nih.gov/protein/66045402 threonyl-tRNA synthetase catalyzes two-step reaction, first charging threonine molecule linking its carboxyl group to alpha-phosphate ATP, followed transfer aminoacyl-adenylate tRNA formation threonyl-tRNA(Thr) from tRNA(Thr)	26.0		threonyl-tRNA synthetase, partial [Pseudomonas amygdali]	5.0		COG0441 # J Translation, ribosomal structure biogenesis Function: Threonyl-tRNA synthetase Organism: Escherichia coli K12 (Eco)	15.0	6.1.1.3	Threonyl-tRNA synthetase (EC 6.1.1.3) [Pseudomonas chlororaphis subsp. aureofaciens 30-84]	19.0	6.1.1.3	Threonyl-tRNA synthetase OS Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197) GN thrS PE 3 SV 1 # UNIPROT Q04R58 THREONINE--TRNA-LIGASE-RXN 6.1.1.3	30.0	6.1.1.3	threonine--tRNA ligase, chloroplast or mitochondrial K01868 threonyl-tRNA synthetase [EC:6.1.1.3]	19.0
deepabyss_4000m_784_0					SCO7001 http://www.ncbi.nlm.nih.gov/protein/21225287 integral membrane protein SC8F11.27c, possible protein, len: 353 aa. Similar to many proteins undefined function including: Methanococcus jannaschii (350 aa), fasta scores opt: 410 z-score: 451.3 E(): 1e-17 26.3% identity 335 aa overlap. Contains multiple spanning hydrophobic domains N-terminal signal sequence. Also contains Pfam match entry PF00924 UPF0003, Uncharacterized protein family UPF0003	52.0		transporter, small conductance mechanosensitive ion channel MscS family protein [Streptomyces turgidiscabies]	10.0		COG0668 # M Cell wall/membrane/envelope biogenesis Function: Small-conductance mechanosensitive channel Organism: Nostoc sp. PCC 7120 (Nos)	16.0		Potassium efflux system KefA protein / Small-conductance mechanosensitive channel [Prochloron didemni P2-Fiji]	11.0					MscS mechanosensitive ion channel	4.0
deepabyss_4000m_784_1					http://www.ncbi.nlm.nih.gov/protein/108763840  identified similarity to PIR:D84128 match protein family HMM PF04241	9.0		membrane protein [Paenibacillus sp. JC66]	4.0					COG2363 [Chondromyces apiculatus DSM 436]	5.0			
deepabyss_4000m_4417_0					RB12102 http://www.ncbi.nlm.nih.gov/protein/32477325 	2.0		 [Schlesneria paludicola]	2.0					-putative related to sulfatases [Schlesneria paludicola DSM 18645]	8.0			
deepabyss_4000m_4417_1								secreted protein containing DUF1501 [Rhodopirellula maiorica]	5.0					-putative related to sulfatases [Zavarzinella formosa DSM 19928]	8.0						
deepabyss_4000m_4414_0					hisA http://www.ncbi.nlm.nih.gov/protein/125624113 1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase catalyzes formation 5-(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino-l- (5-phosphoribosyl)imidazole-4-carboxamide from	11.0		1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase [Bacillus sp. 105MF]	6.0		COG0106 # E Amino acid transport metabolism Function: Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase Organism: Clostridium acetobutylicum (Cac)	17.0	5.3.1.16	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16) [Lactococcus lactis subsp. cremoris SK11]	21.0	5.3.1.16	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS Lactococcus lactis subsp. cremoris (strain SK11) GN hisA PE 3 SV 1 # UNIPROT Q02YX0 PRIBFAICARPISOM-RXN 5.3.1.16	31.0	5.3.1.16	hisA 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC:5.3.1.16) K01814 phosphoribosylformimino-5-aminoimidazole carboxamide ribotide [EC:5.3.1.16]	20.0
deepabyss_4000m_4414_1					hisF http://www.ncbi.nlm.nih.gov/protein/53724260 imidazole glycerol phosphate synthase subunit HisF catalyzes conversion 5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]- 1-(5-phosphoribosyl)imidazole-4-carboxamideand glutamine to imidazole-glycerol phosphate, 5-aminoimidazol-4-carboxamideribonucleotide glutamate HisF acts as cyclase	21.0		imidazole glycerol phosphate synthase subunit HisF [Thauera sp. 63]	9.0		COG0107 # E Amino acid transport metabolism Function: Imidazoleglycerol-phosphate synthase Organism: Methanococcus jannaschii (Mja)	14.0		Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-) [endosymbiont Tevnia jerichonana (vent Tica)]	13.0					imidazole glycerol phosphate synthase subunit (IGP cyclase subunit) K01663 glutamine amidotransferase / [EC:2.4.2.- 4.1.3.-]	14.0
deepabyss_4000m_4415_0					http://www.ncbi.nlm.nih.gov/protein/182412618 RNA modification protein KEGG: msu:MS1690 MiaB TIGRFAM: enzyme, family tRNA-i(6)A37 thiotransferase enzyme MiaB PFAM: deoxyribonuclease/rho motif-related TRAM Radical SAM domain Protein unknown function UPF0004 SMART: Elongator protein 3/MiaB/NifB	26.0		dimethylallyladenosine tRNA methylthiotransferase [Chthoniobacter flavus]	5.0					tRNA-i(6)A37 methylthiotransferase [Verrucomicrobia bacterium SCGC AAA168-F10]	6.0				1.3.1.74	RNA modification enzyme, MiaB family (EC:1.3.1.74) K06168 bifunctional enzyme involved thiolation methylation tRNA	23.0
deepabyss_4000m_4413_0					http://www.ncbi.nlm.nih.gov/protein/114564386 TonB-dependent siderophore receptor TIGRFAM: PFAM: receptor, plug KEGG: bpa:BPP0079 ferric receptor	11.0		iron complex outermembrane recepter protein [Glaciecola arctica]	6.0					Ferrichrome-iron receptor [Shewanella frigidimarina NCIMB 400]	6.0					TonB-dependent siderophore receptor	3.0
deepabyss_4000m_4146_0					http://www.ncbi.nlm.nih.gov/protein/240141344 putative ferredoxin--nitrite reductase (nirA-like) Evidence 3 : Function proposed based presence conserved amino acid motif, structural feature or limited homology PubMedId 7592378 Product type e enzyme	26.0		precorrin-3B synthase [Rhodopirellula sp. SWK7]	5.0				1.7.7.1	Ferredoxin--nitrite reductase (EC 1.7.7.1) [Zavarzinella formosa DSM 19928]	18.0				1.7.7.1	nirA ferredoxin-nitrite reductase (EC:1.7.7.1) K00366 [EC:1.7.7.1]	16.0
deepabyss_4000m_4148_0								lipoprotein [Pseudomonas stutzeri]	3.0					FIG085779: Lipoprotein [Pseudomonas stutzeri DSM 10701]	6.0						
deepabyss_4000m_4148_1					fabF-2 http://www.ncbi.nlm.nih.gov/protein/70733968 3-oxoacyl-(acyl carrier protein) synthase I FabB beta-ketoacyl-ACP I, KASI catalyzes condensation reaction fatty acid biosynthesis: addition acyl acceptor two carbons from malonyl-ACP required elongation short-chain unsaturated acyl-ACP	29.0		3-oxoacyl-(acyl carrier protein) synthase I [Pseudomonas putida]	7.0				2.3.1.41	3-oxoacyl-[ACP] synthase (EC 2.3.1.41) FabV like [Pseudomonas syringae Cit 7]	20.0				2.3.1.41	3-oxoacyl-(acyl carrier protein) synthase I (EC:2.3.1.41) K00647 3-oxoacyl-[acyl-carrier-protein] [EC:2.3.1.41]	19.0
deepabyss_4000m_4418_0								 [SAR202 cluster bacterium SCGC AAA240-N13]	5.0												
deepabyss_4000m_4419_0					xseB http://www.ncbi.nlm.nih.gov/protein/161611333 exodeoxyribonuclease VII small subunit catalyzes bidirectional exonucleolytic cleavage DNA	11.0		exodeoxyribonuclease 7 small subunit [Pseudomonas sp. HPB0071]	7.0		COG1722 # L Replication, recombination repair Function: Exonuclease VII small subunit Organism: Pseudomonas aeruginosa (Pae)	15.0	3.1.11.6	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6) [Pseudomonas chlororaphis subsp. aureofaciens 30-84]	21.0				3.1.11.6	xseB exodeoxyribonuclease VII small subunit (EC:3.1.11.6) K03602 [EC:3.1.11.6]	18.0
deepabyss_4000m_4419_1								 [Pseudomonas aeruginosa group]	3.0												
deepabyss_4000m_3728_0					acdB http://www.ncbi.nlm.nih.gov/protein/134095998 acyl-CoA dehydrogenase Evidence 2b : Function strongly homologous gene Product type e enzyme	15.0		acyl-CoA dehydrogenase domain-containing protein [Janthinobacterium sp. HH01]	6.0		COG1960 # I Lipid transport metabolism Function: Acyl-CoA dehydrogenases Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	16.0	1.3.8.7	Acyl-CoA dehydrogenase (EC 1.3.8.7) [Comamonas testosteroni ATCC 11996]	18.0				1.3.99.3	acyl-coa dehydrogenase (EC:1.3.99.3)	13.0
deepabyss_4000m_9438_0					AroA http://www.ncbi.nlm.nih.gov/protein/20807493 3-deoxy-7-phosphoheptulonate synthase catalyzes formation 3-deoxy-D-arabino-hept-2-ulosonate 7-phosphate from phosphoenolpyruvate D-erythrose 4-phosphate	12.0		prephenate dehydratase PheA [Desulfotignum phosphitoxidans]	5.0		COG2876 # E Amino acid transport metabolism Function: 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase Organism: Nostoc sp. PCC 7120 (Nos)	18.0	2.5.1.54	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54) ## AroA [Paenibacillus polymyxa ATCC 842]	22.0	5.4.99.5	Protein AroA(G) OS Bacillus subtilis GN aroA PE 1 SV # UNIPROT P39912 DAHPSYN-RXN BSUB:BSU29750-MONOMER 5.4.99.5 2.5.1.54	27.0	2.5.1.54	phospho-2-dehydro-3-deoxyheptonate aldolase K03856 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	16.0
deepabyss_4000m_9436_0					http://www.ncbi.nlm.nih.gov/protein/154251223  PFAM: protein unknown function DUF159 KEGG: DUF159	6.0		 [Parvibaculum lavamentivorans]	2.0					Gifsy-2 prophage protein [Parvibaculum lavamentivorans DS-1]	5.0			
deepabyss_4000m_9436_1					http://www.ncbi.nlm.nih.gov/protein/126173236 ATPase central domain-containing protein PFAM: AAA ATPase, domain SMART: ATPase KEGG: protein	10.0		AAA ATPase, central region [Stenotrophomonas maltophilia]	6.0		COG0464 # O Posttranslational modification, protein turnover, chaperones Function: ATPases AAA+ class Organism: Nostoc sp. PCC 7120 (Nos)	17.0		FIG00876461:  [Xenococcus sp. PCC 7305]	5.0				3.6.4.6	AAA ATPase (EC:3.6.4.6)	13.0
deepabyss_4000m_9434_1					http://www.ncbi.nlm.nih.gov/protein/94984129 undecaprenyl diphosphate synthase KEGG: dra:DR2447 synthase, ev 1e-119, 74% identity TIGRFAM: synthase: (5.9e-83) PFAM: Di-trans-poly-cis-decaprenylcistransferase: (2.2e-92)	17.0		undecaprenyl diphosphate synthase [Streptomyces gancidicus]	5.0		COG0020 # I Lipid transport metabolism Function: Undecaprenyl pyrophosphate synthase Organism: Mycobacterium tuberculosis CDC1551 (MtC)	15.0	2.5.1.31	Undecaprenyl diphosphate synthase (EC 2.5.1.31) [Serinicoccus profundi MCCC 1A05965]	19.0	2.5.1.68	Short-chain Z-isoprenyl diphosphate synthase OS Mycobacterium leprae GN ML2467 PE 3 SV 1 # UNIPROT Q9CB36 2.5.1.68-RXN MLEP272631:ML2467-MONOMER 2.5.1.68	29.0	2.5.1.31	uppS undecaprenyl pyrophosphate synthetase (EC:2.5.1.31) K12503 short-chain Z-isoprenyl diphosphate synthase [EC:2.5.1.68]	21.0
deepabyss_4000m_9432_0					SCO1947 http://www.ncbi.nlm.nih.gov/protein/21220432 glyceraldehyde-3-phosphate dehydrogenase SCC54.07c, gap1, dehydrogenase, len: 336aa member highly conserved family proteins eg. gap, dehydrogenase from Bacillus stearothermophilus (334 aa) fasta scores opt: 1477, z-score: 1657.1, E(): 0, (67.9% identity 333 aa overlap). Contains Pfam match to entry PF00044 gpdh, glyceraldehyde 3-phosphate dehydrogenases, score 725.60, E-value 2.2e-214.	47.0		glyceraldehyde-3-phosphate dehydrogenase, type I [Streptomyces ipomoeae]	6.0		COG0057 # G Carbohydrate transport metabolism Function: Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase Organism: Ralstonia solanacearum (Rso)	14.0	1.2.1.12	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12) [Propionibacterium acnes 6609]	18.0	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase OS Zymomonas mobilis GN gap PE 3 SV 1 # UNIPROT P09316 GAPOXNPHOSPHN-RXN ZMOB264203:ZMO0177-MONOMER 1.2.1.12	27.0	1.2.1.12	TDH1 glyceraldehyde-3-phosphate dehydrogenase, putative (EC:1.2.1.12) K00134 glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	20.0
deepabyss_4000m_9431_0								3'-phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase [alpha proteobacterium HIMB114]	7.0				3.1.3.7	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7) [alpha proteobacterium HIMB5]	17.0						
deepabyss_4000m_5540_1					pntB http://www.ncbi.nlm.nih.gov/protein/134093608 pyridine nucleotide transhydrogenase, beta subunit Evidence 2a : Function homologous gene experimentally demonstrated other organism PubMedId 3525165, 1633824 Product type e enzyme	24.0		NAD/NADP transhydrogenase beta subunit [Xenococcus sp. PCC 7305]	8.0		COG1282 # C Energy production conversion Function: NAD/NADP transhydrogenase beta subunit Organism: Escherichia coli O157:H7 EDL933 (EcZ)	17.0	1.6.1.2	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2) [endosymbiont Tevnia jerichonana (vent Tica)]	21.0				1.6.1.2	pntB pyridine nucleotide transhydrogenase subunit beta (EC:1.6.1.2) K00325 NAD(P) [EC:1.6.1.2]	20.0
deepabyss_4000m_5540_2					pntA http://www.ncbi.nlm.nih.gov/protein/218438379 NAD(P) transhydrogenase subunit alpha forms tetramer composed 2 alpha subunits beta inner membrane involved catalyzing transfer hydride ion equivalents between NAD NADP stereospecific (AB-specific) functions as proton pump translocating protons from cytoplasm to periplasm	35.0		NAD(P) transhydrogenase, alpha subunit [Leptolyngbya sp. PCC 6406]	8.0		COG3288 # C Energy production conversion Function: NAD/NADP transhydrogenase alpha subunit Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	18.0	1.6.1.2	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2) [endosymbiont Tevnia jerichonana (vent Tica)]	21.0				1.6.1.2	NAD(P) transhydrogenase, subunit alpha (EC:1.6.1.2) K00324 transhydrogenase [EC:1.6.1.2]	18.0
deepabyss_4000m_1648_0					TM0546 http://www.ncbi.nlm.nih.gov/protein/15643312 threonine synthase catalyzes formation L-threonine from O-phospho-L-homoserine	9.0		threonine synthase [Synechocystis sp. PCC 7509]	6.0		COG0498 # E Amino acid transport metabolism Function: Threonine synthase Organism: Nostoc sp. PCC 7120 (Nos)	16.0	4.2.3.1	Threonine synthase (EC 4.2.3.1) [Nostoc sp. PCC 7120]	18.0	4.2.3.1	Threonine synthase OS Synechocystis sp. (strain ATCC 27184 / PCC 6803 N-1) GN thrC PE 3 SV 1 # UNIPROT P74193 THRESYN-RXN SSP1148:SLL1172-MONOMER 4.2.3.1	34.0	4.2.3.1	threonine synthase (EC:4.2.3.1) K01733 [EC:4.2.3.1]	15.0
deepabyss_4000m_5545_0					http://www.ncbi.nlm.nih.gov/protein/121607412 peptidase S15 PFAM: X-Pro dipeptidyl-peptidase C-terminal domain protein KEGG: tcr:508699.120 Pfam: AXE1 PROSITE:	13.0		hydrolase CocE/NonD family protein, partial [Enterobacter sp. Ag1]	8.0		COG2936 # R General function prediction only Function: Predicted acyl esterases Organism: Sinorhizobium meliloti (Sme)	15.0		Mll5128 protein [Nitrosococcus watsoni C-113]	4.0					hydrolase CocE/NonD family protein K06978	4.0
deepabyss_4000m_1644_1								Staphylococcal nuclease-like protein putative [Rhodospirillum photometricum]	5.0					Succinoglycan biosynthesis protein [Rhodospirillum photometricum DSM 122]	6.0						
deepabyss_4000m_1645_1					http://www.ncbi.nlm.nih.gov/protein/161527558 	1.0		 [Marine Group I thaumarchaeote SCGC AB-629-I23]	6.0					 [Nitrosopumilus maritimus SCM1]	3.0			
deepabyss_4000m_1645_2		 [Candidatus Nitrosopumilus koreensis AR1] (GT:1)	5.0		http://www.ncbi.nlm.nih.gov/protein/161527559  KEGG: mja:MJ1255 protein	3.0		 [Marine Group I thaumarchaeote SCGC AB-629-I23]	6.0					Uncharacterized glycosyltransferase MJ1255 (EC 2.-.-.-) [Nitrosopumilus maritimus SCM1]	8.0			
deepabyss_4000m_1646_1					http://www.ncbi.nlm.nih.gov/protein/117924008 L-aspartate aminotransferase PFAM: aminotransferase, class I II KEGG: aspartate aminotransferase protein	10.0		 [candidate division KSB1 bacterium SCGC AAA252-L05]	6.0		COG0436 # E Amino acid transport metabolism Function: Aspartate/tyrosine/aromatic aminotransferase Organism: Sinorhizobium meliloti (Sme)	14.0	2.6.1.1	Aspartate aminotransferase (EC 2.6.1.1) [Thermodesulfovibrio yellowstonii DSM 11347]	18.0				2.6.1.1	class I II aminotransferase K00812 aspartate aminotransferase [EC:2.6.1.1]	17.0
deepabyss_4000m_1647_0								multidrug ABC transporter [SAR406 cluster bacterium SCGC AAA160-I06]	8.0												
deepabyss_4000m_1640_0					http://www.ncbi.nlm.nih.gov/protein/161528626 5-formyltetrahydrofolate cyclo-ligase PFAM: KEGG: cyclo-ligase family protein	6.0		 [Marine Group I thaumarchaeote SCGC AB-629-I23]	6.0				6.3.3.2	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2) [Nitrosopumilus maritimus SCM1]	17.0				6.3.3.2	5-formyltetrahydrofolate cyclo-ligase (EC:6.3.3.2) K01934 [EC:6.3.3.2]	15.0
deepabyss_4000m_1640_1					http://www.ncbi.nlm.nih.gov/protein/148265862 phosphoribosylamine--glycine ligase catalyzes formation N(1)-(5-phospho-D-ribosyl)glycinamide from 5-phospho-D-ribosylamine glycine purine biosynthesis	11.0		phosphoribosylamine--glycine ligase [Rhodopirellula sp. SWK7]	5.0		COG0151 # F Nucleotide transport metabolism Function: Phosphoribosylamine-glycine ligase Organism: Pasteurella multocida (Pmu)	13.0	6.3.4.13	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) [Pasteurella multocida subsp. str.	18.0	6.3.4.13	Phosphoribosylamine--glycine ligase OS Rhodopirellula baltica GN purD PE 3 SV 2 # UNIPROT Q7UPZ8 GLYRIBONUCSYN-RXN PSP117:RB6616-MONOMER 6.3.4.13	27.0	6.3.4.13	phosphoribosylamine/glycine ligase (EC:6.3.4.13 4.1.1.21) K01945 phosphoribosylamine--glycine [EC:6.3.4.13]	17.0
deepabyss_4000m_1641_0								, partial [Verrucomicrobia bacterium SCGC AAA164-I21]	6.0				1.17.7.1	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1) [bacterium Ellin514]	17.0						
deepabyss_4000m_1642_0					http://www.ncbi.nlm.nih.gov/protein/188591025 putative phenylacetate-CoA ligase Evidence 3 : Function proposed based presence conserved amino acid motif, structural feature or limited homology Product type pe enzyme	23.0		coenzyme F390 synthetase [Magnetospirillum sp. SO-1]	6.0				6.2.1.30	Phenylacetate-coenzyme A ligase (EC 6.2.1.30) [Comamonas testosteroni ATCC 11996]	19.0				6.2.1.30	coenzyme F390 synthetase (EC:6.2.1.-) K01912 phenylacetate-CoA ligase [EC:6.2.1.30]	18.0
deepabyss_4000m_1643_0					lpl1490 http://www.ncbi.nlm.nih.gov/protein/54294421  similar to conserved protein	4.0		membrane protein [Alcanivorax pacificus]	3.0		COG1981 # S Function unknown Function: Predicted membrane protein Organism: Helicobacter pylori 26695 (Hpy)	13.0		Protoporphyrinogen IX oxidase, novel form, HemJ (EC 1.3.-.-) [Pseudomonas syringae pv. actinidiae str. NCPPB 3871]	15.0					transmembrane protein K08973 putative membrane protein	4.0
