orf_id	ref dbname	EC	product	value
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/116625203 selenocysteine synthase (seryl-tRNASer selenium transferase)-like protein KEGG: L-seryl-tRNA(ser) transferase protein	9.0
	RefSeq_complete_nr_v62_dec2013		Cys/Met metabolism pyridoxal-phosphate-dependent protein [Terriglobus saanensis]	5.0
	seed-2014-01-30		L-seryl-tRNA(Sec) selenium transferase-related protein [Acidobacterium sp. MP5ACTX9]	6.0
	KEGG_pep_2013		selenocysteine synthase (seryl-tRNASer selenium transferase)-like protein	5.0

below_euphotic_200m_1991_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/257055893 NAD(FAD)-dependent dehydrogenase PFAM: Pyridine nucleotide-disulphide oxidoreductase	7.0
	RefSeq_complete_nr_v62_dec2013		FAD-dependent pyridine nucleotide-disulfide oxidoreductase [Amycolatopsis decaplanina]	6.0
	seed-2014-01-30		Ferredoxin reductase [Gordonia rubripertincta NBRC 101908]	6.0
	KEGG_pep_2013		FAD-dependent pyridine nucleotide-disulphide oxidoreductase	4.0

below_euphotic_200m_1990_0				
	RefSeq_complete_nr_v62_dec2013		UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanine ligase [Patulibacter sp. I11]	6.0
	seed-2014-01-30	6.3.2.10	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10) [Gordonia rubripertincta NBRC 101908]	18.0

below_euphotic_200m_3258_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/118462422 dibenzothiophene desulfurization enzyme A identified match to protein family HMM PF00296	11.0
	RefSeq_complete_nr_v62_dec2013		dibenzothiophene desulfurization enzyme A [Rhodococcus sp. JVH1]	7.0
	COG_2013-12-27		COG2141 # C Energy production conversion Function: Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase related flavin-dependent oxidoreductases Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	22.0
	seed-2014-01-30		Nitrilotriacetate monooxygenase component A (EC 1.14.13.-) [Mycobacterium abscessus 5S-0304]	9.0
	metacyc-v5-2011-10-21		Dibenzothiophene desulfurization enzyme A OS Rhodococcus sp. (strain IGTS8) GN soxA PE 3 SV 1 # UNIPROT P54995 RXN-623 MetaCyc:MONOMER-265	20.0
	KEGG_pep_2013		nitrilotriacetate monooxygenase component A, putative	5.0

below_euphotic_200m_3259_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/161528037 translation initiation factor eIF-5A TIGRFAM: PFAM: 5A hypusine (eIF-5A) KEGG: tko:TK0878 eIF-5A	12.0
	RefSeq_complete_nr_v62_dec2013		translation initiation factor IF-5A [Marine Group I thaumarchaeote SCGC AB-629-I23]	10.0
	seed-2014-01-30		Eukaryotic translation initiation factor 5A [Nitrosopumilus maritimus SCM1]	8.0
	KEGG_pep_2013		translation elongation factor P (EF-P)/translation initiation 5A K03263 5A	8.0

below_euphotic_200m_3256_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/161528939 TatD-related deoxyribonuclease PFAM: KEGG: bce:BC0234 Sec-independent secretion TatD	9.0
	RefSeq_complete_nr_v62_dec2013		 [Marine Group I thaumarchaeote SCGC AB-629-I23]	6.0
	seed-2014-01-30		Putative deoxyribonuclease similar to YcfH, type 3 [Nitrosopumilus maritimus SCM1]	10.0
	KEGG_pep_2013		TatD-related deoxyribonuclease K03424 TatD DNase family protein [EC:3.1.21.-]	7.0

below_euphotic_200m_3256_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/161528939 TatD-related deoxyribonuclease PFAM: KEGG: bce:BC0234 Sec-independent secretion TatD	9.0
	RefSeq_complete_nr_v62_dec2013		 [Marine Group I thaumarchaeote SCGC AB-629-I23]	6.0
	seed-2014-01-30		Putative deoxyribonuclease similar to YcfH, type 3 [Nitrosopumilus maritimus SCM1]	10.0
	KEGG_pep_2013		Mg-dependent DNase (EC:3.1.21.-) K03424 TatD family protein [EC:3.1.21.-]	7.0

below_euphotic_200m_3257_0				
	EggNog_v3_2013_08_07		lepA http://www.ncbi.nlm.nih.gov/protein/86355906 GTP-binding protein LepA binds to ribosome universally-conserved alpha-sarcin loop	10.0
	RefSeq_complete_nr_v62_dec2013		Translation elongation factor LepA [Sphingobium japonicum]	6.0
	COG_2013-12-27		COG0481 # M Cell wall/membrane/envelope biogenesis Function: Membrane GTPase LepA Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	17.0
	seed-2014-01-30		Translation elongation factor LepA [Bradyrhizobium japonicum USDA 6]	8.0
	KEGG_pep_2013		GUF1 GUF1 GTPase homolog (S. cerevisiae)	5.0

below_euphotic_200m_498_0				
	RefSeq_complete_nr_v62_dec2013		 [Candidatus Poribacteria sp. WGA-4E]	4.0

below_euphotic_200m_499_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/161529071 diphthamide biosynthesis protein TIGRFAM: PFAM: Diphthamide synthesis DPH2 KEGG: mth:MTH1319 	10.0
	RefSeq_complete_nr_v62_dec2013		diphthamide biosynthesis protein [Marine Group I thaumarchaeote SCGC AB-629-I23]	8.0
	seed-2014-01-30		diptheria toxin resistance protein required diphthamide biosynthesis (Saccharomyces)-like 1 [Nitrosopumilus maritimus SCM1]	11.0
	KEGG_pep_2013		diphthamide biosynthesis protein K07561 synthase subunit DPH2	6.0

below_euphotic_200m_493_0				
	EggNog_v3_2013_08_07		ST0363 http://www.ncbi.nlm.nih.gov/protein/15920565 putative DNA-binding/iron metalloprotein/AP endonuclease most organisms, only N-terminal domain present single polypeptide some archaea this fused to kinase domain gene essential growth Escherichia coli Bacillus subtilis secreted glycoprotease from Pasteurella haemolytica showed specificity O-sialoglycosylated proteins Pyrococcus structure shows DNA-binding properties, iron-binding, ATP-binding, AP endonuclease activity	45.0
	RefSeq_complete_nr_v62_dec2013		Peptidase M22, glycoprotease [Thermoplasmatales archaeon SCGC AB-540-F20]	7.0
	COG_2013-12-27		COG0533 # O Posttranslational modification, protein turnover, chaperones Function: Metal-dependent proteases possible chaperone activity Organism: Methanopyrus kandleri AV19 (Mka)	18.0
	seed-2014-01-30		TsaD/Kae1/Qri7 protein, required threonylcarbamoyladenosine t(6)A37 formation tRNA / p53-regulating protein kinase (human PRPK/yeast YGR262c) [Methanothermobacter thermautotrophicus str. Delta H]	18.0
	KEGG_pep_2013	3.4.24.57	O-sialoglycoprotein endopeptidase, putative (EC:3.4.24.57) K01409 endopeptidase [EC:3.4.24.57]	17.0

below_euphotic_200m_490_1				
	seed-2014-01-30	1.14.11.17	Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17) [Reyranella massiliensis 521]	18.0

below_euphotic_200m_496_0				
	RefSeq_complete_nr_v62_dec2013		 [Novispirillum itersonii]	2.0

below_euphotic_200m_496_1				
	EggNog_v3_2013_08_07		metG http://www.ncbi.nlm.nih.gov/protein/15892969 methionyl-tRNA synthetase methionine--tRNA ligase MetRS adds methionine to tRNA(Met) cleavage ATP AMP diphosphate some MetRS enzymes form dimers depending C-terminal domain that also found other proteins such as Trbp111 Aquifex aeolicus cold-shock protein CsaA from Bacillus subtilis while others do not four subfamilies exist based sequence motifs zinc content	49.0
	RefSeq_complete_nr_v62_dec2013		methionyl-tRNA synthetase [alpha proteobacterium HIMB59]	5.0
	COG_2013-12-27		COG0143 # J Translation, ribosomal structure biogenesis Function: Methionyl-tRNA synthetase Organism: Bacillus halodurans (Bha)	14.0
	seed-2014-01-30	6.1.1.10	Methionyl-tRNA synthetase (EC 6.1.1.10) [Rickettsia typhi str. B9991CWPP]	18.0
	metacyc-v5-2011-10-21	6.1.1.10	Methionyl-tRNA synthetase OS Thermus thermophilus (strain HB8 / ATCC 27634 DSM 579) GN metG PE 1 SV 2 # UNIPROT P23395 METHIONINE--TRNA-LIGASE-RXN TTHE300852:TTHA1298-MONOMER 6.1.1.10	34.0
	KEGG_pep_2013	6.1.1.10	methionyl-tRNA synthetase (EC:6.1.1.10) K01874 [EC:6.1.1.10]	15.0

below_euphotic_200m_497_0				
	RefSeq_complete_nr_v62_dec2013		phosphoglycerol transferase I [SAR324 cluster bacterium JCVI-SC AAA005]	8.0
	seed-2014-01-30		sulfatase family protein [SAR324 cluster bacterium JCVI-SC AAA005]	7.0

below_euphotic_200m_494_0				
	RefSeq_complete_nr_v62_dec2013		 [SAR202 cluster bacterium SCGC AAA240-N13]	5.0

below_euphotic_200m_494_1				
	RefSeq_complete_nr_v62_dec2013		 [SAR202 cluster bacterium SCGC AAA240-N13]	5.0

below_euphotic_200m_495_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/217966623 peptidase U62 modulator DNA gyrase PFAM: KEGG: TldD/PmbA family protein	10.0
	RefSeq_complete_nr_v62_dec2013		peptidase U62 [Catenulispora acidiphila]	4.0
	seed-2014-01-30		TldD family protein, Actinobacterial subgroup [Catenulispora acidiphila DSM 44928]	9.0
	KEGG_pep_2013		peptidase U62 modulator DNA gyrase K03568 TldD protein	7.0

below_euphotic_200m_3595_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/158320866 GTP-binding protein TypA TIGRFAM: small protein PFAM: elongation factor G domain synthesis GTP-binding Tu 2 KEGG: TypA	14.0
	RefSeq_complete_nr_v62_dec2013		GTP-binding protein TypA/BipA [Xenococcus sp. PCC 7305]	6.0
	COG_2013-12-27		COG1217 # T Signal transduction mechanisms Function: Predicted membrane GTPase involved stress response Organism: Staphylococcus aureus N315 (Sau)	18.0
	seed-2014-01-30		GTP-binding protein TypA/BipA [Xenococcus sp. PCC 7305]	6.0
	KEGG_pep_2013		GBA1 GTP binding protein TypA K06207 GTP-binding	6.0

below_euphotic_200m_3594_1				
	EggNog_v3_2013_08_07		clpP http://www.ncbi.nlm.nih.gov/protein/159185132 ATP-dependent Clp protease proteolytic subunit hydrolyzes proteins to small peptides ATPase subunits ClpA or ClpX, ClpP degrades specific substrates	21.0
	RefSeq_complete_nr_v62_dec2013		ATP-dependent Clp protease ClpP [Rhizobium sp. CCGE 510]	8.0
	COG_2013-12-27		COG0740 # OU Function: Protease subunit ATP-dependent Clp proteases Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	16.0
	seed-2014-01-30	3.4.21.92	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) [Listeria monocytogenes str. Scott A]	22.0
	KEGG_pep_2013	3.4.21.92	clpP2 ATP-dependent Clp protease proteolytic subunit (EC:3.4.21.-) K01358 protease, [EC:3.4.21.92]	20.0

below_euphotic_200m_3596_0				
	EggNog_v3_2013_08_07		rho http://www.ncbi.nlm.nih.gov/protein/145220341 transcription termination factor Rho An RNA-DNA helicase that actively releases nascent mRNAs from paused complexes	17.0
	RefSeq_complete_nr_v62_dec2013		H+-transporting two-sector ATPase, alpha/beta subunit, central region, partial [delta proteobacterium MLMS-1]	11.0
	COG_2013-12-27		COG1158 # K Transcription Function: termination factor Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	14.0
	seed-2014-01-30		Transcription termination factor Rho [Chlamydophila psittaci 08DC60]	7.0
	KEGG_pep_2013		transcription termination factor Rho K03628 Rho	5.0

below_euphotic_200m_3596_1				
	RefSeq_complete_nr_v62_dec2013		 [SAR406 cluster bacterium SCGC AB-629-J13]	5.0

below_euphotic_200m_3590_0				
	EggNog_v3_2013_08_07		SPO3292 http://www.ncbi.nlm.nih.gov/protein/56698116 branched-chain amino acid ABC transporter, permease protein Assignment partly based membership transporter gene cluster. identified match to protein family HMM PF02653	21.0
	RefSeq_complete_nr_v62_dec2013		putative branched-chain amino acid ABC transporter, permease protein [Janthinobacterium sp. HH01]	10.0
	seed-2014-01-30		Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1) [Chelatococcus sp. GW1]	12.0
	KEGG_pep_2013		livM high-affinity branched-chain amino acid transport system permease LivM K01998 protein	10.0

below_euphotic_200m_3593_1				
	RefSeq_complete_nr_v62_dec2013		LSU ribosomal protein L2P [Archaeoglobus sulfaticallidus]	5.0

below_euphotic_200m_3592_1				
	EggNog_v3_2013_08_07		ahcY http://www.ncbi.nlm.nih.gov/protein/225849353 adenosylhomocysteinase identified match to protein family HMM PF00670 PF02826 PF05221 TIGR00936	12.0
	RefSeq_complete_nr_v62_dec2013		S-adenosyl-L-homocysteine hydrolase, partial [Hydrogenivirga sp. 128-5-R1-1]	6.0
	COG_2013-12-27		COG0499 # H Coenzyme transport metabolism Function: S-adenosylhomocysteine hydrolase Organism: Nostoc sp. PCC 7120 (Nos)	15.0
	seed-2014-01-30	3.3.1.1	Adenosylhomocysteinase (EC 3.3.1.1) [endosymbiont Tevnia jerichonana (vent Tica)]	18.0
	metacyc-v5-2011-10-21	3.3.1.1	Adenosylhomocysteinase OS Pyrobaculum aerophilum (strain ATCC 51768 / IM2 DSM 7523 JCM 9630 NBRC 100827) GN ahcY PE 3 SV 1 # UNIPROT Q8ZTQ7 ADENOSYLHOMOCYSTEINASE-RXN PAER178306:PAE3140-MONOMER 3.3.1.1	37.0
	KEGG_pep_2013	3.3.1.1	S-adenosyl-L-homocysteine hydrolase (EC:3.3.1.1) K01251 adenosylhomocysteinase [EC:3.3.1.1]	16.0

below_euphotic_200m_730_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/108805474 oxidoreductase, molybdopterin binding protein PFAM: binding KEGG: probable oxidoreductase protein	8.0
	RefSeq_complete_nr_v62_dec2013		sulfite oxidase [Oceanibaculum indicum]	4.0
	COG_2013-12-27		COG2041 # R General function prediction only Function: Sulfite oxidase related enzymes Organism: Nostoc sp. PCC 7120 (Nos)	18.0
	seed-2014-01-30		sulfite oxidase homolog [Nostoc sp. PCC 7120]	7.0
	KEGG_pep_2013		oxidoreductase molybdopterin binding domain protein K07147	5.0

below_euphotic_200m_2972_0				
	EggNog_v3_2013_08_07		manC http://www.ncbi.nlm.nih.gov/protein/123968931 mannose-1-phosphate guanylyltransferase COG836 Mannose-1-phosphate guanylyltransferase [Cell envelope biogenesis, outer membrane]	11.0
	RefSeq_complete_nr_v62_dec2013		phosphomannose isomerase / GDP-mannose pyrophosphorylase [Xanthomonas translucens]	7.0
	seed-2014-01-30	2.7.7.22	Mannose-1-phosphate guanylyltransferase (GDP) (EC 2.7.7.22) / Mannose-6-phosphate isomerase 5.3.1.8) [Synechococcus sp. CC9605]	22.0
	metacyc-v5-2011-10-21	2.7.7.13	Mannose-1-phosphate guanylyltransferase rfbM OS Salmonella typhimurium GN PE 1 SV # UNIPROT P26404 2.7.7.13-RXN STYP99287:STM2084-MONOMER 2.7.7.13	26.0
	KEGG_pep_2013	2.7.7.22	manC mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase K00971 guanylyltransferase [EC:2.7.7.22] K01809 mannose-6-phosphate isomerase [EC:5.3.1.8]	20.0

below_euphotic_200m_2973_0				
	EggNog_v3_2013_08_07		BRADO6787 http://www.ncbi.nlm.nih.gov/protein/146343550 putative short-chain dehydrogenase/reductase (SDR) Evidence 3 : Function proposed based presence conserved amino acid motif, structural feature or limited homology PubMedId 7742302, 1889416, 6789320 Product type e enzyme	29.0
	RefSeq_complete_nr_v62_dec2013		short-chain dehydrogenase/reductase SDR, partial [Sphingomonas sp. PAMC 26605]	8.0
	COG_2013-12-27		COG1028 # IQR Function: Dehydrogenases different specificities (related to short-chain alcohol dehydrogenases) Organism: Caulobacter vibrioides (Ccr)	16.0
	seed-2014-01-30	1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125) [Sphingomonas echinoides ATCC 14820]	18.0
	KEGG_pep_2013	1.1.1.100	short-chain dehydrogenase, putative (EC:1.1.1.100)	14.0

below_euphotic_200m_2974_0				
	EggNog_v3_2013_08_07		MCA2779 http://www.ncbi.nlm.nih.gov/protein/53803070 multidrug resistance protein identified similarity to GP:12024949 match protein family HMM PF00893	12.0
	RefSeq_complete_nr_v62_dec2013		Quaternary ammonium compound-resistance protein qacE [Natrinema altunense]	6.0
	COG_2013-12-27		COG2076 # P Inorganic ion transport metabolism Function: Membrane transporters cations cationic drugs Organism: Escherichia coli O157:H7 (Ecs)	18.0
	seed-2014-01-30		Ethidium bromide-methyl viologen resistance protein EmrE [Photobacterium leiognathi subsp. mandapamensis svers.1.1.]	10.0
	KEGG_pep_2013		qacE2 quaternary ammonium compound resistance protein K03297 small multidrug protein, SMR family	11.0

below_euphotic_200m_2975_0				
	RefSeq_complete_nr_v62_dec2013		oligoendopeptidase F [Microbulbifer agarilyticus]	4.0
	seed-2014-01-30		Oligoendopeptidase F [Alteromonas sp. S89]	5.0

below_euphotic_200m_2976_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/84622527 TonB-dependent receptor identified sequence similarity putative ORF located using Blastx/Glimmer/GeneHacker	11.0
	RefSeq_complete_nr_v62_dec2013		TonB-dependent outer membrane receptor precursor [Xanthomonas translucens]	7.0
	seed-2014-01-30		TonB-dependent receptor [Xanthomonas translucens pv. graminis ART-Xtg29]	7.0
	KEGG_pep_2013		putative TonB dependent receptor protein K02014 iron complex outermembrane recepter protein	9.0

below_euphotic_200m_2977_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/189346991 inosine-5'-monophosphate dehydrogenase KEGG: TIGRFAM: PFAM: CBS domain containing protein IMP dehydrogenase/GMP reductase	12.0
	RefSeq_complete_nr_v62_dec2013		inosine-5'-monophosphate dehydrogenase [Magnetospirillum sp. SO-1]	5.0
	COG_2013-12-27		COG0516 # F Nucleotide transport metabolism Function: IMP dehydrogenase/GMP reductase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	17.0
	seed-2014-01-30	1.1.1.205	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain [Oligotropha carboxidovorans OM4]	20.0
	metacyc-v5-2011-10-21	1.1.1.205	Inosine-5'-monophosphate dehydrogenase OS Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 JAL-1 JCM 10045 NBRC 100440) GN guaB PE 3 SV 1 # UNIPROT Q59011 IMP-DEHYDROG-RXN 1.1.1.205	37.0
	KEGG_pep_2013	1.1.1.205	inosine-5'-monophosphate dehydrogenase (EC:1.1.1.205) K00088 IMP [EC:1.1.1.205]	16.0

below_euphotic_200m_2979_0	CAZy_2013-07-13		probable 3-deoxy-d-manno-octulosonic-acid transferase protein [Xanthomonas albilineans GPE PC73] (GT:30)	8.0
	EggNog_v3_2013_08_07		kdtA http://www.ncbi.nlm.nih.gov/protein/190575776 3-deoxy-D-manno-octulosonic-acid transferase catalyzes transfer 2-keto-3-deoxy-D-manno-octulosonic acid to lipid A	11.0
	RefSeq_complete_nr_v62_dec2013		3-deoxy-D-manno-octulosonic acid transferase [Stenotrophomonas maltophilia]	5.0
	seed-2014-01-30	2.4.99.12	Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12) [often 2.4.99.13) also] [Xanthomonas sacchari NCPPB 4393]	24.0
	KEGG_pep_2013		waaA 3-deoxy-D-manno-octulosonic-acid transferase K02527 transferase [EC:2.-.-.-]	5.0

below_euphotic_200m_281_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/196155743 	1.0
	RefSeq_complete_nr_v62_dec2013		membrane protein [Cycloclasticus pugetii]	3.0
	seed-2014-01-30		 [Alteromonas macleodii str. 'English Channel 673']	6.0

below_euphotic_200m_41_1				
	EggNog_v3_2013_08_07	1.1.1.53	fabG3 http://www.ncbi.nlm.nih.gov/protein/31793182 20-beta-hydroxysteroid dehydrogenase Mb2025, fabG3, len: 260 aa. Equivalent to Rv2002, aa, from Mycobacterium tuberculosis strain H37Rv, (100.0% identity aa overlap). Possible dehydrogenase (EC 1.1.1.53), similar e.g. (255 aa), FASTA scores: opt: 718, E(): 2e-38, (49.8% 243 overlap), many mycobacterial proteins. Contains PS00061 Short-chain alcohol family signature. BELONGS TO THE SHORT-CHAIN DEHYDROGENASES/REDUCTASES (SDR) FAMILY.	64.0
	RefSeq_complete_nr_v62_dec2013		Short-chain dehydrogenase/reductase SDR [Thauera sp. 63]	6.0
	COG_2013-12-27		COG1028 # IQR Function: Dehydrogenases different specificities (related to short-chain alcohol dehydrogenases) Organism: Mycobacterium tuberculosis H37Rv (Mtu)	17.0
	seed-2014-01-30	1.1.1.53	3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase (EC 1.1.1.53) [Mycobacterium avium subsp. paratuberculosis CLIJ623]	20.0
	KEGG_pep_2013	1.1.1.53	short-chain dehydrogenase/reductase SDR (EC:1.1.1.53) K00038 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]	19.0

below_euphotic_200m_42_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/108758337 non-ribosomal peptide synthetase identified similarity to GB:BAC67535.1 match protein family HMM PF00501 PF00550 PF00668 PF00975 TIGR01733	16.0
	RefSeq_complete_nr_v62_dec2013		amino acid adenylation enzyme/thioester reductase family protein [Leptolyngbya sp. PCC 6406]	10.0
	COG_2013-12-27		COG1020 # Q Secondary metabolites biosynthesis, transport catabolism Function: Non-ribosomal peptide synthetase modules related proteins Organism: Nostoc sp. PCC 7120 (Nos)	21.0
	seed-2014-01-30	6.2.1.3	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) [Corallococcus coralloides DSM 2259]	18.0
	KEGG_pep_2013		non-ribosomal peptide synthetase	3.0

below_euphotic_200m_43_0				
	EggNog_v3_2013_08_07		dgoA2 http://www.ncbi.nlm.nih.gov/protein/55379612 mandelate racemase/muconate lactonizing enzyme family protein	7.0
	RefSeq_complete_nr_v62_dec2013		mandelate racemase/muconate lactonizing enzyme family protein [Halococcus saccharolyticus]	7.0
	seed-2014-01-30	4.1.2.21	2-dehydro-3-deoxyphosphogalactonate aldolase (EC 4.1.2.21) (6-phospho-2-dehydro-3-deoxygalactonate aldolase) (2- oxo-3-deoxygalactonate 6-phosphate / Galactonate dehydratase 4.2.1.6) [Haloarcula marismortui ATCC 43049]	27.0
	KEGG_pep_2013		dgoA2 mandelate racemase/muconate lactonizing enzyme family protein	6.0

below_euphotic_200m_44_0				
