ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
below_euphotic_200m_3598_0	770	1	771	below_euphotic_200m_3598	771	-		all	hypothetical protein
below_euphotic_200m_3595_0	860	1	861	below_euphotic_200m_3595	947	-		Bacteria	GBA1 GTP binding protein TypA K06207 GTP-binding
below_euphotic_200m_3594_0	425	1	426	below_euphotic_200m_3594	967	+		all	hypothetical protein
below_euphotic_200m_3594_1	524	441	965	below_euphotic_200m_3594	967	-	3.4.21.92	Bacteria	clpP2 ATP-dependent Clp protease proteolytic subunit (EC:3.4.21.-) K01358 protease,
below_euphotic_200m_3597_0	266	35	301	below_euphotic_200m_3597	490	+		all	hypothetical protein
below_euphotic_200m_3597_1	197	291	488	below_euphotic_200m_3597	490	+		all	hypothetical protein
below_euphotic_200m_3596_0	524	3	527	below_euphotic_200m_3596	845	+		Bacteria	transcription termination factor Rho K03628 Rho
below_euphotic_200m_3596_1	248	569	817	below_euphotic_200m_3596	845	+		all	
below_euphotic_200m_3591_0	719	1	720	below_euphotic_200m_3591	720	-		all	hypothetical protein
below_euphotic_200m_3590_0	272	144	416	below_euphotic_200m_3590	920	+		"Alphabacteria" Cavalier-Smith 1992	livM high-affinity branched-chain amino acid transport system permease LivM K01998 protein
below_euphotic_200m_3593_0	287	100	387	below_euphotic_200m_3593	686	+		all	hypothetical protein
below_euphotic_200m_3593_1	287	399	686	below_euphotic_200m_3593	686	+		all	LSU ribosomal protein L2P
below_euphotic_200m_3592_0	212	3	215	below_euphotic_200m_3592	741	+		all	hypothetical protein
below_euphotic_200m_3592_1	536	205	741	below_euphotic_200m_3592	741	+	3.3.1.1	Bacteria	S-adenosyl-L-homocysteine hydrolase (EC:3.3.1.1) K01251 adenosylhomocysteinase
below_euphotic_200m_2970_0	95	442	537	below_euphotic_200m_2970	538	+		all	hypothetical protein
below_euphotic_200m_2971_0	227	2	229	below_euphotic_200m_2971	921	-		all	hypothetical protein
below_euphotic_200m_2971_1	194	226	420	below_euphotic_200m_2971	921	-		all	hypothetical protein
below_euphotic_200m_2971_2	440	480	920	below_euphotic_200m_2971	921	-		all	hypothetical protein
below_euphotic_200m_2972_0	548	58	606	below_euphotic_200m_2972	980	-	2.7.7.22	Synechococcus sp. CC9605	manC mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase K00971 guanylyltransferase  K01809 mannose-6-phosphate isomerase
below_euphotic_200m_2973_0	284	307	591	below_euphotic_200m_2973	921	-	1.1.1.100	Rhizomonas	short-chain dehydrogenase, putative (EC:1.1.1.100)
below_euphotic_200m_2973_1	251	669	920	below_euphotic_200m_2973	921	+		all	hypothetical protein
below_euphotic_200m_2974_0	242	3	245	below_euphotic_200m_2974	706	-		'Burkholderiaceae'	qacE2 quaternary ammonium compound resistance protein K03297 small multidrug protein, SMR family
below_euphotic_200m_2974_1	152	552	704	below_euphotic_200m_2974	706	-		all	hypothetical protein
below_euphotic_200m_2975_0	662	137	799	below_euphotic_200m_2975	868	+		Alteromonas sp. S89	Oligoendopeptidase F
below_euphotic_200m_2976_0	662	34	696	below_euphotic_200m_2976	999	-		"Pseudomonas maltophilia" Hugh and Ryschenkow 1961	putative TonB dependent receptor protein K02014 iron complex outermembrane recepter protein
below_euphotic_200m_2977_0	791	2	793	below_euphotic_200m_2977	923	-	1.1.1.205	Proteobacteria	inosine-5'-monophosphate dehydrogenase (EC:1.1.1.205) K00088 IMP
below_euphotic_200m_2978_0	770	58	828	below_euphotic_200m_2978	971	-		all	hypothetical protein
below_euphotic_200m_2979_0	191	1	192	below_euphotic_200m_2979	955	+		Lysobacteraceae	waaA 3-deoxy-D-manno-octulosonic-acid transferase K02527 transferase
below_euphotic_200m_2979_1	575	378	953	below_euphotic_200m_2979	955	+		all	hypothetical protein
below_euphotic_200m_281_0	506	37	543	below_euphotic_200m_281	844	+		Pseudoalteromonas	
below_euphotic_200m_281_1	86	758	844	below_euphotic_200m_281	844	+		all	hypothetical protein
below_euphotic_200m_3371_0	644	84	728	below_euphotic_200m_3371	940	-		all	hypothetical protein
below_euphotic_200m_41_0	113	3	116	below_euphotic_200m_41	810	-		all	hypothetical protein
below_euphotic_200m_41_1	470	315	785	below_euphotic_200m_41	810	+	1.1.1.53	Bacteria	short-chain dehydrogenase/reductase SDR (EC:1.1.1.53) K00038 3alpha(or 20beta)-hydroxysteroid dehydrogenase
below_euphotic_200m_42_0	740	1	741	below_euphotic_200m_42	785	-		Corallococcus coralloides ATCC 25202	non-ribosomal peptide synthetase
below_euphotic_200m_43_0	245	3	248	below_euphotic_200m_43	767	+		"Haloarchaeaceae" DasSarma and DasSarma 2008	dgoA2 mandelate racemase/muconate lactonizing enzyme family protein
below_euphotic_200m_43_1	320	447	767	below_euphotic_200m_43	767	+		all	hypothetical protein
below_euphotic_200m_44_0	644	15	659	below_euphotic_200m_44	790	+	1.4.4.2	Bacteria	glycine dehydrogenase (EC:1.4.4.2) K00281
below_euphotic_200m_45_0	398	2	400	below_euphotic_200m_45	751	+		all	hypothetical protein
below_euphotic_200m_45_1	224	527	751	below_euphotic_200m_45	751	+		all	hypothetical protein
below_euphotic_200m_46_0	791	3	794	below_euphotic_200m_46	796	+	6.3.2.26	Cyanobacteria	non-ribosomal peptide synthase (EC:6.3.2.26 2.3.1.38)
below_euphotic_200m_47_0	803	2	805	below_euphotic_200m_47	805	+		all	hypothetical protein
below_euphotic_200m_48_0	389	2	391	below_euphotic_200m_48	789	-	4.2.3.1	Bacteria	thrC1 threonine synthase (EC:4.2.3.1) K01733
below_euphotic_200m_48_1	218	431	649	below_euphotic_200m_48	789	-		all	hypothetical protein
below_euphotic_200m_49_0	185	3	188	below_euphotic_200m_49	830	-		all	hypothetical protein
below_euphotic_200m_49_1	464	257	721	below_euphotic_200m_49	830	-		all	hypothetical protein
below_euphotic_200m_49_2	137	693	830	below_euphotic_200m_49	830	-		all	hypothetical protein
below_euphotic_200m_286_0	443	2	445	below_euphotic_200m_286	811	-		all	hypothetical protein
below_euphotic_200m_285_0	824	2	826	below_euphotic_200m_285	827	-		Chthoniobacter flavus Ellin428	pyrrolo-quinoline quinone repeat-containing protein
below_euphotic_200m_284_0	488	1	489	below_euphotic_200m_284	823	-		ATCC BAA-314	arthrofactin synthetase/syringopeptin synthetase C-related non-ribosomal peptide module
below_euphotic_200m_1748_0	347	76	423	below_euphotic_200m_1748	887	-		all	hypothetical protein
below_euphotic_200m_1749_0	626	1	627	below_euphotic_200m_1749	897	-		Candidatus Pelagibacter sp. IMCC9063	SSU ribosomal protein S3p (S3e) K02982 small subunit S3
below_euphotic_200m_1749_1	143	611	754	below_euphotic_200m_1749	897	-		all	hypothetical protein
below_euphotic_200m_1749_2	149	738	887	below_euphotic_200m_1749	897	-		all	hypothetical protein
below_euphotic_200m_1746_0	650	7	657	below_euphotic_200m_1746	988	-	6.3.5.3	Candidatus Pelagibacter sp. IMCC9063	purL phosphoribosylformylglycinamidine synthase II (FGAM II) (EC:6.3.5.3) K01952
below_euphotic_200m_1747_0	626	194	820	below_euphotic_200m_1747	820	-		all	hypothetical protein
below_euphotic_200m_1056_0	161	1	162	below_euphotic_200m_1056	457	-		all	hypothetical protein
below_euphotic_200m_1056_1	287	170	457	below_euphotic_200m_1056	457	-		all	hypothetical protein
below_euphotic_200m_1057_0	746	3	749	below_euphotic_200m_1057	828	+		all	hypothetical protein
below_euphotic_200m_1054_0	584	3	587	below_euphotic_200m_1054	827	+		"Dehalococcoidetes" Hugenholtz and Stackebrandt 2004	permease protein, putative
below_euphotic_200m_1054_1	233	594	827	below_euphotic_200m_1054	827	-	1.1.1.26	Bacteria	glyoxylate reductase (EC:1.1.1.26) K00015
below_euphotic_200m_1055_0	311	3	314	below_euphotic_200m_1055	799	+		Bacteria	D-tyrosyl-tRNA(Tyr) deacylase K07560 deacylase
below_euphotic_200m_1055_1	326	315	641	below_euphotic_200m_1055	799	-		all	hypothetical protein
below_euphotic_200m_1052_0	254	1	255	below_euphotic_200m_1052	807	+		Desulfatibacillum alkenivorans AK-01	transglutaminase domain protein
below_euphotic_200m_1052_1	263	388	651	below_euphotic_200m_1052	807	+		all	hypothetical protein
below_euphotic_200m_1053_0	170	1	171	below_euphotic_200m_1053	815	-		all	hypothetical protein
below_euphotic_200m_1053_1	206	387	593	below_euphotic_200m_1053	815	-	2.7.7.6	"Euryarchaeota" Woese et al. 1990	DNA-directed RNA polymerase subunit (EC:2.7.7.6) K03007 polymerases I, II, III RPABC5
below_euphotic_200m_1050_0	287	1	288	below_euphotic_200m_1050	457	+		all	hypothetical protein
below_euphotic_200m_1050_1	161	296	457	below_euphotic_200m_1050	457	+		all	hypothetical protein
below_euphotic_200m_1051_0	779	17	796	below_euphotic_200m_1051	796	-		all	hypothetical protein
below_euphotic_200m_1058_0	800	3	803	below_euphotic_200m_1058	824	+	6.1.1.18	Bacteria	glutamine-rich 1 K01886 glutaminyl-tRNA synthetase
below_euphotic_200m_1059_0	569	1	570	below_euphotic_200m_1059	868	-		Planctomyces maris DSM 8797	
below_euphotic_200m_1238_0	689	114	803	below_euphotic_200m_1238	804	+		all	hypothetical protein
below_euphotic_200m_1239_0	221	3	224	below_euphotic_200m_1239	874	+		all	hypothetical protein
below_euphotic_200m_1239_1	305	378	683	below_euphotic_200m_1239	874	-		all	hypothetical protein
below_euphotic_200m_1232_0	65	2	67	below_euphotic_200m_1232	805	-		all	hypothetical protein
below_euphotic_200m_1232_1	737	67	804	below_euphotic_200m_1232	805	-		"Euryarchaeota" Woese et al. 1990	ftsZ-2 cell division protein FtsZ homolog K03531
below_euphotic_200m_1233_0	122	1	123	below_euphotic_200m_1233	828	-		all	hypothetical protein
below_euphotic_200m_1233_1	557	124	681	below_euphotic_200m_1233	828	+	1.2.99.2	Bacteria	molybdopterin dehydrogenase FAD-binding K03519 carbon-monoxide medium subunit
below_euphotic_200m_1233_2	95	731	826	below_euphotic_200m_1233	828	+		all	hypothetical protein
below_euphotic_200m_1230_0	614	1	615	below_euphotic_200m_1230	792	-		all	
below_euphotic_200m_1231_0	611	4	615	below_euphotic_200m_1231	822	-	4.1.2.21	Proteobacteria	mandelate racemase/muconate lactonizing protein (EC:4.1.2.21) K01631 2-dehydro-3-deoxyphosphogalactonate aldolase
below_euphotic_200m_1236_0	389	1	390	below_euphotic_200m_1236	823	-		all	hypothetical protein
below_euphotic_200m_1236_1	428	395	823	below_euphotic_200m_1236	823	-	6.4.1.4	Proteobacteria	Mccc2, 4930552N12Rik, MCCB methylcrotonoyl-Coenzyme A carboxylase 2 (beta) (EC:6.4.1.4) K01969 3-methylcrotonyl-CoA beta subunit
below_euphotic_200m_1237_0	659	155	814	below_euphotic_200m_1237	929	-		all	
below_euphotic_200m_1234_0	470	3	473	below_euphotic_200m_1234	815	-		all	hypothetical protein
below_euphotic_200m_1235_0	422	1	423	below_euphotic_200m_1235	812	-		all	hypothetical protein
below_euphotic_200m_1235_1	266	545	811	below_euphotic_200m_1235	812	-		all	hypothetical protein
below_euphotic_200m_4194_0	356	3	359	below_euphotic_200m_4194	978	+		all	hypothetical protein
below_euphotic_200m_4195_0	380	9	389	below_euphotic_200m_4195	995	-		all	hypothetical protein
below_euphotic_200m_4196_0	377	2	379	below_euphotic_200m_4196	988	+	6.1.1.9	CCMP 1375	valS valyl-tRNA synthetase (EC:6.1.1.9) K01873
below_euphotic_200m_4196_1	515	382	897	below_euphotic_200m_4196	988	+		CCMP 1375	DedA family protein, putative
below_euphotic_200m_1341_0	428	313	741	below_euphotic_200m_1341	922	+	6.3.4.13	"Dehalococcoides ethenogenes" Maymo-Gatell et al. 1997	purine nucleotide biosynthesis-related protein, putative K11788 phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase
below_euphotic_200m_1346_0	623	314	937	below_euphotic_200m_1346	938	+		all	hypothetical protein
below_euphotic_200m_1344_0	716	255	971	below_euphotic_200m_1344	972	-		all	hypothetical protein
below_euphotic_200m_1345_0	275	2	277	below_euphotic_200m_1345	866	+		all	hypothetical protein
below_euphotic_200m_1345_1	446	308	754	below_euphotic_200m_1345	866	+		all	hypothetical protein
below_euphotic_200m_1345_2	149	717	866	below_euphotic_200m_1345	866	+		all	hypothetical protein
below_euphotic_200m_4468_0	179	1	180	below_euphotic_200m_4468	953	+		all	hypothetical protein
below_euphotic_200m_4468_1	281	607	888	below_euphotic_200m_4468	953	-		all	hypothetical protein
below_euphotic_200m_4469_0	434	3	437	below_euphotic_200m_4469	439	-		all	hypothetical protein
below_euphotic_200m_1999_0	497	430	927	below_euphotic_200m_1999	996	+		all	exported
below_euphotic_200m_4460_0	779	3	782	below_euphotic_200m_4460	782	-		Bacteria	glutamyl peptidase
below_euphotic_200m_4461_0	347	130	477	below_euphotic_200m_4461	947	+		all	hypothetical protein
below_euphotic_200m_4462_0	143	3	146	below_euphotic_200m_4462	995	-		all	hypothetical protein
below_euphotic_200m_4462_1	311	576	887	below_euphotic_200m_4462	995	+		all	hypothetical protein
below_euphotic_200m_4462_2	80	915	995	below_euphotic_200m_4462	995	+		all	hypothetical protein
below_euphotic_200m_1998_0	185	1	186	below_euphotic_200m_1998	607	-		all	hypothetical protein
below_euphotic_200m_1998_1	386	208	594	below_euphotic_200m_1998	607	-		Bacteria	recJ single-stranded-DNA-specific exonuclease RecJ K07462
below_euphotic_200m_4464_0	926	2	928	below_euphotic_200m_4464	960	+	6.1.1.10	"Frankiella" Maire and Tison 1909	metG methionyl-tRNA synthetase (EC:6.1.1.10) K01874
below_euphotic_200m_4465_0	476	3	479	below_euphotic_200m_4465	914	-		all	hypothetical protein
below_euphotic_200m_4465_1	227	687	914	below_euphotic_200m_4465	914	+		all	hypothetical protein
below_euphotic_200m_4466_0	254	282	536	below_euphotic_200m_4466	962	+		all	hypothetical protein
below_euphotic_200m_4466_1	176	784	960	below_euphotic_200m_4466	962	-		all	hypothetical protein
below_euphotic_200m_4467_0	380	1	381	below_euphotic_200m_4467	1005	-		all	hypothetical protein
below_euphotic_200m_4467_1	611	394	1005	below_euphotic_200m_4467	1005	+		all	hypothetical protein
below_euphotic_200m_1997_0	467	85	552	below_euphotic_200m_1997	626	+		all	
below_euphotic_200m_1997_1	77	549	626	below_euphotic_200m_1997	626	+		all	hypothetical protein
below_euphotic_200m_1996_0	389	77	466	below_euphotic_200m_1996	1040	+		all	hypothetical protein
below_euphotic_200m_1996_1	533	506	1039	below_euphotic_200m_1996	1040	+	6.3.4.13	Bacteria	bifunctional purine biosynthetic protein (phosphoribosylamine-glycine ligase/phosphoribosylformylglycinamidine cyclo-ligase), putative (EC:6.3.4.13) K11788 phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase
below_euphotic_200m_7049_0	509	145	654	below_euphotic_200m_7049	921	+	3.5.2.10	"Planctomycetaceae" Schlesner and Stackebrandt 1987 emend. Ward 2011	Creatinine amidohydrolase (EC 3.5.2.10)
below_euphotic_200m_7049_1	257	664	921	below_euphotic_200m_7049	921	+		all	hypothetical protein
below_euphotic_200m_7048_0	395	2	397	below_euphotic_200m_7048	738	+		all	
below_euphotic_200m_7048_1	344	394	738	below_euphotic_200m_7048	738	+		Proteobacteria	glycosyl transferase family 2
below_euphotic_200m_7047_0	902	2	904	below_euphotic_200m_7047	905	+	2.3.2.2	Bacteria	gamma-glutamyltransferase (EC:2.3.2.2) K00681 gamma-glutamyltranspeptidase
below_euphotic_200m_7046_0	758	3	761	below_euphotic_200m_7046	869	+	2.7.2.3	"Euryarchaeota" Woese et al. 1990	pgk phosphoglycerate kinase (EC:2.7.2.3) K00927
below_euphotic_200m_7045_0	419	7	426	below_euphotic_200m_7045	851	+		all	hypothetical protein
below_euphotic_200m_7045_1	116	734	850	below_euphotic_200m_7045	851	+		all	hypothetical protein
below_euphotic_200m_7044_0	914	1	915	below_euphotic_200m_7044	917	+		Bacillus/Clostridium group	translation elongation factor G, putative K02355 G
below_euphotic_200m_7043_0	449	2	451	below_euphotic_200m_7043	754	+	3.5.4.4	Myxobacteria	add adenosine deaminase (EC:3.5.4.4) K01488
below_euphotic_200m_7043_1	209	543	752	below_euphotic_200m_7043	754	-	6.3.1.2	Bacteria	Cbr-gln-3 C. briggsae CBR-GLN-3 protein K01915 glutamine synthetase
below_euphotic_200m_7042_0	380	1	381	below_euphotic_200m_7042	917	+		all	hypothetical protein
below_euphotic_200m_7042_1	200	689	889	below_euphotic_200m_7042	917	+		all	hypothetical protein
below_euphotic_200m_7041_0	575	3	578	below_euphotic_200m_7041	955	-		all	
below_euphotic_200m_7041_1	137	586	723	below_euphotic_200m_7041	955	-		all	hypothetical protein
below_euphotic_200m_7040_0	368	2	370	below_euphotic_200m_7040	852	+	3.5.4.4	Myxobacteria	add adenosine deaminase (EC:3.5.4.4) K01488
below_euphotic_200m_7040_1	389	461	850	below_euphotic_200m_7040	852	-	6.3.1.2	all	Os04g0659100 K01915 glutamine synthetase
below_euphotic_200m_6310_0	644	1	645	below_euphotic_200m_6310	886	+		all	hypothetical protein
below_euphotic_200m_6310_1	242	642	884	below_euphotic_200m_6310	886	+		all	hypothetical protein
below_euphotic_200m_6311_0	605	2	607	below_euphotic_200m_6311	1012	-		'Rhodobacteraceae'	bile acid:sodium symporter
below_euphotic_200m_6311_1	362	650	1012	below_euphotic_200m_6311	1012	-	2.3.3.13	Myxobacteria	2-isopropylmalate synthase/homocitrate synthase family protein K01649
below_euphotic_200m_6312_0	569	45	614	below_euphotic_200m_6312	862	-	3.4.11.9	Proteobacteria	peptidase M24 K01262 Xaa-Pro aminopeptidase
below_euphotic_200m_6313_0	596	2	598	below_euphotic_200m_6313	913	+		all	hypothetical protein
below_euphotic_200m_6314_0	929	11	940	below_euphotic_200m_6314	1056	-		all	hypothetical protein
below_euphotic_200m_6315_0	263	2	265	below_euphotic_200m_6315	665	+		Bacillales	amidohydrolase 3 K07047
below_euphotic_200m_6315_1	221	442	663	below_euphotic_200m_6315	665	+		all	hypothetical protein
below_euphotic_200m_6316_0	659	2	661	below_euphotic_200m_6316	742	+	4.2.1.17	Bacteria	enoyl-CoA hydratase/isomerase family protein K01692 hydratase
below_euphotic_200m_6317_0	263	3	266	below_euphotic_200m_6317	1021	-		"Frankiella" Maire and Tison 1909	
below_euphotic_200m_6317_1	704	307	1011	below_euphotic_200m_6317	1021	-		all	hypothetical protein
below_euphotic_200m_6318_0	824	180	1004	below_euphotic_200m_6318	1014	+		Chloroflexi	luciferase family protein
below_euphotic_200m_6319_0	638	1	639	below_euphotic_200m_6319	964	+		all	hypothetical protein
below_euphotic_200m_6319_1	362	602	964	below_euphotic_200m_6319	964	-		all	hypothetical protein
below_euphotic_200m_3168_0	470	1	471	below_euphotic_200m_3168	965	-		all	hypothetical protein
below_euphotic_200m_3169_0	215	7	222	below_euphotic_200m_3169	597	+		all	hypothetical protein
below_euphotic_200m_3164_0	212	3	215	below_euphotic_200m_3164	969	-	6.3.1.5	Candidatus Pelagibacter sp. IMCC9063	NAD synthetase (EC:6.3.1.5) K01916 NAD+ synthase
below_euphotic_200m_3164_1	638	267	905	below_euphotic_200m_3164	969	-	2.5.1.54	Candidatus Pelagibacter sp. IMCC9063	DHS1 DHS1 (3-DEOXY-D-ARABINO-HEPTULOSONATE 7-PHOSPHATE SYNTHASE 1) 3-deoxy-7-phosphoheptulonate synthase (EC:2.5.1.54) K01626
below_euphotic_200m_3165_0	170	3	173	below_euphotic_200m_3165	974	+		all	hypothetical protein
below_euphotic_200m_3165_1	164	308	472	below_euphotic_200m_3165	974	+		all	hypothetical protein
below_euphotic_200m_3166_0	89	923	1012	below_euphotic_200m_3166	1079	-		all	hypothetical protein
below_euphotic_200m_3167_0	506	10	516	below_euphotic_200m_3167	709	-	2.4.2.7	Candidatus Pelagibacter sp. IMCC9063	apt adenine phosphoribosyltransferase (EC:2.4.2.7) K00759
below_euphotic_200m_3167_1	146	562	708	below_euphotic_200m_3167	709	+		all	hypothetical protein
below_euphotic_200m_3160_0	173	2	175	below_euphotic_200m_3160	848	-		all	hypothetical protein
below_euphotic_200m_3160_1	371	147	518	below_euphotic_200m_3160	848	-		all	hypothetical protein
below_euphotic_200m_3161_0	239	93	332	below_euphotic_200m_3161	943	+		all	hypothetical protein
below_euphotic_200m_3161_1	434	402	836	below_euphotic_200m_3161	943	+		all	hypothetical protein
below_euphotic_200m_3162_0	272	3	275	below_euphotic_200m_3162	1049	+		all	hypothetical protein
below_euphotic_200m_3163_0	299	2	301	below_euphotic_200m_3163	1026	-		all	hypothetical protein
below_euphotic_200m_863_0	299	13	312	below_euphotic_200m_863	841	-		all	hypothetical protein
below_euphotic_200m_863_1	326	364	690	below_euphotic_200m_863	841	-		all	hypothetical protein
below_euphotic_200m_862_0	572	121	693	below_euphotic_200m_862	867	+		all	hypothetical protein
