orf_id	CAZy_2013-07-13(EC) 	CAZy_2013-07-13(product)	CAZy_2013-07-13(value)	EggNog_v3_2013_08_07(EC) 	EggNog_v3_2013_08_07(product)	EggNog_v3_2013_08_07(value)	RefSeq_complete_nr_v62_dec2013(EC) 	RefSeq_complete_nr_v62_dec2013(product)	RefSeq_complete_nr_v62_dec2013(value)	COG_2013-12-27(EC) 	COG_2013-12-27(product)	COG_2013-12-27(value)	seed-2014-01-30(EC) 	seed-2014-01-30(product)	seed-2014-01-30(value)	metacyc-v5-2011-10-21(EC) 	metacyc-v5-2011-10-21(product)	metacyc-v5-2011-10-21(value)	KEGG_pep_2013(EC) 	KEGG_pep_2013(product)	KEGG_pep_2013(value)
chlorophyllmax_130m_1839_0					GKP08 http://www.ncbi.nlm.nih.gov/protein/56410445 type IIs modification methyltransferase	6.0		putative type IIs modification methyltransferase [Geobacillus stearothermophilus]	7.0				2.1.1.72	DNA adenine methylase (EC 2.1.1.72) [Rhodoferax ferrireducens DSM 15236]	19.0				2.1.1.72	type IIs modification methyltransferase K06223 DNA adenine methylase [EC:2.1.1.72]	19.0
chlorophyllmax_130m_4824_0								 [alpha proteobacterium SCGC AB-629-F11]	4.0												
chlorophyllmax_130m_4824_1								Integral membrane protein DUF6 [Candidatus Pelagibacter sp. HTCC7211]	7.0					Permease drug/metabolite transporter superfamily protein [SAR324 cluster bacterium SCGC AAA001-C10]	9.0						
chlorophyllmax_130m_4829_0								GTP-binding proten HflX [Verrucomicrobiae bacterium DG1235]	6.0					GTP-binding protein HflX [Verrucomicrobiae bacterium DG1235]	5.0						
chlorophyllmax_130m_3604_0					cbiA http://www.ncbi.nlm.nih.gov/protein/33863375 putative cobyrinic acid a,c-diamide synthase BELONGS TO THE SIRTUIN FAMILY Citation: Tsang Escalente-Semerena (1996) J. Bacteriol. 178:7016-7019	19.0		cobyrinic acid a,c-diamide synthase [Synechococcus sp. WH 8102]	8.0					Cobyrinic acid A,C-diamide synthase [Prochlorococcus marinus subsp. str. CCMP1375]	9.0	6.3.5.9	Putative Cobyrinic acid a,c-diamide synthase OS Prochlorococcus marinus (strain MIT 9303) GN cobB PE 4 SV 1 # UNIPROT A2C879 R341-RXN 6.3.5.9	32.0	6.3.5.9	cobB cobyrinic acid a,c-diamide synthase (EC:6.3.5.9) K02224 [EC:6.3.5.9 6.3.1.-]	19.0
chlorophyllmax_130m_3607_0					RL0582 http://www.ncbi.nlm.nih.gov/protein/116250353 putative ATP-dependent helicase similarity:fasta (EMBL:ECD809) Escherichia coli. lhr Probable helicase lhr (EC 3.6.1.-) (Large helicase- related protein). length 1538 id 27.152 906 aa overlap query 5-825 subject 4-888 UniProt:Q92S82 (EMBL:SME591784) Rhizobium meliloti (Sinorhizobium meliloti). PUTATIVE ATP-DEPENDENT HELICASE PROTEIN 3.6.1.-). 849 82.718 839 1-835 4-842	44.0		DEAD/DEAH box helicase domain-containing protein, partial [Acidiphilium sp. PM]	9.0		COG1201 # R General function prediction only Function: Lhr-like helicases Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	17.0		FIG003033: Helicase domain protein [Bradyrhizobium japonicum USDA 6]	7.0					lhr ATP-dependent RNA/DNA helicase protein (EC:3.6.1.-) K03724 Lhr Lhr-like [EC:3.6.4.-]	9.0
chlorophyllmax_130m_4411_0								putative fatty-acid--CoA ligase [Ilumatobacter coccineus]	5.0				6.2.1.3	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) [Mycobacterium rhodesiae NBB3]	17.0						
chlorophyllmax_130m_2518_0					PREDICTED:  [Strongylocentrotus purpuratus].	3.0															
chlorophyllmax_130m_2517_0					BRADO4115 http://www.ncbi.nlm.nih.gov/protein/146341044 putative haloacid dehalogenase-like hydrolase Evidence 3 : Function proposed based presence conserved amino acid motif, structural feature or limited homology Product type pe enzyme	25.0		putative Haloacid dehalogenase-like hydrolase [Bradyrhizobium oligotrophicum]	6.0					probable haloacid dehalogenase-like hydrolase STY3852 [Bradyrhizobium japonicum USDA 110]	9.0					putative haloacid dehalogenase-like hydrolase K07025 hydrolase HAD superfamily	7.0
chlorophyllmax_130m_5528_0					http://www.ncbi.nlm.nih.gov/protein/114797596 glutathione peroxidase family protein identified similarity to SP:P40581 match protein HMM PF00255	11.0		phospholipid hydroperoxide glutathione peroxidase [Magnetospirillum sp. SO-1]	7.0				1.11.1.9	Glutathione peroxidase (EC 1.11.1.9) [Acetobacter pasteurianus NBRC 101655]	18.0				1.11.1.9	glutathione peroxidase, putative (EC:1.11.1.9) K00432 peroxidase [EC:1.11.1.9]	17.0
chlorophyllmax_130m_5526_0					http://www.ncbi.nlm.nih.gov/protein/99082495 aldehyde dehydrogenase PFAM: dehydrogenase: (5e-136) KEGG: sil:SPO0235 dehydrogenase family protein, ev 0.0, 84% identity	14.0		betaine aldehyde dehydrogenase BetB [Desulfotignum phosphitoxidans]	6.0		COG1012 # C Energy production conversion Function: NAD-dependent aldehyde dehydrogenases Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	17.0	1.2.1.22	Aldehyde dehydrogenase B (EC 1.2.1.22) [Myroides injenensis M09-0166]	18.0	1.2.1.8	Alpha-aminoadipic semialdehyde dehydrogenase OS Rattus norvegicus GN Aldh7a1 PE 1 SV 2 # UNIPROT Q64057 BADH-RXN 1.2.1.8	27.0	1.2.1.3	aldehyde dehydrogenase, putative (EC:1.2.1.3) K14085 dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]	23.0
chlorophyllmax_130m_5520_0								, partial [SAR324 cluster bacterium JCVI-SC AAA005]	7.0					Flagellar hook-length control protein FliK [SAR324 cluster bacterium JCVI-SC AAA005]	9.0						
chlorophyllmax_130m_4218_0					ahcY http://www.ncbi.nlm.nih.gov/protein/28872181 adenosylhomocysteinase identified match to PFAM protein family HMM PF00670	10.0		adenosylhomocysteinase [Acinetobacter sp. NIPH 298]	5.0		COG0499 # H Coenzyme transport metabolism Function: S-adenosylhomocysteine hydrolase Organism: Mycobacterium tuberculosis H37Rv (Mtu)	14.0	3.3.1.1	Adenosylhomocysteinase (EC 3.3.1.1) [Pseudomonas syringae pv. actinidiae str. NCPPB 3739]	20.0	3.3.1.1	Adenosylhomocysteinase OS Pseudomonas putida (strain F1 / ATCC 700007) GN ahcY PE 3 SV 1 # UNIPROT A5WA09 ADENOSYLHOMOCYSTEINASE-RXN 3.3.1.1	30.0	3.3.1.1	similar to Adenosylhomocysteinase (AdoHcyase) (S-adenosyl-L-homocysteine hydrolase) (Protein dumpy-14) K01251 adenosylhomocysteinase [EC:3.3.1.1]	21.0
chlorophyllmax_130m_4218_1					ahcY http://www.ncbi.nlm.nih.gov/protein/152983810 S-adenosyl-L-homocysteine hydrolase catalyzes formation L-homocysteine from	8.0		adenosylhomocysteinase [SAR86 cluster bacterium SAR86E]	5.0		COG0499 # H Coenzyme transport metabolism Function: S-adenosylhomocysteine hydrolase Organism: Brucella melitensis (Bme)	13.0	3.3.1.1	Adenosylhomocysteinase (EC 3.3.1.1) [Pseudomonas aeruginosa 19BR]	16.0	3.3.1.1	Adenosylhomocysteinase OS Pseudomonas putida (strain F1 / ATCC 700007) GN ahcY PE 3 SV 1 # UNIPROT A5WA09 ADENOSYLHOMOCYSTEINASE-RXN 3.3.1.1	30.0	3.3.1.1	similar to S-adenosylhomocysteine hydrolase K01251 adenosylhomocysteinase [EC:3.3.1.1]	17.0
chlorophyllmax_130m_4218_2					ahcY http://www.ncbi.nlm.nih.gov/protein/28872181 adenosylhomocysteinase identified match to PFAM protein family HMM PF00670	10.0		S-adenosyl-L-homocysteine hydrolase [Pseudomonas sp. M1]	5.0		COG0499 # H Coenzyme transport metabolism Function: S-adenosylhomocysteine hydrolase Organism: Pseudomonas aeruginosa (Pae)	13.0	3.3.1.1	Adenosylhomocysteinase (EC 3.3.1.1) [Pseudomonas mendocina NK-01]	16.0	3.3.1.1	Adenosylhomocysteinase OS Pseudomonas putida (strain F1 / ATCC 700007) GN ahcY PE 3 SV 1 # UNIPROT A5WA09 ADENOSYLHOMOCYSTEINASE-RXN 3.3.1.1	30.0	3.3.1.1	ahcY S-adenosyl-L-homocysteine hydrolase (EC:3.3.1.1) K01251 adenosylhomocysteinase [EC:3.3.1.1]	17.0
chlorophyllmax_130m_4217_0					http://www.ncbi.nlm.nih.gov/protein/196158679 Glucosamine-fructose-6-phosphate aminotransferase COG0449, GlmS, Glucosamine 6-phosphate synthetase, contains amidotransferase phosphosugar isomerase domains [Cell envelope biogenesis, outer membrane]	18.0		glucosamine--fructose-6-phosphate aminotransferase [Glaciecola agarilytica]	4.0		COG0449 # M Cell wall/membrane/envelope biogenesis Function: Glucosamine 6-phosphate synthetase, contains amidotransferase phosphosugar isomerase domains Organism: Escherichia coli O157:H7 (Ecs)	20.0	2.6.1.16	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) [Alteromonas macleodii str. 'English Channel 673']	21.0	2.6.1.16	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] OS Wigglesworthia glossinidia brevipalpis GN glmS PE 3 SV # UNIPROT Q8D3J0 L-GLN-FRUCT-6-P-AMINOTRANS-RXN 2.6.1.16	27.0	2.6.1.16	glutamine--fructose-6-phosphate transaminase (EC:2.6.1.16) K00820 glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]	18.0
chlorophyllmax_130m_4215_0					http://www.ncbi.nlm.nih.gov/protein/99078144  PFAM: protein unknown function DUF1611: (1.9e-125) KEGG: sil:SPO3607 protein, ev 1e-158, 81% identity	13.0		 [Nitratireductor indicus]	2.0		COG3367 # S Function unknown Function: Uncharacterized conserved protein Organism: Sinorhizobium meliloti (Sme)	11.0		Protein often near L-alanine-DL-glutamate epimerase (cell wall recycling) [Phaeobacter gallaeciensis ANG1]	11.0					EBNA-1 nuclear protein	2.0
chlorophyllmax_130m_4212_0					http://www.ncbi.nlm.nih.gov/protein/120553554 EmrB/QacA family drug resistance transporter TIGRFAM: transporter, subfamily PFAM: major facilitator superfamily KEGG:	14.0		multidrug MFS transporter [Polymorphum gilvum]	5.0					Multidrug resistance protein B [Marinobacter hydrocarbonoclasticus aquaeolei VT8]	7.0					EmrB/QacA family drug resistance transporter	5.0
chlorophyllmax_130m_5290_0								 [SAR324 cluster bacterium SCGC AAA240-J09]	5.0				6.3.2.3	Glutathione synthetase (EC 6.3.2.3) [SAR324 cluster bacterium SCGC AAA240-J09]	19.0						
chlorophyllmax_130m_5298_0								 [Zavarzinella formosa]	2.0					 [Zavarzinella formosa DSM 19928]	4.0						
chlorophyllmax_130m_5298_1					http://www.ncbi.nlm.nih.gov/protein/157375709  KEGG: protein	2.0		 [Hydrogenophaga sp. PBC]	3.0					 [Hydrogenophaga sp. PBC]	3.0			
chlorophyllmax_130m_961_0								acyl-CoA thioesterase [Labrenzia sp. C1B10]	5.0					Acyl-CoA thioesterase II (EC 3.1.2.-) [Labrenzia alexandrii DFL-11]	8.0						
chlorophyllmax_130m_960_0					fadF http://www.ncbi.nlm.nih.gov/protein/16080771 putative iron-sulphur-binding reductase Evidence 3: Function proposed based presence conserved amino acid motif, structural feature or limited homology PubMedId: 17189250 Product type pe : enzyme	26.0		protein unknown function DUF224 cysteine-rich region domain [Fibrisoma limi]	8.0		COG0247 # C Energy production conversion Function: Fe-S oxidoreductase Organism: Mycobacterium tuberculosis H37Rv (Mtu)	14.0		Fe-S oxidoreductase [Brevibacillus laterosporus LMG 15441]	6.0					protein unknown function DUF224 cysteine-rich region domain	6.0
chlorophyllmax_130m_967_1					JGI72628 JGI:JGI72628 http://genome.jgi-psf.org/cgi-bin/dispGeneModel?db Brafl1&id 72628 annotation not available	8.0		CoA transferase [Geobacillus sp. G11MC16]	5.0				2.8.3.16	L-carnitine dehydratase/bile acid-inducible protein F (EC 2.8.3.16) [Simiduia agarivorans SA1 DSM 21679]	21.0					formyl-coenzyme A transferase, putative	4.0
chlorophyllmax_130m_966_0					http://www.ncbi.nlm.nih.gov/protein/124025101 HEAT repeat-containing protein COG1413 FOG: repeat [Energy production conversion]	9.0		PBS lyase [Prochlorococcus marinus]	4.0					Bilin biosynthesis protein MpeU [Prochlorococcus marinus str. NATL2A]	7.0					heat repeat-containing PBS lyase K05384 bilin biosynthesis protein	7.0
chlorophyllmax_130m_966_1					mpeX http://www.ncbi.nlm.nih.gov/protein/33239792 bilin biosynthesis protein PBS lyase MpeV/SpeZ subunit HEAT-repeats	9.0		HEAT repeat-containing protein [Microcoleus sp. PCC 7113]	6.0					Bilin biosynthesis protein MpeU [Prochlorococcus marinus subsp. str. CCMP1375]	8.0					mpeX bilin biosynthesis protein PBS lyase MpeV/SpeZ subunit K05384	8.0
chlorophyllmax_130m_787_1								radical SAM protein, partial [candidate division OP8 bacterium SCGC AAA252-A02]	10.0												
chlorophyllmax_130m_780_0								phosphoglyceromutase, partial [SAR324 cluster bacterium JCVI-SC AAA005]	7.0				5.4.2.1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1) [Mariprofundus ferrooxydans PV-1]	18.0						
chlorophyllmax_130m_782_0					http://www.ncbi.nlm.nih.gov/protein/99079961 ABC transporter related PFAM: related: (8.6e-31) SMART: ATPase: (9.6e-09) KEGG: sil:SPO3290 branched-chain amino acid transporter, ATP-binding protein, ev 1e-140, 89% identity	22.0		branched-chain amino acid ABC transporter ATP-binding protein [Oceaniovalibus guishaninsula]	8.0		COG0410 # E Amino acid transport metabolism Function: ABC-type branched-chain amino systems, ATPase component Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	21.0		Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1) [Tetrathiobacter kashmirensis WT001]	11.0					livF1 ABC branched amino acid transporter family, ATPase K01996 branched-chain transport system ATP-binding protein	13.0
chlorophyllmax_130m_3846_1								, partial [Verrucomicrobia bacterium SCGC AAA164-M04]	6.0					-putative related to sulfatases [Verrucomicrobia bacterium SCGC AAA164-L15]	8.0						
chlorophyllmax_130m_3845_0								 [actinobacterium SCGC AAA015-M09]	3.0												
chlorophyllmax_130m_3845_1								 [actinobacterium SCGC AAA015-M09]	3.0												
chlorophyllmax_130m_3843_0					AcoB2 http://www.ncbi.nlm.nih.gov/protein/20807176 thiamine pyrophosphate-dependent dehydrogenase, E1 component beta subunit Best Blastp hit gi|13814759|gb|AAK41749.1| '(AE006767) Pyruvate subunit (lipoamide). (pdhB-2) [Sulfolobus solfataricus]', score 400, E-value 1.00E-110	23.0		TPP-dependent acetoin dehydrogenase complex, E1 protein subunit beta [Streptococcus oralis]	9.0		COG0022 # C Energy production conversion Function: Pyruvate/2-oxoglutarate dehydrogenase complex, (E1) component, eukaryotic type, beta subunit Organism: Streptococcus pneumoniae TIGR4 (Spn)	21.0	1.2.4.4	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4) [Bacillus sp. JC63]	23.0	1.2.4.1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS Schizosaccharomyces pombe (strain ATCC 38366 / 972) GN pdb1 PE 2 SV 1 # UNIPROT Q09171 RXN0-1134 SPOM-XXX-01:SPOM-XXX-01-004295-MONOMER 1.2.4.1	37.0	1.2.4.1	similar to E-1 beta subunit pyruvate dehydrogenase complex K00162 E1 component [EC:1.2.4.1]	22.0
chlorophyllmax_130m_3849_0					http://www.ncbi.nlm.nih.gov/protein/159899644 FAD linked oxidase domain-containing protein PFAM: protein unknown function DUF224 cysteine-rich region domain KEGG:	13.0		putative D-lactate dehydrogenase (Cytochrome) [Streptomyces viridochromogenes]	6.0					Fe-S protein, homolog lactate dehydrogenase SO1521 [Bradyrhizobium japonicum USDA 6]	10.0				1.1.2.4	FAD linked oxidase domain-containing protein (EC:1.1.2.4) K06911	16.0
chlorophyllmax_130m_3598_0					gltB http://www.ncbi.nlm.nih.gov/protein/53803650 glutamate synthase, large subunit identified similarity to SP:P39812 match protein family HMM PF01493 PF01645 PF04897 PF04898	17.0		glutamate synthase [Sphingomonas sp. LH128]	5.0		COG0067 # E Amino acid transport metabolism Function: Glutamate synthase domain 1 Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	19.0	1.4.1.13	Glutamate synthase [NADPH] large chain (EC 1.4.1.13) [Brucella suis bv. 1 str. S2]	23.0				1.4.7.1	glutamate synthase (ferredoxin) (EC:1.4.7.1) K00265 (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]	20.0
chlorophyllmax_130m_3593_0								ATP synthase subunit C [Methanobacterium sp. Maddingley MBC34]	8.0		COG0636 # C Energy production conversion Function: F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, K Organism: Archaeoglobus fulgidus (Afu)	18.0							3.6.3.14	atpK A(1)A(0)-type ATP synthase, subunit K (EC:3.6.3.14) K02124 V-type H+-transporting ATPase [EC:3.6.3.14]	22.0
chlorophyllmax_130m_1835_0					http://www.ncbi.nlm.nih.gov/protein/89898852 restriction modification system DNA specificity subunit	7.0		restriction modification system DNA specificity subunit [Albidiferax ferrireducens]	8.0				3.1.21.3	Type I restriction-modification system, specificity subunit S (EC 3.1.21.3) [Rhodoferax ferrireducens DSM 15236]	23.0				3.1.21.3	restriction modification system DNA specificity subunit K01154 type I enzyme, S subunit [EC:3.1.21.3]	22.0
chlorophyllmax_130m_1834_0					FBpp0283586 ensembl.org:FBpp0283586 FBgn0079146 annotation not avaliable	6.0		 [Burkholderia xenovorans]	2.0					Predicted protein [Source:UniProtKB/TrEMBLAcc:B9N506] [Populus trichocarpa]	4.0					GL23896 gene product from transcript GL23896-RA	6.0
chlorophyllmax_130m_1831_0					http://www.ncbi.nlm.nih.gov/protein/217970435 cytochrome c prime PFAM: KEGG: azo:azo0341 putative c'	9.0		class II cytochrome c [Albidiferax ferrireducens]	6.0					cytochrome c, class II [Thauera sp. MZ1T]	7.0					class II cytochrome c	4.0
chlorophyllmax_130m_1831_1					http://www.ncbi.nlm.nih.gov/protein/89900247 	1.0		 [Pseudomonas stutzeri]	2.0					FIG00957491:  [Pseudomonas stutzeri ATCC 14405 CCUG 16156]	7.0			
chlorophyllmax_130m_1830_0					http://www.ncbi.nlm.nih.gov/protein/121603555 threonine dehydratase deaminase Escherichia coli, IlvA part isoleucine biosynthetic pathway	11.0		threonine ammonia-lyase, biosynthetic, long form [Variovorax sp. CF313]	8.0		COG1171 # E Amino acid transport metabolism Function: Threonine dehydratase Organism: Nostoc sp. PCC 7120 (Nos)	16.0	4.3.1.19	Threonine dehydratase biosynthetic (EC 4.3.1.19) [Comamonas testosteroni ATCC 11996]	19.0	4.3.1.19	Threonine dehydratase biosynthetic OS Burkholderia multivorans (strain ATCC 17616 / 249) GN ilvA PE 3 SV 1 # UNIPROT P53607 THREDEHYD-RXN 4.3.1.19	32.0	4.3.1.19	threonine dehydratase (EC:4.3.1.19) K01754 [EC:4.3.1.19]	15.0
chlorophyllmax_130m_6175_0					purCD http://www.ncbi.nlm.nih.gov/protein/56707995 fusion protein PurC/PurD Amino acids 1-327 (PurC) similar to AAR06292 SAICAR synthetase from Nicotiana tabacum (399 aa). BLAST: Expect e-105 Identities 187/322 (58), Positives 236/322 (73), Gaps 6/322 (1). 328-770 (PurD) Phosphoribosylamine-glycine ligase Methanosarcina barkeri (433). e-108 204/436 (46), 285/436 (65), 3/436 (0)	44.0		phosphoribosylamine--glycine ligase [Methanobacterium sp. Maddingley MBC34]	6.0		COG0151 # F Nucleotide transport metabolism Function: Phosphoribosylamine-glycine ligase Organism: Methanosarcina acetivorans str.C2A (Mac)	14.0	6.3.2.6	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) / Phosphoribosylamine--glycine ligase 6.3.4.13) [Francisella noatunensis subsp. orientalis str. Toba 04]	25.0	6.3.4.13	Phosphoribosylamine--glycine ligase OS Methanopyrus kandleri (strain AV19 / DSM 6324 JCM 9639 NBRC 100938) GN purD PE 3 SV 1 # UNIPROT Q8TWG3 GLYRIBONUCSYN-RXN MKAN190192:MK1071-MONOMER 6.3.4.13	36.0	6.3.2.6	phosphoribosylaminoimidazolesuccinocarboxamide synthase, phosphoribosylamine--glycine ligase (EC:6.3.2.6 6.3.4.13) K13713 fusion protein PurCD [EC:6.3.2.6 6.3.4.13]	21.0
chlorophyllmax_130m_6174_1														octylprenyl diphosphate synthase [SAR324 cluster bacterium SCGC AAA001-C10]	8.0						
chlorophyllmax_130m_6170_0					http://www.ncbi.nlm.nih.gov/protein/261404618 Phytanoyl-CoA dioxygenase PFAM: KEGG: phytanoyl-CoA dioxygenase	6.0		Protein involved biosynthesis mitomycin antibiotics/polyketide fumonisin [Chthonomonas calidirosea]	8.0				1.14.11.18	putative Phytanoyl-CoA dioxygenase( EC:1.14.11.18 ) [Paenibacillus mucilaginosus 3016]	18.0					phytanoyl-CoA dioxygenase	2.0
chlorophyllmax_130m_6173_0					trpB-1 http://www.ncbi.nlm.nih.gov/protein/39934664 tryptophan synthase subunit beta catalyzes formation L-tryptophan from indole L-serine	12.0		tryptophan synthase subunit beta [Magnetospirillum sp. SO-1]	7.0		COG1350 # R General function prediction only Function: Predicted alternative tryptophan synthase beta-subunit (paralog TrpB) Organism: Methanosarcina acetivorans str.C2A (Mac)	20.0	4.2.1.20	Tryptophan synthase beta chain like (EC 4.2.1.20) [Gordonia alkanivorans NBRC 16433]	21.0				4.2.1.20	 LOC100261704 K06001 tryptophan synthase beta chain [EC:4.2.1.20]	17.0
chlorophyllmax_130m_1832_0					http://www.ncbi.nlm.nih.gov/protein/83719835 xanthine/uracil permease family protein identified match to protein HMM PF00860 TIGR00801	10.0		Uracil permease [Pandoraea sp. SD6-2]	5.0		COG2233 # F Nucleotide transport metabolism Function: Xanthine/uracil permeases Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	16.0		Uracil permease [Comamonas testosteroni ATCC 11996]	6.0					uracil-xanthine permease K02824 uracil permease	4.0
