orf_id	ref dbname	EC	product	value
	COG_2013-12-27		COG1146 # C Energy production conversion Function: Ferredoxin Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	15.0
	seed-2014-01-30		4Fe-4S ferredoxin, iron-sulfur binding [Bradyrhizobium japonicum USDA 6]	8.0
	KEGG_pep_2013		4Fe-4S ferredoxin, iron-sulfur binding protein (EC:1.-.-.-) K05524 ferredoxin	7.0

upper_euphotic_10m_7512_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/119384562 CarD family transcriptional regulator PFAM: transcription factor CarD KEGG: putative CarD-like regulator	11.0
	RefSeq_complete_nr_v62_dec2013		CarD family transcriptional regulator [alpha proteobacterium SCGC AAA158-B04]	8.0
	seed-2014-01-30		CarD-like transcriptional regulator [alpha proteobacterium BAL199]	6.0
	KEGG_pep_2013		transcriptional regulator (EC:3.6.1.-) K07736 CarD family	6.0

upper_euphotic_10m_7514_0				
	RefSeq_complete_nr_v62_dec2013		cytochrome C class I [Rhizobium grahamii]	6.0
	COG_2013-12-27		COG3474 # C Energy production conversion Function: Cytochrome c2 Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	16.0
	seed-2014-01-30		membrane c-type cytochrome cy [Rhizobium sp. CCGE 510]	8.0
	KEGG_pep_2013	1.9.3.1	cytochrome c (EC:1.9.3.1) K08738	14.0

upper_euphotic_10m_7514_2				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/148555349 histidinol-phosphate phosphatase, putative TIGRFAM: PFAM: inositol monophosphatase	8.0
	RefSeq_complete_nr_v62_dec2013		Inositol-1-monophosphatase [alpha proteobacterium JLT2015]	4.0
	COG_2013-12-27		COG0483 # G Carbohydrate transport metabolism Function: Archaeal fructose-1,6-bisphosphatase related enzymes inositol monophosphatase family Organism: Sinorhizobium meliloti (Sme)	18.0
	seed-2014-01-30	3.1.3.25	Inositol-1-monophosphatase (EC 3.1.3.25) [Gluconobacter morbifer G707]	16.0
	KEGG_pep_2013	3.1.3.25	IMPL2 IMPL2 (MYO-INOSITOL MONOPHOSPHATASE LIKE 2) 3'(2'),5'-bisphosphate nucleotidase/ L-galactose-1-phosphate phosphatase/ inositol or phosphatidylinositol inositol-1(or 4)-monophosphatase (EC:3.1.3.25)	25.0

upper_euphotic_10m_7515_1				
	EggNog_v3_2013_08_07		SPO1285 http://www.ncbi.nlm.nih.gov/protein/56696174  identified similarity to GB:CAE25485.1	6.0
	RefSeq_complete_nr_v62_dec2013		putative hydrolase or acyltransferase alpha/beta superfamily [SAR116 cluster alpha proteobacterium HIMB100]	11.0
	seed-2014-01-30		2-hydroxymuconic semialdehyde hydrolase (EC 3.1.1.-) [Thalassospira xiamenensis M-5 DSM 17429]	10.0
	KEGG_pep_2013		alpha/beta hydrolase fold protein (EC:3.1.1.-)	4.0

upper_euphotic_10m_7517_1				
	EggNog_v3_2013_08_07		BB0604 http://www.ncbi.nlm.nih.gov/protein/33599594 short chain dehydrogenase	5.0
	RefSeq_complete_nr_v62_dec2013		short chain dehydrogenase [Maritimibacter alkaliphilus]	5.0
	seed-2014-01-30	1.1.1.100	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100) [Burkholderia glumae LMG 2196]	19.0
	KEGG_pep_2013		short-chain dehydrogenase/reductase SDR	3.0

upper_euphotic_10m_7519_0				
	RefSeq_complete_nr_v62_dec2013		translation initiation factor 1A [halophilic archaeon DL31]	7.0
	KEGG_pep_2013		translation initiation factor eIF-1A K03236 1A	6.0

upper_euphotic_10m_877_0	CAZy_2013-07-13		Dolichyl-phosphate-mannose-proteinmannosyltransferase [Prochlorococcus marinus str. MIT 9515] (GT:83)	7.0
	EggNog_v3_2013_08_07		arnT http://www.ncbi.nlm.nih.gov/protein/157413595 dolichyl-phosphate-mannose- proteinmannosyltransferase COG1807 4-amino-4-deoxy-L-arabinose transferase related glycosyltransferases PMT family [Cell envelope biogenesis, outer membrane]	16.0
	RefSeq_complete_nr_v62_dec2013		dolichyl-phosphate-mannose-protein mannosyltransferase [Prochlorococcus marinus]	4.0
	seed-2014-01-30		Dolichyl-phosphate-mannose-protein mannosyltransferase [Prochlorococcus marinus str. MIT 9301]	7.0
	KEGG_pep_2013		dolichyl-phosphate-mannose-protein mannosyltransferase	2.0

upper_euphotic_10m_876_0	CAZy_2013-07-13		proline iminopeptidase putative [Albugo laibachii Nc14] (GT:2)	7.0
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/123965631 proline iminopeptidase COG596 Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) [General function prediction only]	15.0
	RefSeq_complete_nr_v62_dec2013		prolyl aminopeptidase [Leptolyngbya sp. PCC 7375]	6.0
	COG_2013-12-27		COG0596 # R General function prediction only Function: Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) Organism: Nostoc sp. PCC 7120 (Nos)	21.0
	seed-2014-01-30	3.4.11.5	Proline iminopeptidase (EC 3.4.11.5) [Postia placenta MAD 698]	18.0
	KEGG_pep_2013	3.4.11.5	 LOC100242944 K01259 proline iminopeptidase [EC:3.4.11.5]	15.0

upper_euphotic_10m_875_0				
	RefSeq_complete_nr_v62_dec2013		phosphodiesterase/alkaline phosphatase D-like protein [Coraliomargarita akajimensis]	5.0
	seed-2014-01-30		Phosphodiesterase/alkaline phosphatase D-like protein [Coraliomargarita akajimensis DSM 45221]	7.0
	KEGG_pep_2013	3.1.3.1	phosphodiesterase/alkaline phosphatase D-like protein K01113 alkaline D [EC:3.1.3.1]	17.0

upper_euphotic_10m_872_0				
	EggNog_v3_2013_08_07		ileS http://www.ncbi.nlm.nih.gov/protein/148556685 isoleucyl-tRNA synthetase IleRS catalyzes formation isoleucyl-tRNA(Ile) from isoleucine tRNA(Ile) since other amino acids such as valine are similar, there additional editing function this enzyme one involved hydrolysis activated valine-AMP deacylation mischarged Val-tRNA(Ile) two active sites, aminoacylation editing class-I aminoacyl-tRNA synthetase family type 1 subfamily some organisms carry different copies enzyme	49.0
	RefSeq_complete_nr_v62_dec2013		isoleucyl-tRNA synthetase [Magnetospirillum sp. SO-1]	5.0
	COG_2013-12-27		COG0060 # J Translation, ribosomal structure biogenesis Function: Isoleucyl-tRNA synthetase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	17.0
	seed-2014-01-30	6.1.1.5	Isoleucyl-tRNA synthetase (EC 6.1.1.5) [Sphingomonas sp. S17]	17.0
	metacyc-v5-2011-10-21	6.1.1.5	Isoleucyl-tRNA synthetase OS Gluconobacter oxydans GN ileS PE 3 SV 1 # UNIPROT Q5FRI6 ISOLEUCINE--TRNA-LIGASE-RXN GOXY290633:GOX1249-MONOMER 6.1.1.5	27.0
	KEGG_pep_2013	6.1.1.5	ileS isoleucyl-tRNA synthetase (EC:6.1.1.5) K01870 [EC:6.1.1.5]	16.0

upper_euphotic_10m_871_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/150375879 alcohol dehydrogenase PFAM: Alcohol dehydrogenase zinc-binding domain protein GroES KEGG: sme:SMb20388 putative NADPH:quinone oxidoreductase protein	13.0
	RefSeq_complete_nr_v62_dec2013		oxidoreductase, zinc-binding dehydrogenase family [Glaciecola psychrophila]	6.0
	COG_2013-12-27		COG0604 # CR Function: NADPH:quinone reductase related Zn-dependent oxidoreductases Organism: Sinorhizobium meliloti (Sme)	13.0
	seed-2014-01-30	1.6.5.5	Quinone oxidoreductase (EC 1.6.5.5) [Bradyrhizobium japonicum USDA 6]	18.0
	KEGG_pep_2013	1.6.5.5	zinc-binding dehydrogenase family oxidoreductase K00344 NADPH2:quinone reductase [EC:1.6.5.5]	18.0

upper_euphotic_10m_871_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/156934793  COG: COG5631 Predicted transcription regulator, contains HTH domain (MarR family) Psort location: cytoplasmic, score: 23	16.0
	RefSeq_complete_nr_v62_dec2013		Predicted transcription regulator, contains HTH domain (MarR family) [Cronobacter sakazakii]	10.0
	COG_2013-12-27		COG5631 # K Transcription Function: Predicted transcription regulator, contains HTH domain (MarR family) Organism: Ralstonia solanacearum (Rso)	17.0
	seed-2014-01-30		Predicted transcription regulator, contains HTH domain (MarR family) [Burkholderia pseudomallei 91]	11.0

upper_euphotic_10m_870_0				
	EggNog_v3_2013_08_07		GSU3260 http://www.ncbi.nlm.nih.gov/protein/39998350 phosphoserine aminotransferase, putative Identified match to protein family HMM PF00266	11.0
	RefSeq_complete_nr_v62_dec2013		aminotransferase [Verrucomicrobia bacterium SCGC AAA164-E04]	5.0
	seed-2014-01-30	2.6.1.52	Phosphoserine aminotransferase (EC 2.6.1.52) [Verrucomicrobium spinosum DSM 4136]	18.0
	KEGG_pep_2013	2.6.1.44	Alanine--glyoxylate transaminase (EC:2.6.1.44)	13.0

upper_euphotic_10m_879_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/108804571 short-chain dehydrogenase/reductase SDR PFAM: NAD-dependent epimerase/dehydratase KEGG: pae:PA2554 3-hydroxyacyl-CoA dehydrogenase	11.0
	RefSeq_complete_nr_v62_dec2013		KR domain protein [SAR86 cluster bacterium SAR86E]	6.0
	COG_2013-12-27		COG1028 # IQR Function: Dehydrogenases different specificities (related to short-chain alcohol dehydrogenases) Organism: Sinorhizobium meliloti (Sme)	16.0
	seed-2014-01-30	1.1.1.100	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100) [Oceanicola sp. S124]	18.0
	metacyc-v5-2011-10-21	1.1.1.178	3-hydroxyacyl-CoA dehydrogenase type-2 OS Bos taurus GN HSD17B10 PE 1 SV 3 # UNIPROT O02691 OHACYL-COA-DEHYDROG-RXN CATTLE:281809-MONOMER 1.1.1.178 1.1.1.35	29.0
	KEGG_pep_2013	1.1.1.35	hsd17b10, MGC81276, abad, camr, erab, hadh2, hcd2, hsd10, mhbd, mrpp2, mrx17, mrx31, mrxs10, schad, sdr5c1 hydroxysteroid (17-beta) dehydrogenase 10 K08683 3-hydroxyacyl-CoA / 3-hydroxy-2-methylbutyryl-CoA [EC:1.1.1.35 1.1.1.178]	35.0

upper_euphotic_10m_705_0				
	EggNog_v3_2013_08_07		metH http://www.ncbi.nlm.nih.gov/protein/92114012 B12-dependent methionine synthase one two synthases Escherichia coli MetH catalyzes methyl transfer reaction from methyltetrahydrofolate to homocysteine create methionine requires zinc activity	23.0
	RefSeq_complete_nr_v62_dec2013		B12-dependent methionine synthase [Methylophaga lonarensis]	5.0
	COG_2013-12-27		COG1410 # E Amino acid transport metabolism Function: Methionine synthase I, cobalamin-binding domain Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	20.0
	seed-2014-01-30	2.1.1.13	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13) [Alteromonas macleodii str. 'Balearic Sea AD45']	20.0
	metacyc-v5-2011-10-21	2.1.1.13	Methionine synthase OS Bos taurus GN MTR PE 2 SV 1 # UNIPROT Q4JIJ3 HOMOCYSMETB12-RXN CATTLE:280869-MONOMER 2.1.1.13	27.0
	KEGG_pep_2013	2.1.1.13	MTR 5-methyltetrahydrofolate-homocysteine methyltransferase (EC:2.1.1.13) K00548 5-methyltetrahydrofolate--homocysteine [EC:2.1.1.13]	17.0

upper_euphotic_10m_707_1				
	EggNog_v3_2013_08_07		cobJ http://www.ncbi.nlm.nih.gov/protein/123966937 bifunctional cbiH protein precorrin-3B C17-methyltransferase COG1010 Precorrin-3B methylase [Coenzyme metabolism]	11.0
	RefSeq_complete_nr_v62_dec2013		precorrin-3B C17-methyltransferase [Gloeocapsa sp. PCC 73106]	6.0
	seed-2014-01-30		Cobalamin biosynthesis protein CbiG / Cobalt-precorrin-3b C17-methyltransferase [Prochlorococcus marinus str. MIT 9301]	11.0
	KEGG_pep_2013	2.1.1.131	cobJ bifunctional CbiH protein precorrin-3B C17-methyltransferase (EC:2.1.1.131) K13541 cobalamin biosynthesis CbiG / [EC:2.1.1.131]	22.0

upper_euphotic_10m_702_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/152983585  Annotation generated automatically transferring annotation from manually curated GenBank accession AE004091 identified match to protein family HMM PF07286	18.0
	RefSeq_complete_nr_v62_dec2013		Uncharacterized protein family [Bacillus stratosphericus]	4.0
	COG_2013-12-27		COG4336 # S Function unknown Function: Uncharacterized conserved protein Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	14.0
	seed-2014-01-30		 possibly connected to lactam utilization allophanate hydrolase [Bacillus subtilis subsp. spizizenii TU-B-10]	12.0

upper_euphotic_10m_708_0				
	EggNog_v3_2013_08_07		rplB http://www.ncbi.nlm.nih.gov/protein/189911437 50S ribosomal protein L2 one primary rRNA-binding proteins required association 30S subunits to form 70S ribosome, tRNA binding peptide bond formation	22.0
	RefSeq_complete_nr_v62_dec2013		LSU ribosomal protein L2p (L8e) [Kocuria palustris]	6.0
	COG_2013-12-27		COG0090 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein L2 Organism: Neisseria meningitidis MC58 (Nme)	15.0
	seed-2014-01-30		LSU ribosomal protein L2p (L8e) [Aeromicrobium sp. JC14]	7.0
	KEGG_pep_2013		MRPL2 Putative mitochondrial ribosomal protein L2	5.0

upper_euphotic_10m_708_1				
	EggNog_v3_2013_08_07		rpsS http://www.ncbi.nlm.nih.gov/protein/68536919 30S ribosomal protein S19 S19 forms complex S13 that binds strongly to 16S RNA	14.0
	RefSeq_complete_nr_v62_dec2013		30S ribosomal protein S19 [Slackia piriformis]	5.0
	COG_2013-12-27		COG0185 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein S19 Organism: Mycobacterium tuberculosis H37Rv (Mtu)	15.0
	seed-2014-01-30		SSU ribosomal protein S19p (S15e) [Megasphaera sp. UPII 199-6]	8.0
	KEGG_pep_2013		rps19 30S ribosomal protein S19 K02965 small subunit S19	7.0

upper_euphotic_10m_708_2				
	RefSeq_complete_nr_v62_dec2013		50S ribosomal protein L22 [Eggerthella sp. CAG:1427]	6.0
	seed-2014-01-30		LSU ribosomal protein L22p (L17e) [Clostridium butyricum E4 str. BoNT E BL5262]	11.0

upper_euphotic_10m_3213_1				
	EggNog_v3_2013_08_07		Gly1 http://www.ncbi.nlm.nih.gov/protein/20806788 threonine aldolase Best Blastp hit gi|7462865|pir||C72215 L-allo-threonine aldolase - Thermotoga maritima (strain MSB8) (AE001813) [Thermotoga maritima], score 402, E-value 1.00E-111	21.0
	RefSeq_complete_nr_v62_dec2013		aromatic amino acid beta-eliminating lyase/threonine aldolase [Halorubrum terrestre]	8.0
	COG_2013-12-27		COG2008 # E Amino acid transport metabolism Function: Threonine aldolase Organism: Pseudomonas aeruginosa (Pae)	14.0
	seed-2014-01-30	4.1.2.48	Low-specificity L-threonine aldolase (EC 4.1.2.48) [Acetonema longum DSM 6540]	19.0
	KEGG_pep_2013	4.1.2.5	GH19068 gene product from transcript GH19068-RA K01620 threonine aldolase [EC:4.1.2.5]	20.0

upper_euphotic_10m_3217_0				
	EggNog_v3_2013_08_07		dxr http://www.ncbi.nlm.nih.gov/protein/73748216 1-deoxy-D-xylulose 5-phosphate reductoisomerase catalyzes NADP-dependent rearrangement reduction 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4-phosphate	14.0
	RefSeq_complete_nr_v62_dec2013		1-deoxy-D-xylulose 5-phosphate reductoisomerase [Clostridium sp. ASF356]	6.0
	COG_2013-12-27		COG0743 # I Lipid transport metabolism Function: 1-deoxy-D-xylulose 5-phosphate reductoisomerase Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	seed-2014-01-30	1.1.1.267	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267) [Xenococcus sp. PCC 7305]	19.0
	metacyc-v5-2011-10-21	1.1.1.267	1-deoxy-D-xylulose 5-phosphate reductoisomerase OS Heliobacterium modesticaldum (strain ATCC 51547 / Ice1) GN dxr PE 3 SV 1 # UNIPROT B0THN7 DXPREDISOM-RXN 1.1.1.267	32.0
	KEGG_pep_2013	1.1.1.267	1-deoxy-D-xylulose 5-phosphate reductoisomerase K00099 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	16.0

upper_euphotic_10m_3215_0				
	EggNog_v3_2013_08_07		TVN0348 http://www.ncbi.nlm.nih.gov/protein/13541179 preprotein translocase SecY Sec E SecG forms protein-conduction channel inner membrane	13.0
	RefSeq_complete_nr_v62_dec2013		protein translocase subunit secY/sec61 alpha [Thermoplasmatales archaeon SCGC AB-539-N05]	8.0
	COG_2013-12-27		COG0201 # U Intracellular trafficking, secretion, vesicular transport Function: Preprotein translocase subunit SecY Organism: Thermoplasma volcanium (Tvo)	17.0
	seed-2014-01-30		Preprotein translocase secY subunit (TC 3.A.5.1.1) [Thermoplasma acidophilum DSM 1728]	10.0
	KEGG_pep_2013		preprotein translocase, SecY subunit K03076 translocase subunit	6.0

upper_euphotic_10m_3219_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/108803765 aminotransferase, class V PFAM: KEGG: bbr:BB4671 serine--glyoxylate aminotransferase	9.0
	RefSeq_complete_nr_v62_dec2013		Serine-glyoxylate aminotransferase (SGAT) [Cupriavidus sp. HMR-1]	6.0
	COG_2013-12-27		COG0075 # E Amino acid transport metabolism Function: Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase Organism: Sinorhizobium meliloti (Sme)	16.0
	seed-2014-01-30	2.6.1.45	Serine--glyoxylate aminotransferase (EC 2.6.1.45) [Oligotropha carboxidovorans OM4]	17.0
	metacyc-v5-2011-10-21	2.6.1.3	Aminotransferase class-V OS Cupriavidus necator (strain ATCC 17699 / H16 DSM 428 Stanier 337) GN PE 3 SV 1 # UNIPROT Q0K213 CYSTEINE-AMINOTRANSFERASE-RXN 2.6.1.3	34.0
	KEGG_pep_2013	2.6.1.45	SGA1a, SGA1b serine glyoxylate aminotransferase (EC:2.6.1.45) K00830 alanine-glyoxylate transaminase / serine-glyoxylate serine-pyruvate [EC:2.6.1.44 2.6.1.45 2.6.1.51]	25.0

upper_euphotic_10m_3218_1				
	RefSeq_complete_nr_v62_dec2013		NADPH nitroreductase [Frankia sp. EuI1c]	5.0
	seed-2014-01-30	1.1.1.31	3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31) [Frankia sp. CN3]	17.0
	KEGG_pep_2013	1.1.1.31	6-phosphogluconate dehydrogenase NAD-binding protein K00020 3-hydroxyisobutyrate [EC:1.1.1.31]	16.0

upper_euphotic_10m_4807_0	CAZy_2013-07-13		glycoside hydrolase family 43 [Clostridium cellulolyticum H10] (GH:43)	8.0
	EggNog_v3_2013_08_07		SCO0118 http://www.ncbi.nlm.nih.gov/protein/21218679 xylosidase/arabinosidase SCJ11.47, possible xylosidase/arabinosidase, len: 509aa similar to many xylosidase/arabinosidases especially N-terminal xylosidase region e.g. xylosidase/arabinosidase from Butyrivibrio fibrisolvens (517 aa) fasta scores opt: 582, z-score: 640.5, E(): 2.6e-28, (35.2% identity 526 aa overlap)	35.0
	RefSeq_complete_nr_v62_dec2013		glycosyl hydrolase family 43 [Bacteroides sp.	6.0
	seed-2014-01-30	3.2.1.37	Beta-xylosidase (EC 3.2.1.37) [Verrucomicrobia bacterium SCGC AAA168-F10]	17.0
	KEGG_pep_2013	3.2.1.37	glycosyl hydrolase (EC:3.2.1.37) K01198 xylan 1,4-beta-xylosidase [EC:3.2.1.37]	17.0

upper_euphotic_10m_5404_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/148240902  Evidence: Similar to previously reported genes unknown function	9.0
	RefSeq_complete_nr_v62_dec2013		 [Salinibacterium sp. PAMC 21357]	4.0
	seed-2014-01-30		FIG01152836:  [Verrucomicrobia bacterium SCGC AAA164-L15]	5.0
	KEGG_pep_2013		coiled-coil protein	1.0

upper_euphotic_10m_5405_1				
	EggNog_v3_2013_08_07		etfA1 http://www.ncbi.nlm.nih.gov/protein/78043408 electron transfer flavoprotein, alpha subunit identified similarity to SP:P94551 match protein family HMM PF00766 PF01012	16.0
	RefSeq_complete_nr_v62_dec2013		electron transfer flavoprotein subunit alpha [Thauera sp. 63]	8.0
	COG_2013-12-27		COG2025 # C Energy production conversion Function: Electron transfer flavoprotein, alpha subunit Organism: Neisseria meningitidis Z2491 (NmA)	17.0
	seed-2014-01-30		Electron transfer flavoprotein, alpha subunit [Leptospira inadai serovar Lyme str. 10]	11.0
	KEGG_pep_2013		similar to cxpwmw03 K03522 electron transfer flavoprotein alpha subunit	9.0

upper_euphotic_10m_2366_1				
	RefSeq_complete_nr_v62_dec2013		TonB-dependent receptor [SAR86 cluster bacterium SAR86E]	6.0
	seed-2014-01-30		Zinc ABC transporter, periplasmic-binding protein ZnuA [SAR86 cluster bacterium SAR86B]	9.0

upper_euphotic_10m_6485_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/117921367 cobalamin synthesis protein, P47K PFAM: CobW domain protein KEGG: son:SO1502 protein/P47K family protein	12.0
	RefSeq_complete_nr_v62_dec2013		cobalamin synthesis protein/P47K family protein [Vibrio alginolyticus]	6.0
	seed-2014-01-30		Putative metal chaperone, involved Zn homeostasis, GTPase COG0523 family [endosymbiont Riftia pachyptila (vent Ph05)]	14.0
	KEGG_pep_2013		cobalamin synthesis protein P47K	3.0

upper_euphotic_10m_1772_0				
	RefSeq_complete_nr_v62_dec2013		 [SAR202 cluster bacterium SCGC AAA240-N13]	5.0

upper_euphotic_10m_6487_0				
	EggNog_v3_2013_08_07		tyrS http://www.ncbi.nlm.nih.gov/protein/225849740 tyrosyl-tRNA synthetase identified match to protein family HMM PF00579 PF01479 TIGR00234	12.0
	RefSeq_complete_nr_v62_dec2013		tyrosyl-tRNA synthetase [Acinetobacter sp. CIP 102136]	6.0
	COG_2013-12-27		COG0162 # J Translation, ribosomal structure biogenesis Function: Tyrosyl-tRNA synthetase Organism: Vibrio cholerae (Vch)	14.0
	seed-2014-01-30	6.1.1.1	Tyrosyl-tRNA synthetase (EC 6.1.1.1) [Pseudomonas putida CSV86]	17.0
	metacyc-v5-2011-10-21	6.1.1.1	Tyrosyl-tRNA synthetase OS Thermus thermophilus (strain HB27 / ATCC BAA-163 DSM 7039) GN tyrS PE 1 SV # UNIPROT P83453 TYROSINE--TRNA-LIGASE-RXN 6.1.1.1	32.0
	KEGG_pep_2013	6.1.1.1	tyrosyl-tRNA synthetase (EC:6.1.1.1) K01866 [EC:6.1.1.1]	15.0

upper_euphotic_10m_6486_0				
	EggNog_v3_2013_08_07		atpA http://www.ncbi.nlm.nih.gov/protein/11498766 V-type ATP synthase subunit A produces from ADP presence proton gradient across membrane A part catalytic core complex	19.0
	RefSeq_complete_nr_v62_dec2013		V-type ATP synthase subunit A [Halobiforma nitratireducens]	7.0
	COG_2013-12-27		COG1155 # C Energy production conversion Function: Archaeal/vacuolar-type H+-ATPase subunit A Organism: Halobacterium sp. NRC-1 (Hbs)	16.0
	seed-2014-01-30	3.6.3.14	V-type ATP synthase subunit A (EC 3.6.3.14) [Streptococcus constellatus subsp. pharyngis SK1060 CCUG 46377]	24.0
	metacyc-v5-2011-10-21	3.6.3.14	V-type ATP synthase alpha chain OS Streptococcus gordonii (strain Challis / ATCC 35105 CH1 DL1 V288) GN atpA PE 3 SV 1 # UNIPROT A8AUJ7 ATPSYN-RXN 3.6.3.14	37.0
	KEGG_pep_2013	3.6.3.14	F-ATPase family transporter: protons (vacuolar) K02145 V-type H+-transporting ATPase subunit A [EC:3.6.3.14]	22.0

upper_euphotic_10m_6480_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/99080240 cytoplasmic chaperone TorD PFAM: TorD: (9.9e-24) KEGG: sil:SPO1798 chaperone, TorD family, ev 3e-81, 73% identity	15.0
	RefSeq_complete_nr_v62_dec2013		Putative formate dehydrogenase-specific chaperone [Caenispirillum salinarum]	6.0
	seed-2014-01-30		Putative formate dehydrogenase-specific chaperone [Bradyrhizobium japonicum USDA 6]	8.0
	KEGG_pep_2013		cytoplasmic chaperone TorD family protein	4.0

upper_euphotic_10m_1770_0				
	RefSeq_complete_nr_v62_dec2013		, partial [Candidatus Poribacteria sp. WGA-4E]	6.0

upper_euphotic_10m_1770_1				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/148553399 5-oxoprolinase (ATP-hydrolyzing) PFAM: Hydantoinase/oxoprolinase Hydantoinaseoxoprolinase domain protein	7.0
	RefSeq_complete_nr_v62_dec2013		5-oxoprolinase, partial [Sphingomonas wittichii]	4.0
	seed-2014-01-30	3.5.2.14	N-methylhydantoinase A (EC 3.5.2.14) [Rhizobium sp. CF080]	17.0
	KEGG_pep_2013	3.5.2.9	5-oxoprolinase (EC:3.5.2.9) K01473 N-methylhydantoinase A [EC:3.5.2.14]	16.0

upper_euphotic_10m_1777_1				
	EggNog_v3_2013_08_07		RB5637 http://www.ncbi.nlm.nih.gov/protein/32473816 putative sugar phosphate isomerase/epimerase best DB hits: BLAST: pir:A83457 conserved  PA1501 [imported] - E 1e-11 gb:AAG59852.1 (AF284750) HT036-ISO [Homo sapiens] 9e-10 swissprot:P36951 TRANSIENT RECEPTOR POTENTIAL LOCUS C 2e-09 COG: PA1501 COG1082 Predicted endonucleases 1e-12	34.0
	RefSeq_complete_nr_v62_dec2013		Xylose isomerase domain protein TIM barrel [Rhodopirellula sp. SWK7]	8.0
