ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
upper_euphotic_10m_7512_1	254	618	872	upper_euphotic_10m_7512	963	+		"Alphabacteria" Cavalier-Smith 1992	transcriptional regulator (EC:3.6.1.-) K07736 CarD family
upper_euphotic_10m_7513_0	464	1	465	upper_euphotic_10m_7513	465	-		all	hypothetical protein
upper_euphotic_10m_7514_0	323	2	325	upper_euphotic_10m_7514	862	+	1.9.3.1	Rhizobiaceae	cytochrome c (EC:1.9.3.1) K08738
upper_euphotic_10m_7514_1	128	325	453	upper_euphotic_10m_7514	862	+		all	hypothetical protein
upper_euphotic_10m_7514_2	344	481	825	upper_euphotic_10m_7514	862	+	3.1.3.25	Proteobacteria	IMPL2 IMPL2 (MYO-INOSITOL MONOPHOSPHATASE LIKE 2) 3'(2'),5'-bisphosphate nucleotidase/ L-galactose-1-phosphate phosphatase/ inositol or phosphatidylinositol inositol-1(or 4)-monophosphatase (EC:3.1.3.25)
upper_euphotic_10m_7515_0	164	112	276	upper_euphotic_10m_7515	950	+		all	hypothetical protein
upper_euphotic_10m_7515_1	632	292	924	upper_euphotic_10m_7515	950	+		Rhodospirillaceae	alpha/beta hydrolase fold protein (EC:3.1.1.-)
upper_euphotic_10m_7516_0	854	25	879	upper_euphotic_10m_7516	879	+		all	hypothetical protein
upper_euphotic_10m_7517_0	410	1	411	upper_euphotic_10m_7517	830	-		all	hypothetical protein
upper_euphotic_10m_7517_1	308	521	829	upper_euphotic_10m_7517	830	+		"Alphabacteria" Cavalier-Smith 1992	short-chain dehydrogenase/reductase SDR
upper_euphotic_10m_7518_0	932	3	935	upper_euphotic_10m_7518	988	+		all	hypothetical protein
upper_euphotic_10m_7519_0	308	3	311	upper_euphotic_10m_7519	993	-		all	translation initiation factor eIF-1A K03236 1A
upper_euphotic_10m_7519_1	629	364	993	upper_euphotic_10m_7519	993	-		all	hypothetical protein
upper_euphotic_10m_877_0	557	3	560	upper_euphotic_10m_877	725	+		Prochlorococcus marinus str. MIT 9515	dolichyl-phosphate-mannose-protein mannosyltransferase
upper_euphotic_10m_877_1	122	602	724	upper_euphotic_10m_877	725	+		all	hypothetical protein
upper_euphotic_10m_876_0	839	1	840	upper_euphotic_10m_876	1014	+	3.4.11.5	Cyanobacteria	LOC100242944 K01259 proline iminopeptidase
upper_euphotic_10m_876_1	155	857	1012	upper_euphotic_10m_876	1014	+		all	hypothetical protein
upper_euphotic_10m_875_0	851	2	853	upper_euphotic_10m_875	988	+	3.1.3.1	Coraliomargarita akajimensis DSM 45221	phosphodiesterase/alkaline phosphatase D-like protein K01113 alkaline D
upper_euphotic_10m_874_0	767	1	768	upper_euphotic_10m_874	768	+		all	hypothetical protein
upper_euphotic_10m_873_0	194	2	196	upper_euphotic_10m_873	538	+		all	hypothetical protein
upper_euphotic_10m_872_0	980	3	983	upper_euphotic_10m_872	983	+	6.1.1.5	"Alphabacteria" Cavalier-Smith 1992	ileS isoleucyl-tRNA synthetase (EC:6.1.1.5) K01870
upper_euphotic_10m_871_0	494	1	495	upper_euphotic_10m_871	977	-	1.6.5.5	Alcaligenaceae	zinc-binding dehydrogenase family oxidoreductase K00344 NADPH2:quinone reductase
upper_euphotic_10m_871_1	329	528	857	upper_euphotic_10m_871	977	-		Proteobacteria	Predicted transcription regulator, contains HTH domain (MarR family)
upper_euphotic_10m_870_0	776	2	778	upper_euphotic_10m_870	778	+	2.6.1.44	Verrucomicrobia	Alanine--glyoxylate transaminase (EC:2.6.1.44)
upper_euphotic_10m_879_0	569	2	571	upper_euphotic_10m_879	1014	+	1.1.1.35	Bacteria	hsd17b10, MGC81276, abad, camr, erab, hadh2, hcd2, hsd10, mhbd, mrpp2, mrx17, mrx31, mrxs10, schad, sdr5c1 hydroxysteroid (17-beta) dehydrogenase 10 K08683 3-hydroxyacyl-CoA / 3-hydroxy-2-methylbutyryl-CoA
upper_euphotic_10m_879_1	179	620	799	upper_euphotic_10m_879	1014	-		all	hypothetical protein
upper_euphotic_10m_879_2	191	823	1014	upper_euphotic_10m_879	1014	-		all	hypothetical protein
upper_euphotic_10m_878_0	623	24	647	upper_euphotic_10m_878	1025	-		all	hypothetical protein
upper_euphotic_10m_705_0	875	2	877	upper_euphotic_10m_705	981	+	2.1.1.13	Proteobacteria	MTR 5-methyltetrahydrofolate-homocysteine methyltransferase (EC:2.1.1.13) K00548 5-methyltetrahydrofolate--homocysteine
upper_euphotic_10m_704_0	392	3	395	upper_euphotic_10m_704	983	-		all	hypothetical protein
upper_euphotic_10m_704_1	512	392	904	upper_euphotic_10m_704	983	-		all	hypothetical protein
upper_euphotic_10m_707_0	122	3	125	upper_euphotic_10m_707	769	-		all	hypothetical protein
upper_euphotic_10m_707_1	452	315	767	upper_euphotic_10m_707	769	-	2.1.1.131	CCMP 1375	cobJ bifunctional CbiH protein precorrin-3B C17-methyltransferase (EC:2.1.1.131) K13541 cobalamin biosynthesis CbiG /
upper_euphotic_10m_706_0	842	2	844	upper_euphotic_10m_706	984	+		all	hypothetical protein
upper_euphotic_10m_706_1	143	839	982	upper_euphotic_10m_706	984	-		all	hypothetical protein
upper_euphotic_10m_701_0	203	1	204	upper_euphotic_10m_701	206	+		all	hypothetical protein
upper_euphotic_10m_700_0	881	2	883	upper_euphotic_10m_700	978	+		all	hypothetical protein
upper_euphotic_10m_703_0	548	2	550	upper_euphotic_10m_703	977	-		all	hypothetical protein
upper_euphotic_10m_703_1	221	756	977	upper_euphotic_10m_703	977	-		all	hypothetical protein
upper_euphotic_10m_702_0	545	3	548	upper_euphotic_10m_702	1023	+		all	hypothetical protein
upper_euphotic_10m_702_1	320	569	889	upper_euphotic_10m_702	1023	-		Marinobacterium stanieri S30	possibly connected to lactam utilization allophanate hydrolase
upper_euphotic_10m_709_0	848	2	850	upper_euphotic_10m_709	851	+		all	hypothetical protein
upper_euphotic_10m_708_0	311	2	313	upper_euphotic_10m_708	910	+		Propionibacterineae	MRPL2 Putative mitochondrial ribosomal protein L2
upper_euphotic_10m_708_1	278	335	613	upper_euphotic_10m_708	910	+		Bacteria	rps19 30S ribosomal protein S19 K02965 small subunit S19
upper_euphotic_10m_708_2	296	613	909	upper_euphotic_10m_708	910	+		Bacillus/Clostridium group	LSU ribosomal protein L22p (L17e)
upper_euphotic_10m_3213_0	65	3	68	upper_euphotic_10m_3213	1041	-		all	hypothetical protein
upper_euphotic_10m_3213_1	386	29	415	upper_euphotic_10m_3213	1041	-	4.1.2.5	Leptolyngbya PCC7375	GH19068 gene product from transcript GH19068-RA K01620 threonine aldolase
upper_euphotic_10m_3213_2	335	461	796	upper_euphotic_10m_3213	1041	-		all	hypothetical protein
upper_euphotic_10m_3213_3	257	783	1040	upper_euphotic_10m_3213	1041	-		all	hypothetical protein
upper_euphotic_10m_3212_0	818	1	819	upper_euphotic_10m_3212	819	+		all	hypothetical protein
upper_euphotic_10m_3211_0	248	109	357	upper_euphotic_10m_3211	791	-		all	hypothetical protein
upper_euphotic_10m_3211_1	260	531	791	upper_euphotic_10m_3211	791	+		all	hypothetical protein
upper_euphotic_10m_3210_0	215	3	218	upper_euphotic_10m_3210	1005	+		all	hypothetical protein
upper_euphotic_10m_3210_1	596	368	964	upper_euphotic_10m_3210	1005	+		all	hypothetical protein
upper_euphotic_10m_3217_0	725	97	822	upper_euphotic_10m_3217	823	-	1.1.1.267	Bacteria	1-deoxy-D-xylulose 5-phosphate reductoisomerase K00099 1-deoxy-D-xylulose-5-phosphate reductoisomerase
upper_euphotic_10m_3216_0	455	2	457	upper_euphotic_10m_3216	1001	+		all	hypothetical protein
upper_euphotic_10m_3216_1	314	543	857	upper_euphotic_10m_3216	1001	+		all	hypothetical protein
upper_euphotic_10m_3215_0	833	1	834	upper_euphotic_10m_3215	985	-		Thermoplasmales	preprotein translocase, SecY subunit K03076 translocase subunit
upper_euphotic_10m_3214_0	569	309	878	upper_euphotic_10m_3214	1004	-		all	hypothetical protein
upper_euphotic_10m_3219_0	860	1	861	upper_euphotic_10m_3219	861	-	2.6.1.45	Proteobacteria	SGA1a, SGA1b serine glyoxylate aminotransferase (EC:2.6.1.45) K00830 alanine-glyoxylate transaminase / serine-glyoxylate serine-pyruvate
upper_euphotic_10m_3218_0	227	1	228	upper_euphotic_10m_3218	820	-		all	hypothetical protein
upper_euphotic_10m_3218_1	590	228	818	upper_euphotic_10m_3218	820	-	1.1.1.31	"Frankiella" Maire and Tison 1909	6-phosphogluconate dehydrogenase NAD-binding protein K00020 3-hydroxyisobutyrate
upper_euphotic_10m_4807_0	326	2	328	upper_euphotic_10m_4807	796	-	3.2.1.37	Bacteria	glycosyl hydrolase (EC:3.2.1.37) K01198 xylan 1,4-beta-xylosidase
upper_euphotic_10m_4807_1	446	349	795	upper_euphotic_10m_4807	796	-		all	hypothetical protein
upper_euphotic_10m_2361_0	896	1	897	upper_euphotic_10m_2361	925	+		all	hypothetical protein
upper_euphotic_10m_2362_0	836	141	977	upper_euphotic_10m_2362	978	+		Ancona	luciferase family oxidoreductase, group 1
upper_euphotic_10m_5403_0	812	93	905	upper_euphotic_10m_5403	973	+		all	hypothetical protein
upper_euphotic_10m_5404_0	608	2	610	upper_euphotic_10m_5404	968	-		unclassified Verrucomicrobia (miscellaneous)	coiled-coil protein
upper_euphotic_10m_2365_0	71	1	72	upper_euphotic_10m_2365	604	-		all	hypothetical protein
upper_euphotic_10m_2365_1	533	69	602	upper_euphotic_10m_2365	604	-	1.1.1.65	Proteobacteria	pyridoxine 4-dehydrogenase (EC:1.1.1.65)
upper_euphotic_10m_2366_0	275	196	471	upper_euphotic_10m_2366	944	+		all	hypothetical protein
upper_euphotic_10m_2366_1	332	507	839	upper_euphotic_10m_2366	944	+		SAR86 cluster	Zinc ABC transporter, periplasmic-binding protein ZnuA
upper_euphotic_10m_2367_0	623	52	675	upper_euphotic_10m_2367	821	-		all	hypothetical protein
upper_euphotic_10m_2368_0	674	14	688	upper_euphotic_10m_2368	934	+		all	hypothetical protein
upper_euphotic_10m_5409_0	854	2	856	upper_euphotic_10m_5409	856	-		all	hypothetical protein
upper_euphotic_10m_6485_0	338	2	340	upper_euphotic_10m_6485	999	-		Vibrionaceae	cobalamin synthesis protein P47K
upper_euphotic_10m_4304_0	467	2	469	upper_euphotic_10m_4304	974	+		all	hypothetical protein
upper_euphotic_10m_4304_1	260	712	972	upper_euphotic_10m_4304	974	+		all	hypothetical protein
upper_euphotic_10m_6487_0	374	1	375	upper_euphotic_10m_6487	1010	-	6.1.1.1	Pseudomonaceae/Moraxellaceae group	tyrosyl-tRNA synthetase (EC:6.1.1.1) K01866
upper_euphotic_10m_6487_1	470	423	893	upper_euphotic_10m_6487	1010	+		all	hypothetical protein
upper_euphotic_10m_6486_0	722	3	725	upper_euphotic_10m_6486	727	+	3.6.3.14	Bacillus/Clostridium group	F-ATPase family transporter: protons (vacuolar) K02145 V-type H+-transporting ATPase subunit A
upper_euphotic_10m_6481_0	824	3	827	upper_euphotic_10m_6481	998	+		all	hypothetical protein
upper_euphotic_10m_6480_0	614	84	698	upper_euphotic_10m_6480	987	-		Marinobacter manganoxydans MnI7-9	cytoplasmic chaperone TorD family protein
upper_euphotic_10m_6480_1	212	775	987	upper_euphotic_10m_6480	987	-		all	hypothetical protein
upper_euphotic_10m_6483_0	692	113	805	upper_euphotic_10m_6483	805	+		all	hypothetical protein
upper_euphotic_10m_6482_0	488	243	731	upper_euphotic_10m_6482	786	+		all	hypothetical protein
upper_euphotic_10m_6489_0	725	84	809	upper_euphotic_10m_6489	810	+		all	hypothetical protein
upper_euphotic_10m_4306_0	422	1	423	upper_euphotic_10m_4306	978	-		SAR 116 cluster alpha proteobacterium HIMB100	Protein-N(5)-glutamine methyltransferase PrmC, methylates polypeptide chain release factors RF1 RF2
upper_euphotic_10m_4306_1	377	420	797	upper_euphotic_10m_4306	978	-		"Alphabacteria" Cavalier-Smith 1992	pco064740 LOC100274396 K02835 peptide chain release factor 1
upper_euphotic_10m_4307_0	251	85	336	upper_euphotic_10m_4307	655	-		all	hypothetical protein
upper_euphotic_10m_4307_1	173	389	562	upper_euphotic_10m_4307	655	+		all	hypothetical protein
upper_euphotic_10m_4300_0	338	3	341	upper_euphotic_10m_4300	993	+		all	hypothetical protein
upper_euphotic_10m_4300_1	239	381	620	upper_euphotic_10m_4300	993	+		all	hypothetical protein
upper_euphotic_10m_4300_2	308	684	992	upper_euphotic_10m_4300	993	-		all	hypothetical protein
upper_euphotic_10m_4301_0	497	3	500	upper_euphotic_10m_4301	951	-		all	hypothetical protein
upper_euphotic_10m_4301_1	236	597	833	upper_euphotic_10m_4301	951	-		all	hypothetical protein
upper_euphotic_10m_4301_2	119	830	949	upper_euphotic_10m_4301	951	-		all	hypothetical protein
upper_euphotic_10m_2030_0	698	12	710	upper_euphotic_10m_2030	1049	-		Cyanobacteria	cation efflux system protein K07239 heavy-metal exporter, HME family
upper_euphotic_10m_2030_1	206	843	1049	upper_euphotic_10m_2030	1049	+		all	hypothetical protein
upper_euphotic_10m_2031_0	110	465	575	upper_euphotic_10m_2031	926	+		all	hypothetical protein
upper_euphotic_10m_2032_0	944	3	947	upper_euphotic_10m_2032	948	-		all	hypothetical protein
upper_euphotic_10m_2033_0	275	2	277	upper_euphotic_10m_2033	898	-	1.1.1.95	Bacteria	phgdh phosphoglycerate dehydrogenase (EC:1.1.1.95) K00058 D-3-phosphoglycerate
upper_euphotic_10m_2033_1	581	317	898	upper_euphotic_10m_2033	898	-		Chthoniobacter flavus Ellin514	Septum formation protein Maf
upper_euphotic_10m_2034_0	89	1	90	upper_euphotic_10m_2034	984	-		all	hypothetical protein
upper_euphotic_10m_2034_1	497	71	568	upper_euphotic_10m_2034	984	-		all	hypothetical protein
upper_euphotic_10m_2034_2	302	682	984	upper_euphotic_10m_2034	984	-	3.5.2.14	Novosphingobium	N-methylhydantoinase B (EC:3.5.2.14)
upper_euphotic_10m_2035_0	605	50	655	upper_euphotic_10m_2035	657	-		all	hypothetical protein
upper_euphotic_10m_2036_0	152	2	154	upper_euphotic_10m_2036	901	+		all	hypothetical protein
upper_euphotic_10m_2036_1	116	270	386	upper_euphotic_10m_2036	901	+		all	hypothetical protein
upper_euphotic_10m_2036_2	149	752	901	upper_euphotic_10m_2036	901	+		all	hypothetical protein
upper_euphotic_10m_2037_0	92	1	93	upper_euphotic_10m_2037	928	-		all	hypothetical protein
upper_euphotic_10m_2037_1	227	504	731	upper_euphotic_10m_2037	928	-		all	hypothetical protein
upper_euphotic_10m_2038_0	332	361	693	upper_euphotic_10m_2038	970	-		all	hypothetical protein
upper_euphotic_10m_2039_0	434	3	437	upper_euphotic_10m_2039	802	-		all	hypothetical protein
upper_euphotic_10m_2039_1	317	485	802	upper_euphotic_10m_2039	802	+		all	hypothetical protein
upper_euphotic_10m_4303_0	221	141	362	upper_euphotic_10m_4303	1021	-		all	hypothetical protein
upper_euphotic_10m_4939_0	890	3	893	upper_euphotic_10m_4939	893	-	2.3.3.9	Gammaproteobacteria	malate synthase G (EC:2.3.3.9) K01638
upper_euphotic_10m_4938_0	386	73	459	upper_euphotic_10m_4938	696	+		all	hypothetical protein
upper_euphotic_10m_6261_0	623	83	706	upper_euphotic_10m_6261	756	+	4.2.1.24	Gammaproteobacteria	delta-aminolevulinic acid dehydratase, putative (EC:4.2.1.24) K01698 porphobilinogen synthase
upper_euphotic_10m_6260_0	347	199	546	upper_euphotic_10m_6260	1278	-		all	hypothetical protein
upper_euphotic_10m_6263_0	743	2	745	upper_euphotic_10m_6263	1098	+		all	hypothetical protein
upper_euphotic_10m_6263_1	278	820	1098	upper_euphotic_10m_6263	1098	+		all	hypothetical protein
upper_euphotic_10m_6262_0	743	3	746	upper_euphotic_10m_6262	871	+	1.1.1.23	Proteobacteria	histidinol dehydrogenase, putative K00013 dehydrogenase
upper_euphotic_10m_6265_0	926	14	940	upper_euphotic_10m_6265	1017	-		Verrucomicrobia	-putative related to sulfatases
upper_euphotic_10m_6264_0	89	7	96	upper_euphotic_10m_6264	1048	-		all	hypothetical protein
upper_euphotic_10m_6264_1	647	325	972	upper_euphotic_10m_6264	1048	-	3.6.4.3	"Gonococcus" Lindau 1898	ATP-dependent metalloprotease FtsH (EC:3.6.4.3) K03798 cell division protease
upper_euphotic_10m_6267_0	554	2	556	upper_euphotic_10m_6267	1066	-		"Mycobacterium balnei" Linell and Norden 1952	hypothetical LOC575554
upper_euphotic_10m_6267_1	146	495	641	upper_euphotic_10m_6267	1066	-		all	hypothetical protein
upper_euphotic_10m_6266_0	620	3	623	upper_euphotic_10m_6266	1019	-		unclassified Flavobacteria	Beta-lactamase
upper_euphotic_10m_6266_1	116	749	865	upper_euphotic_10m_6266	1019	-		all	hypothetical protein
upper_euphotic_10m_6269_0	197	2	199	upper_euphotic_10m_6269	1013	+		all	hypothetical protein
upper_euphotic_10m_6269_1	311	241	552	upper_euphotic_10m_6269	1013	+		all	hypothetical protein
upper_euphotic_10m_6269_2	206	644	850	upper_euphotic_10m_6269	1013	+		all	hypothetical protein
upper_euphotic_10m_6269_3	89	923	1012	upper_euphotic_10m_6269	1013	-		all	hypothetical protein
upper_euphotic_10m_6268_0	707	3	710	upper_euphotic_10m_6268	944	+		Verrucomicrobia	probable serine/threonine protein kinase related
upper_euphotic_10m_1219_0	383	7	390	upper_euphotic_10m_1219	980	-		CCMP 1375	dnaK HSP70 family molecular chaperone
upper_euphotic_10m_1219_1	92	522	614	upper_euphotic_10m_1219	980	-		all	hypothetical protein
upper_euphotic_10m_1219_2	89	633	722	upper_euphotic_10m_1219	980	-		all	hypothetical protein
upper_euphotic_10m_1218_0	695	1	696	upper_euphotic_10m_1218	698	+		all	hypothetical protein
upper_euphotic_10m_1215_0	566	30	596	upper_euphotic_10m_1215	973	+		"Alphabacteria" Cavalier-Smith 1992	30S ribosomal protein S9 (EC:2.4.99.-) K02996 small subunit
upper_euphotic_10m_1215_1	203	769	972	upper_euphotic_10m_1215	973	+		all	hypothetical protein
upper_euphotic_10m_1214_0	509	1	510	upper_euphotic_10m_1214	598	+		all	hypothetical protein
upper_euphotic_10m_1217_0	395	2	397	upper_euphotic_10m_1217	980	+		all	hypothetical protein
upper_euphotic_10m_1217_1	395	584	979	upper_euphotic_10m_1217	980	+		all	hypothetical protein
upper_euphotic_10m_1216_0	236	3	239	upper_euphotic_10m_1216	909	-		Actinomycetales	acyl-CoA dehydrogenase domain-containing protein
upper_euphotic_10m_1216_1	461	447	908	upper_euphotic_10m_1216	909	+		all	hypothetical protein
upper_euphotic_10m_1211_0	701	48	749	upper_euphotic_10m_1211	974	-	6.1.1.20	'Methanomicrobia'	pheT phenylalanyl-tRNA synthetase subunit beta (EC:6.1.1.20) K01890 chain
upper_euphotic_10m_1211_1	215	758	973	upper_euphotic_10m_1211	974	-		all	hypothetical protein
upper_euphotic_10m_1210_0	431	1	432	upper_euphotic_10m_1210	573	-		Bacteria	ATPase associated various cellular activities K03924 MoxR-like
upper_euphotic_10m_1213_0	218	2	220	upper_euphotic_10m_1213	975	+		Proteobacteria	phosphate ABC transporter inner membrane subunit PstC K02037 transport system permease protein
upper_euphotic_10m_1213_1	734	213	947	upper_euphotic_10m_1213	975	+		all	hypothetical protein
upper_euphotic_10m_1212_0	278	3	281	upper_euphotic_10m_1212	450	+		all	hypothetical protein
upper_euphotic_10m_5688_0	101	2	103	upper_euphotic_10m_5688	499	-		all	hypothetical protein
upper_euphotic_10m_5688_1	239	258	497	upper_euphotic_10m_5688	499	+		Bacteria	rod shape-determining protein Mbl K03569 MreB related proteins
upper_euphotic_10m_5689_0	437	1	438	upper_euphotic_10m_5689	799	-		Proteobacteria	aminotransferase family protein, putative
upper_euphotic_10m_5682_0	221	1	222	upper_euphotic_10m_5682	834	+		CCMP 1375	vacB putative acetazolamide conferring resistance protein Zam K12573 ribonuclease R
upper_euphotic_10m_5682_1	152	647	799	upper_euphotic_10m_5682	834	+		all	hypothetical protein
upper_euphotic_10m_5683_0	392	3	395	upper_euphotic_10m_5683	580	-		all	hypothetical protein
upper_euphotic_10m_5680_0	269	3	272	upper_euphotic_10m_5680	734	+		all	hypothetical protein
upper_euphotic_10m_5681_0	767	2	769	upper_euphotic_10m_5681	950	-		Bacteria	similar to Protein translocase subunit secA, chloroplastic K03070 preprotein SecA
upper_euphotic_10m_5686_0	497	2	499	upper_euphotic_10m_5686	500	-		all	hypothetical protein
upper_euphotic_10m_5687_0	821	12	833	upper_euphotic_10m_5687	835	-		all	hypothetical protein
upper_euphotic_10m_5684_0	557	3	560	upper_euphotic_10m_5684	938	+	4.3.2.2	Cyanobacteria	purB adenylosuccinate lyase (EC:4.3.2.2) K01756
upper_euphotic_10m_5684_1	218	609	827	upper_euphotic_10m_5684	938	+	4.2.1.2	Bacteria	fumC fumarate hydratase (EC:4.2.1.2) K01679 hydratase, class II
upper_euphotic_10m_5685_0	323	54	377	upper_euphotic_10m_5685	496	-		Cyanobacteria	membrane protein, multidrug efflux associated K01992 ABC-2 type transport system permease protein
upper_euphotic_10m_5685_1	122	374	496	upper_euphotic_10m_5685	496	-		all	hypothetical protein
upper_euphotic_10m_3393_0	161	609	770	upper_euphotic_10m_3393	952	+		all	hypothetical protein
upper_euphotic_10m_1985_0	788	3	791	upper_euphotic_10m_1985	791	-		all	hypothetical protein
upper_euphotic_10m_1328_0	413	2	415	upper_euphotic_10m_1328	417	+		all	hypothetical protein
upper_euphotic_10m_4759_0	704	2	706	upper_euphotic_10m_4759	959	-		"Euryarchaeota" Woese et al. 1990	transcription initiation factor IIB (TFIIB) K03124 TFIIB
upper_euphotic_10m_4758_0	350	148	498	upper_euphotic_10m_4758	498	+		all	hypothetical protein
upper_euphotic_10m_1325_0	362	3	365	upper_euphotic_10m_1325	367	-	2.6.1.83	Proteobacteria	LL-diaminopimelate aminotransferase (EC:2.6.1.83)
upper_euphotic_10m_1324_0	527	70	597	upper_euphotic_10m_1324	915	+	2.7.4.9	Bacteria	tmk Tmk (EC:2.7.4.9) K00943 dTMP kinase
upper_euphotic_10m_1324_1	320	594	914	upper_euphotic_10m_1324	915	+	4.4.1.8	Bacteria	malY putative aminotransferase K14155 cystathione beta-lyase
upper_euphotic_10m_1327_0	344	1	345	upper_euphotic_10m_1327	950	+	1.1.1.85	Bacteria	leuB 3-isopropylmalate dehydrogenase (EC:1.1.1.85) K00052
upper_euphotic_10m_1327_1	278	589	867	upper_euphotic_10m_1327	950	+		all	hypothetical protein
upper_euphotic_10m_1326_0	257	41	298	upper_euphotic_10m_1326	959	+		"Sporovibrio" Starkey 1938	N-acetyl sugar amidotransferase
upper_euphotic_10m_1326_1	407	379	786	upper_euphotic_10m_1326	959	+		all	hypothetical protein
upper_euphotic_10m_1326_2	161	797	958	upper_euphotic_10m_1326	959	+		all	hypothetical protein
upper_euphotic_10m_1321_0	704	1	705	upper_euphotic_10m_1321	921	+		Coraliomargarita akajimensis DSM 45221	UDP-N-acetylenolpyruvoylglucosamine reductase
upper_euphotic_10m_4752_0	932	34	966	upper_euphotic_10m_4752	968	-		Rhodospirillales	tRNA rRNA cytosine-C5-methylase, putative K03500 ribosomal RNA small subunit methyltransferase B
upper_euphotic_10m_4751_0	317	3	320	upper_euphotic_10m_4751	461	-	2.7.1.66	Proteobacteria	bacA bacitracin resistance protein BacA/undecaprenol kinase (EC:2.7.1.66) K06153 undecaprenyl-diphosphatase
upper_euphotic_10m_1322_0	401	3	404	upper_euphotic_10m_1322	421	+		all	hypothetical protein
upper_euphotic_10m_5879_0	809	41	850	upper_euphotic_10m_5879	850	+		"Alphabacteria" Cavalier-Smith 1992	mutL DNA mismatch repair protein K03572 protein MutL
upper_euphotic_10m_5878_0	113	2	115	upper_euphotic_10m_5878	905	+		all	hypothetical protein
upper_euphotic_10m_5878_1	188	131	319	upper_euphotic_10m_5878	905	+		all	hypothetical protein
upper_euphotic_10m_5878_2	407	277	684	upper_euphotic_10m_5878	905	+		all	hypothetical protein
upper_euphotic_10m_5875_0	218	3	221	upper_euphotic_10m_5875	949	-		all	hypothetical protein
upper_euphotic_10m_5875_1	455	290	745	upper_euphotic_10m_5875	949	-		all	hypothetical protein
upper_euphotic_10m_5874_0	521	22	543	upper_euphotic_10m_5874	969	+		all	hypothetical protein
upper_euphotic_10m_5874_1	233	563	796	upper_euphotic_10m_5874	969	+		all	hypothetical protein
upper_euphotic_10m_5874_2	131	816	947	upper_euphotic_10m_5874	969	+		all	hypothetical protein
upper_euphotic_10m_5877_0	881	2	883	upper_euphotic_10m_5877	883	+	1.5.99.2	"Alphabacteria" Cavalier-Smith 1992	FAD dependent oxidoreductase K00315 dimethylglycine dehydrogenase
upper_euphotic_10m_5876_0	323	419	742	upper_euphotic_10m_5876	962	-		all	hypothetical protein
upper_euphotic_10m_5871_0	821	3	824	upper_euphotic_10m_5871	1022	-		all	hypothetical protein
upper_euphotic_10m_5870_0	380	4	384	upper_euphotic_10m_5870	386	-		all	hypothetical protein
upper_euphotic_10m_5873_0	167	222	389	upper_euphotic_10m_5873	1009	-		all	hypothetical protein
upper_euphotic_10m_5873_1	299	417	716	upper_euphotic_10m_5873	1009	+		all	hypothetical protein
upper_euphotic_10m_5873_2	113	716	829	upper_euphotic_10m_5873	1009	+		all	hypothetical protein
upper_euphotic_10m_5872_0	197	58	255	upper_euphotic_10m_5872	1004	-		all	hypothetical protein
upper_euphotic_10m_5872_1	617	266	883	upper_euphotic_10m_5872	1004	-		all	hypothetical protein
