ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
omz_770m_2850_0	575	58	633	omz_770m_2850	867	-	2.5.1.47	Shewanella	cysM cysteine synthase B (EC:2.5.1.47) K12339
omz_770m_6833_0	308	3	311	omz_770m_6833	903	-		all	hypothetical protein
omz_770m_3209_0	866	1	867	omz_770m_3209	906	+		all	hypothetical protein
omz_770m_3208_0	266	2	268	omz_770m_3208	899	+		"Alphabacteria" Cavalier-Smith 1992	mreD rod shape-determining protein MreD K05837 shape determining RodA
omz_770m_3208_1	362	374	736	omz_770m_3208	899	+		alpha proteobacterium HIMB114	
omz_770m_10914_0	584	51	635	omz_770m_10914	1013	+	3.4.13.9	Proteobacteria	eutD ectoine utilization protein EutD (EC:3.-.-.-) K01271 Xaa-Pro dipeptidase
omz_770m_6832_0	131	1	132	omz_770m_6832	910	+		all	hypothetical protein
omz_770m_6832_1	185	132	317	omz_770m_6832	910	+		Bacteria	rpsN 30S ribosomal protein S14 K02954 small subunit S14
omz_770m_6832_2	398	330	728	omz_770m_6832	910	+		Bacillus/Clostridium group	rpsH 30S ribosomal protein S8 K02994 small subunit S8
omz_770m_6832_3	173	735	908	omz_770m_6832	910	+		all	hypothetical protein
omz_770m_3203_0	209	16	225	omz_770m_3203	967	+		all	hypothetical protein
omz_770m_3203_1	458	285	743	omz_770m_3203	967	-		all	
omz_770m_3202_0	437	2	439	omz_770m_3202	872	+	3.6.3.20	SAR324 cluster bacterium JCVI-SC AAA005	ugpC3 sugar ABC transporter (EC:3.6.3.20) K10112 maltose/maltodextrin transport system ATP-binding protein
omz_770m_3202_1	377	479	856	omz_770m_3202	872	+		Proteobacteria	cupin 2 barrel domain-containing protein (EC:1.-.-.-)
omz_770m_3201_0	749	3	752	omz_770m_3201	754	+	4.6.1.1	'Bradyrhizobiaceae'	adenylate/guanylate cyclase CHASE sensor K01768 adenylate
omz_770m_3200_0	872	2	874	omz_770m_3200	875	+		Melioribacter roseus P3M	peptidase M16-like K07263 zinc protease
omz_770m_8967_0	368	44	412	omz_770m_8967	1074	-		all	
omz_770m_8967_1	149	399	548	omz_770m_8967	1074	-		all	hypothetical protein
omz_770m_8967_2	182	594	776	omz_770m_8967	1074	-		all	hypothetical protein
omz_770m_3206_0	395	272	667	omz_770m_3206	900	-	4.2.1.108	Bacteria	ectC L-ectoine synthase K06720 synthase
omz_770m_3205_0	815	3	818	omz_770m_3205	819	-	6.3.5.7	Bacteria	GATB GATB (GLU-ADT SUBUNIT B) carbon-nitrogen ligase, glutamine as amido-N-donor / glutaminyl-tRNA synthase (glutamine-hydrolyzing)/ ligase (EC:6.3.5.7) K02434 aspartyl-tRNA(Asn)/glutamyl-tRNA (Gln) amidotransferase subunit B
omz_770m_3204_0	260	1	261	omz_770m_3204	836	+		all	hypothetical protein
omz_770m_3204_1	599	237	836	omz_770m_3204	836	+		"Alphabacteria" Cavalier-Smith 1992	uncharacterized conserved protein ucp033924
omz_770m_6830_0	638	193	831	omz_770m_6830	897	+	2.7.8.13	"Alphabacteria" Cavalier-Smith 1992	mraY phospho-N-acetylmuramoyl-pentapeptide-transferase (EC:2.7.8.13) K01000
omz_770m_7436_0	614	2	616	omz_770m_7436	881	-	3.1.4.16	Bacteria	metal dependent phosphohydrolase (EC:3.1.4.16) K06950 uncharacterized protein
omz_770m_6837_0	476	354	830	omz_770m_6837	924	+		Proteobacteria	putative monomeric sarcosine oxidase
omz_770m_7437_0	548	2	550	omz_770m_7437	1012	-		ATCC 43812	SSS sodium solute transporter superfamily K03307 solute:Na+ symporter, family
omz_770m_8424_0	707	1	708	omz_770m_8424	844	-		all	hypothetical protein
omz_770m_8424_1	131	713	844	omz_770m_8424	844	-		all	hypothetical protein
omz_770m_6836_0	800	3	803	omz_770m_6836	896	-		all	hypothetical protein
omz_770m_8425_0	512	330	842	omz_770m_8425	950	+		all	hypothetical protein
omz_770m_6835_0	152	3	155	omz_770m_6835	947	+		all	hypothetical protein
omz_770m_6835_1	758	187	945	omz_770m_6835	947	-		all	hypothetical protein
omz_770m_6834_0	176	735	911	omz_770m_6834	913	-		all	hypothetical protein
omz_770m_3148_0	632	1	633	omz_770m_3148	934	+		Glaciecola	TonB-dependent receptor K02014 iron complex outermembrane recepter protein
omz_770m_3148_1	209	617	826	omz_770m_3148	934	+		all	hypothetical protein
omz_770m_3149_0	329	3	332	omz_770m_3149	850	+		all	hypothetical protein
omz_770m_3149_1	410	417	827	omz_770m_3149	850	+		Gammaproteobacteria	aminopeptidase C
omz_770m_3144_0	71	3	74	omz_770m_3144	912	-		all	hypothetical protein
omz_770m_3144_1	311	123	434	omz_770m_3144	912	-		all	hypothetical protein
omz_770m_3145_0	842	2	844	omz_770m_3145	845	-		all	hypothetical protein
omz_770m_3146_0	722	1	723	omz_770m_3146	835	+		all	hypothetical protein
omz_770m_3146_1	71	762	833	omz_770m_3146	835	+		all	hypothetical protein
omz_770m_3147_0	272	3	275	omz_770m_3147	878	-		all	hypothetical protein
omz_770m_3147_1	398	315	713	omz_770m_3147	878	+		all	hypothetical protein
omz_770m_3140_0	845	3	848	omz_770m_3140	848	-		all	hypothetical protein
omz_770m_3141_0	83	3	86	omz_770m_3141	878	-		all	hypothetical protein
omz_770m_3141_1	224	654	878	omz_770m_3141	878	+		SAR324 cluster bacterium SCGC AAA001-C10	Transcriptional regulator, MarR family
omz_770m_3142_0	866	1	867	omz_770m_3142	869	-		all	hypothetical protein
omz_770m_3143_0	512	308	820	omz_770m_3143	875	-	2.7.7.4	Bacteria	translation elongation factor, putative (EC:2.7.7.4)
omz_770m_8344_0	191	297	488	omz_770m_8344	956	+		all	hypothetical protein
omz_770m_10123_0	914	1	915	omz_770m_10123	930	-	3.4.11.2	Bacteria	putative peptidase M1, membrane alanine aminopeptidase (EC:3.4.11.2)
omz_770m_4499_0	818	3	821	omz_770m_4499	956	-	1.14.13.2	Proteobacteria	pobA 4-hydroxybenzoate 3-monooxygenase (EC:1.14.13.2) K00481 p-hydroxybenzoate
omz_770m_4498_0	803	38	841	omz_770m_4498	1007	+	1.2.1.3	Gammaproteobacteria	aldH aldehyde dehydrogenase (NAD(+)) (EC:1.2.1.3) K00128 (NAD+)
omz_770m_4497_0	815	118	933	omz_770m_4497	963	+	1.3.3.1	Bacteria	dihydroorotate oxidase B, catalytic subunit (EC:1.3.3.1) K00226
omz_770m_4496_0	479	1	480	omz_770m_4496	980	-		all	hypothetical protein
omz_770m_4496_1	209	632	841	omz_770m_4496	980	-		all	hypothetical protein
omz_770m_4496_2	122	858	980	omz_770m_4496	980	-		all	hypothetical protein
omz_770m_4495_0	965	2	967	omz_770m_4495	967	-		all	hypothetical protein
omz_770m_4494_0	653	146	799	omz_770m_4494	974	+		all	hypothetical protein
omz_770m_4493_0	845	52	897	omz_770m_4493	988	+		Bacteria	
omz_770m_4492_0	980	2	982	omz_770m_4492	983	+		all	hypothetical protein
omz_770m_4491_0	659	3	662	omz_770m_4491	664	+		Bacteria	major facilitator superfamily
omz_770m_4490_0	218	3	221	omz_770m_4490	986	-		all	hypothetical protein
omz_770m_4490_1	308	557	865	omz_770m_4490	986	-		all	hypothetical protein
omz_770m_2639_0	620	1	621	omz_770m_2639	863	-		Bermanella marisrubri	
omz_770m_2639_1	122	587	709	omz_770m_2639	863	-		all	hypothetical protein
omz_770m_2638_0	461	320	781	omz_770m_2638	909	+		Roseobacter sp. AzwK-3b	integrase/recombinase, phage integrase family
omz_770m_2635_0	752	3	755	omz_770m_2635	981	-	1.1.1.23	Proteobacteria	histidinol dehydrogenase, putative K00013 dehydrogenase
omz_770m_2634_0	560	3	563	omz_770m_2634	906	-	1.1.99.1	Bacteria	glucose-methanol-choline oxidoreductase K00108 choline dehydrogenase
omz_770m_2637_0	218	2	220	omz_770m_2637	912	+		all	hypothetical protein
omz_770m_2637_1	485	251	736	omz_770m_2637	912	-		all	hypothetical protein
omz_770m_2636_0	335	522	857	omz_770m_2636	973	+		all	hypothetical protein
omz_770m_2631_0	251	45	296	omz_770m_2631	883	-		all	hypothetical protein
omz_770m_2631_1	479	403	882	omz_770m_2631	883	+		Actinomycetales	DEAD/DEAH box helicase domain-containing protein
omz_770m_2630_0	350	2	352	omz_770m_2630	886	+		all	hypothetical protein
omz_770m_2630_1	398	488	886	omz_770m_2630	886	-		all	
omz_770m_2633_0	641	1	642	omz_770m_2633	899	-	1.5.1.5	BCF group	C1-5,6,7,8-tetrahydrofolate (THF) synthase (EC:1.5.1.5 3.5.4.9 6.3.4.3) K00288 methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase formyltetrahydrofolate synthetase
omz_770m_2632_0	671	1	672	omz_770m_2632	983	+		unclassified Gammaproteobacteria (miscellaneous)	Hypothetical protein COG3496
omz_770m_2632_1	287	695	982	omz_770m_2632	983	+		all	hypothetical protein
omz_770m_8778_0	314	2	316	omz_770m_8778	949	-	6.3.4.13	Bacteria	phosphoribosylamine/glycine ligase (EC:6.3.4.13 4.1.1.21) K01945 phosphoribosylamine--glycine
omz_770m_8778_1	491	401	892	omz_770m_8778	949	+		Chroococcales	FIG01041350:
omz_770m_8779_0	656	168	824	omz_770m_8779	947	+		all	hypothetical protein
omz_770m_8776_0	875	3	878	omz_770m_8776	878	+		Bacteria	von Willebrand factor type A K07114 uncharacterized protein
omz_770m_8777_0	806	14	820	omz_770m_8777	889	+		all	putative (Protein-PII) uridylyltransferase
omz_770m_8774_0	662	63	725	omz_770m_8774	904	+		all	
omz_770m_8775_0	563	3	566	omz_770m_8775	881	-	3.6.4.12	Gammaproteobacteria	recG RecG-like helicases K03655 ATP-dependent DNA helicase RecG
omz_770m_8775_1	254	598	852	omz_770m_8775	881	-		Proteobacteria	putative endoribonuclease L-PSP K07567 TdcF protein
omz_770m_8772_0	653	204	857	omz_770m_8772	858	+		all	hypothetical protein
omz_770m_8773_0	902	1	903	omz_770m_8773	904	-	1.6.99.5	Bacteria	proton-translocating NADH-quinone oxidoreductase, chain L (EC:1.6.99.5) K00341 NADH dehydrogenase I subunit
omz_770m_8770_0	170	2	172	omz_770m_8770	965	-		all	hypothetical protein
omz_770m_8770_1	173	296	469	omz_770m_8770	965	-		all	hypothetical protein
omz_770m_8771_0	707	2	709	omz_770m_8771	709	+		Bacteria	N-acetylgalactosamine 6-sulfatase (GALNS)
omz_770m_10129_0	860	3	863	omz_770m_10129	883	+		all	
omz_770m_9177_0	491	35	526	omz_770m_9177	962	+		all	hypothetical protein
omz_770m_9177_1	359	551	910	omz_770m_9177	962	+		all	hypothetical protein
omz_770m_9176_0	500	2	502	omz_770m_9176	989	+	5.3.1.6	Bacteria	sugar-phosphate isomerase, RpiB/LacA/LacB family (EC:5.3.1.6) K01808 ribose 5-phosphate isomerase B
omz_770m_9176_1	278	512	790	omz_770m_9176	989	+		Actinomycetales	FIG01050400:
omz_770m_9175_0	74	1034	1108	omz_770m_9175	1110	-		all	hypothetical protein
omz_770m_9174_0	137	3	140	omz_770m_9174	1003	+		all	hypothetical protein
omz_770m_9174_1	407	292	699	omz_770m_9174	1003	-		all	hypothetical protein
omz_770m_9173_0	179	688	867	omz_770m_9173	868	+		all	hypothetical protein
omz_770m_9172_0	101	1	102	omz_770m_9172	1109	-		all	hypothetical protein
omz_770m_9172_1	191	664	855	omz_770m_9172	1109	-		all	hypothetical protein
omz_770m_9172_2	101	1006	1107	omz_770m_9172	1109	-		all	hypothetical protein
omz_770m_9170_0	194	2	196	omz_770m_9170	858	+		all	
omz_770m_9170_1	233	524	757	omz_770m_9170	858	+		all	hypothetical protein
omz_770m_10507_0	128	1	129	omz_770m_10507	1059	-		all	hypothetical protein
omz_770m_10507_1	725	332	1057	omz_770m_10507	1059	-		all	hypothetical protein
omz_770m_9179_0	563	2	565	omz_770m_9179	941	-		"Microstreptospora" Yan et al.	carbon-monoxide dehydrogenase medium subunit
omz_770m_9179_1	323	618	941	omz_770m_9179	941	+		all	transcriptional regulator
omz_770m_9178_0	980	3	983	omz_770m_9178	985	+		all	hypothetical protein
omz_770m_1780_0	161	2	163	omz_770m_1780	872	+		all	hypothetical protein
omz_770m_1780_1	521	156	677	omz_770m_1780	872	-		all	hypothetical protein
omz_770m_1781_0	611	55	666	omz_770m_1781	921	-		all	hypothetical protein
omz_770m_1781_1	125	749	874	omz_770m_1781	921	+		all	hypothetical protein
omz_770m_1782_0	257	3	260	omz_770m_1782	935	-	3.5.2.9	Gammaproteobacteria	5-oxoprolinase (ATP-hydrolyzing) (EC:3.5.2.9) K01473 N-methylhydantoinase A
omz_770m_1782_1	188	498	686	omz_770m_1782	935	+	3.2.2.23	Proteobacteria	DNA-(apurinic or apyrimidinic site) lyase / formamidopyrimidine-DNA glycosylase (EC:3.2.2.23 4.2.99.18) K10563
omz_770m_1782_2	212	721	933	omz_770m_1782	935	+	3.2.2.23	Gammaproteobacteria	Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)
omz_770m_1783_0	584	15	599	omz_770m_1783	912	-		all	hypothetical protein
omz_770m_1783_1	122	789	911	omz_770m_1783	912	-		all	hypothetical protein
omz_770m_1784_0	428	2	430	omz_770m_1784	1019	+		all	hypothetical protein
omz_770m_1784_1	143	875	1018	omz_770m_1784	1019	+		all	hypothetical protein
omz_770m_1785_0	290	247	537	omz_770m_1785	1033	+		all	
omz_770m_1785_1	149	539	688	omz_770m_1785	1033	+		all	hypothetical protein
omz_770m_1786_0	590	196	786	omz_770m_1786	971	+		all	hypothetical protein
omz_770m_1787_0	497	14	511	omz_770m_1787	835	+		all	hypothetical protein
omz_770m_1788_0	584	177	761	omz_770m_1788	1060	-	6.2.1.26	Bacteria	putative O-succinylbenzoate--CoA ligase (EC:6.2.1.26)
omz_770m_1789_0	548	2	550	omz_770m_1789	944	+		Proteobacteria	ccmF cytochrome c biogenesis protein CcmF K02198 c-type CcmF
omz_770m_1789_1	230	602	832	omz_770m_1789	944	+		all	hypothetical protein
omz_770m_10506_0	308	164	472	omz_770m_10506	1078	+	2.7.7.15	Proteobacteria	Cholinephosphate cytidylyltransferase (EC 2.7.7.15)
omz_770m_10506_1	173	469	642	omz_770m_10506	1078	+		all	hypothetical protein
omz_770m_10501_0	299	2	301	omz_770m_10501	935	+	1.4.99.1	Proteobacteria	dadA, dadR D-amino acid dehydrogenase small subunit (EC:1.4.99.1) K00285 D-amino-acid
omz_770m_10501_1	362	294	656	omz_770m_10501	935	+	5.1.1.1	Proteobacteria	alr alanine racemase (EC:5.1.1.1) K01775
omz_770m_6268_0	62	2	64	omz_770m_6268	927	-		all	hypothetical protein
omz_770m_6268_1	497	67	564	omz_770m_6268	927	-		all	hydantoinase
omz_770m_6268_2	281	602	883	omz_770m_6268	927	-		all	hypothetical protein
omz_770m_10500_0	125	353	478	omz_770m_10500	995	+		all	hypothetical protein
omz_770m_10500_1	158	506	664	omz_770m_10500	995	+		all	hypothetical protein
omz_770m_10500_2	182	639	821	omz_770m_10500	995	+		all	hypothetical protein
omz_770m_6262_0	593	233	826	omz_770m_6262	917	+		all	hypothetical protein
omz_770m_6263_0	146	204	350	omz_770m_6263	1036	-		all	hypothetical protein
omz_770m_6260_0	167	141	308	omz_770m_6260	1053	-		all	hypothetical protein
omz_770m_6260_1	155	312	467	omz_770m_6260	1053	-		all	hypothetical protein
omz_770m_6644_0	227	3	230	omz_770m_6644	971	-		all	hypothetical protein
omz_770m_6644_1	683	287	970	omz_770m_6644	971	+		all	hypothetical protein
omz_770m_6645_0	536	89	625	omz_770m_6645	1015	-		Bacteria	infB translation initiation factor IF-2 K02519 IF-2
omz_770m_6645_1	101	625	726	omz_770m_6645	1015	-		all	hypothetical protein
omz_770m_6646_0	128	39	167	omz_770m_6646	973	-		all	hypothetical protein
omz_770m_6646_1	674	164	838	omz_770m_6646	973	-	6.2.1.30	'Rhodobacteraceae'	Phenylacetate-coenzyme A ligase (EC 6.2.1.30)
omz_770m_6647_0	440	2	442	omz_770m_6647	968	+	1.1.1.81	Proteobacteria	ttuD2 hydroxypyruvate reductase oxidoreductase (EC:1.1.1.81) K00050
omz_770m_6640_0	620	1	621	omz_770m_6640	939	-	3.1.6.1	Planctomyces maris DSM 8797	Arylsulfatase (EC 3.1.6.1)
omz_770m_6640_1	155	784	939	omz_770m_6640	939	+		all	hypothetical protein
omz_770m_6641_0	131	1	132	omz_770m_6641	938	-		all	hypothetical protein
omz_770m_6641_1	602	174	776	omz_770m_6641	938	+		all	hypothetical protein
omz_770m_6641_2	101	773	874	omz_770m_6641	938	-		all	hypothetical protein
omz_770m_6642_0	566	49	615	omz_770m_6642	975	-		all	hypothetical protein
omz_770m_6643_0	779	2	781	omz_770m_6643	952	-		all	hypothetical protein
omz_770m_6643_1	227	723	950	omz_770m_6643	952	-		all	hypothetical protein
omz_770m_6266_0	497	239	736	omz_770m_6266	902	-		Bacillales	putative heme peroxidase K09162
omz_770m_6648_0	812	3	815	omz_770m_6648	961	-		all	hypothetical protein
omz_770m_6649_0	395	3	398	omz_770m_6649	1049	-		all	hypothetical protein
omz_770m_6649_1	464	401	865	omz_770m_6649	1049	-		all	hypothetical protein
omz_770m_6267_0	122	741	863	omz_770m_6267	865	+		all	hypothetical protein
omz_770m_6264_0	656	162	818	omz_770m_6264	1019	+	2.3.1.61	all	2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase K00658 dehydrogenase component (dihydrolipoamide succinyltransferase)
omz_770m_1945_0	743	3	746	omz_770m_1945	916	-		Verrucomicrobia bacterium SCGC AAA168-F10	phenazine biosynthesis protein, PhzF family K06998
omz_770m_10502_0	203	883	1086	omz_770m_10502	1638	-		all	hypothetical protein
omz_770m_3922_0	491	2	493	omz_770m_3922	993	-		all	hypothetical protein
omz_770m_3922_1	428	523	951	omz_770m_3922	993	+		all	hypothetical protein
omz_770m_3923_0	347	208	555	omz_770m_3923	901	+		all	hypothetical protein
omz_770m_3923_1	332	545	877	omz_770m_3923	901	+		all	hypothetical protein
omz_770m_3920_0	677	303	980	omz_770m_3920	982	+		all	hypothetical protein
omz_770m_3921_0	137	248	385	omz_770m_3921	1055	+		all	hypothetical protein
omz_770m_3921_1	95	774	869	omz_770m_3921	1055	+		all	hypothetical protein
omz_770m_3921_2	176	818	994	omz_770m_3921	1055	+		all	hypothetical protein
omz_770m_3921_3	98	955	1053	omz_770m_3921	1055	+		all	hypothetical protein
omz_770m_3926_0	632	136	768	omz_770m_3926	950	+		"Microspira" Schroeter 1886	muropeptide permease (EC:2.3.1.-) K08218 MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG
omz_770m_3926_1	107	825	932	omz_770m_3926	950	-		all	hypothetical protein
omz_770m_3927_0	824	3	827	omz_770m_3927	847	+		all	hypothetical protein
omz_770m_3924_0	788	127	915	omz_770m_3924	917	-		all	hypothetical protein
omz_770m_3925_0	176	40	216	omz_770m_3925	1146	+		all	hypothetical protein
omz_770m_3925_1	347	744	1091	omz_770m_3925	1146	+		all	hypothetical protein
omz_770m_3928_0	683	88	771	omz_770m_3928	1036	-		all	hypothetical protein
omz_770m_3929_0	578	3	581	omz_770m_3929	948	-		all	hypothetical protein
omz_770m_8901_0	590	1	591	omz_770m_8901	947	-		all	hypothetical protein
omz_770m_8901_1	164	775	939	omz_770m_8901	947	-		all	hypothetical protein
omz_770m_1977_0	596	3	599	omz_770m_1977	846	-	4.4.1.8	Proteobacteria	IRC7 Irc7p (EC:4.4.1.8) K01760 cystathionine beta-lyase
omz_770m_1977_1	263	583	846	omz_770m_1977	846	-	1.7.1.13	SAR324 cluster bacterium JCVI-SC AAA005	GTP cyclohydrolase I K09457 7-cyano-7-deazaguanine reductase
omz_770m_1976_0	839	1	840	omz_770m_1976	840	+		all	hypothetical protein
omz_770m_1975_0	71	3	74	omz_770m_1975	893	-		all	hypothetical protein
