orf_id	ref dbname	EC	product	value
	RefSeq_complete_nr_v62_dec2013		replicative DNA helicase [Capnocytophaga sp. oral taxon 326]	8.0
	COG_2013-12-27		COG0305 # L Replication, recombination repair Function: Replicative DNA helicase Organism: Streptococcus pyogenes M1 GAS (Spy)	16.0
	seed-2014-01-30		Replicative DNA helicase (EC 3.6.1.-) [Flavobacterium columnare ATCC 49512]	9.0
	KEGG_pep_2013	3.6.4.12	dnaB replicative DNA helicase (EC:3.6.1.-) K02314 [EC:3.6.4.12]	17.0

upper_euphotic_70m_1328_1				
	EggNog_v3_2013_08_07		BB1669 http://www.ncbi.nlm.nih.gov/protein/33600654 putative methyltransferase Similar to Neisseria gonorrhoeae DNA N-4 cytosine methyltransferase m.ngomxv SWALL:Q9AKV2 (EMBL:AJ004687) (153 aa) fasta scores: E(): 8.2e-28, 47.68% id 151 aa, Salmonella typhi sty1026 SWALL:Q8Z7X6 (EMBL:AL627268) (157 1.2e-39, 60.25% 156 aa	34.0
	RefSeq_complete_nr_v62_dec2013		 [Acinetobacter sp. ANC 3862]	4.0
	seed-2014-01-30		putative methyltransferase [Salmonella enterica subsp. serovar Typhi str. P-stx-12]	9.0
	KEGG_pep_2013		DNA N-4 cytosine methyltransferase M.NgoMXV	5.0

upper_euphotic_70m_4664_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/26987879 3-hydroxyisobutyrate dehydrogenase identified match to TIGR protein family HMM TIGR01505	10.0
	RefSeq_complete_nr_v62_dec2013		6-phosphogluconate dehydrogenase [Sinorhizobium meliloti]	4.0
	COG_2013-12-27		COG2084 # I Lipid transport metabolism Function: 3-hydroxyisobutyrate dehydrogenase related beta-hydroxyacid dehydrogenases Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	19.0
	seed-2014-01-30	1.1.1.31	3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31) [Rhizobium sp. CCGE 510]	18.0
	KEGG_pep_2013	1.1.1.60	3-hydroxyacyl-CoA dehydrogenase K00042 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	16.0

upper_euphotic_70m_4667_0				
	RefSeq_complete_nr_v62_dec2013		F0F1 ATP synthase subunit gamma [SAR116 cluster alpha proteobacterium HIMB100]	10.0
	seed-2014-01-30	3.6.3.14	ATP synthase gamma chain (EC 3.6.3.14) [SAR116 cluster alpha proteobacterium HIMB100]	21.0

upper_euphotic_70m_4667_1				
	RefSeq_complete_nr_v62_dec2013		F0F1 ATP synthase subunit gamma [SAR116 cluster alpha proteobacterium HIMB100]	10.0
	seed-2014-01-30	3.6.3.14	ATP synthase gamma chain (EC 3.6.3.14) [SAR116 cluster alpha proteobacterium HIMB100]	21.0
	KEGG_pep_2013	3.6.3.15	ATP synthase F1 subunit gamma (EC:3.6.3.15) K02115 F-type H+-transporting ATPase [EC:3.6.3.14]	21.0

upper_euphotic_70m_4666_0				
	EggNog_v3_2013_08_07		thrC1 http://www.ncbi.nlm.nih.gov/protein/15964674 threonine synthase catalyzes formation L-threonine from O-phospho-L-homoserine	9.0
	RefSeq_complete_nr_v62_dec2013		threonine synthase [Magnetospirillum sp. SO-1]	5.0
	COG_2013-12-27		COG0498 # E Amino acid transport metabolism Function: Threonine synthase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	17.0
	seed-2014-01-30	4.2.3.1	Threonine synthase (EC 4.2.3.1) [Acetobacter pasteurianus NBRC 101655]	18.0
	metacyc-v5-2011-10-21	4.2.3.1	Threonine synthase OS Pseudomonas aeruginosa GN thrC PE 3 SV # UNIPROT P29363 THRESYN-RXN PAER208964:PA3735-MONOMER 4.2.3.1	26.0
	KEGG_pep_2013	4.2.3.1	thrC threonine synthase (EC:4.2.3.1) K01733 [EC:4.2.3.1]	16.0

upper_euphotic_70m_6402_1				
	EggNog_v3_2013_08_07		uup http://www.ncbi.nlm.nih.gov/protein/209695056 ABC transporter ATPase component Uup Escherichia coli this cytoplasmic protein was shown to contain activity mutations gene affect RecA-independent excision transposons affects Mu bacteriophage growth	26.0
	RefSeq_complete_nr_v62_dec2013		ABC transporter ATPase, partial [Rhodanobacter sp. 115]	7.0
	COG_2013-12-27		COG0488 # R General function prediction only Function: ATPase components ABC transporters duplicated domains Organism: Escherichia coli O157:H7 (Ecs)	19.0
	seed-2014-01-30		ABC transporter ATP-binding protein uup [Vibrio tubiashii ATCC 19109]	8.0
	KEGG_pep_2013		ABC transporter ATP-binding protein	3.0

upper_euphotic_70m_6401_0				
	RefSeq_complete_nr_v62_dec2013		probable monooxygenase [marine gamma proteobacterium HTCC2143]	6.0
	seed-2014-01-30	1.14.13.22	Cyclohexanone monooxygenase (EC 1.14.13.22) [marine gamma proteobacterium HTCC2143]	18.0

upper_euphotic_70m_6405_0				
	EggNog_v3_2013_08_07		mll7836 http://www.ncbi.nlm.nih.gov/protein/13476501 replicative DNA helicase unwinds double stranded	8.0
	RefSeq_complete_nr_v62_dec2013		replicative DNA helicase [Magnetospirillum sp. SO-1]	6.0
	COG_2013-12-27		COG0305 # L Replication, recombination repair Function: Replicative DNA helicase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	17.0
	seed-2014-01-30		Replicative DNA helicase (EC 3.6.1.-) [Pelagibacter sp. IMCC9063]	8.0
	KEGG_pep_2013	3.6.4.12	dnaB replicative DNA helicase, putative (EC:3.6.1.-) K02314 helicase [EC:3.6.4.12]	19.0

upper_euphotic_70m_6404_0				
	EggNog_v3_2013_08_07		uvrB http://www.ncbi.nlm.nih.gov/protein/15598334 excinuclease ABC subunit B The UvrABC repair system catalyzes recognition processing DNA lesions. beta-hairpin Uvr-B inserted between strands, where it probes presence lesion	25.0
	RefSeq_complete_nr_v62_dec2013		excinuclease ABC subunit B [Pseudomonas sp. M1]	7.0
	COG_2013-12-27		COG0556 # L Replication, recombination repair Function: Helicase subunit DNA excision complex Organism: Escherichia coli O157:H7 EDL933 (EcZ)	18.0
	seed-2014-01-30		Excinuclease ABC subunit B [endosymbiont Tevnia jerichonana (vent Tica)]	9.0
	KEGG_pep_2013		excinuclease ABC subunit B K03702 B	5.0

upper_euphotic_70m_7863_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/117919455 putative metalloprotease PFAM: protein unknown function UPF0054 KEGG: son:SO1179 conserved hypothetical TIGR00043	11.0
	RefSeq_complete_nr_v62_dec2013		putative rRNA maturation factor YbeY [Piscirickettsia salmonis]	7.0
	COG_2013-12-27		COG0319 # R General function prediction only Function: Predicted metal-dependent hydrolase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	17.0
	seed-2014-01-30		Lipoate-protein ligase B [Simiduia agarivorans SA1 DSM 21679]	8.0
	KEGG_pep_2013		 K07042 probable rRNA maturation factor	5.0

upper_euphotic_70m_7863_1				
	EggNog_v3_2013_08_07		corC http://www.ncbi.nlm.nih.gov/protein/104783750 magnesium cobalt efflux protein CorC Evidence 2a : Function homologous gene experimentally demonstrated other organism Product type t transporter	20.0
	RefSeq_complete_nr_v62_dec2013		Magnesium cobalt efflux protein CorC, partial [gamma proteobacterium IMCC1989]	8.0
	COG_2013-12-27		COG4535 # P Inorganic ion transport metabolism Function: Putative Mg2+ Co2+ transporter CorC Organism: Vibrio cholerae (Vch)	17.0
	seed-2014-01-30		Magnesium cobalt efflux protein CorC [Methylophaga aminisulfidivorans MP]	7.0
	KEGG_pep_2013		CBS domain-containing protein K06189 magnesium cobalt transporter	6.0

upper_euphotic_70m_7866_0				
	seed-2014-01-30		Single stranded DNA-binding protein, phage-associated #T4-like phage gp32 #T4 GC0005 [Prochlorococcus P-HM2.]	12.0

upper_euphotic_70m_7866_1				
	seed-2014-01-30		Phage baseplate wedge subunit (T4-like gp53) [Prochlorococcus phage P-HM1.]	9.0

upper_euphotic_70m_7867_0				
	EggNog_v3_2013_08_07		JGI34721 JGI:JGI34721 http://genome.jgi-psf.org/cgi-bin/dispGeneModel?db Monbr1&id 34721 annotation not available	8.0
	seed-2014-01-30		Predicted GTP-binding protein MMR1 [Neurospora tetrasperma FGSC 2508 mat A]	9.0
	KEGG_pep_2013		similar to GTP-binding protein K14539 large subunit GTPase 1 [EC:3.6.1.-]	9.0

upper_euphotic_70m_7868_0				
	RefSeq_complete_nr_v62_dec2013		cob(I)yrinic acid a,c-diamide adenosyltransferase [Tistrella mobilis]	6.0
	seed-2014-01-30	2.5.1.17	Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17) [Deinococcus proteolyticus MRP]	18.0
	KEGG_pep_2013	2.5.1.17	ATP/cobalamin adenosyltransferase (EC:2.5.1.17)	13.0

upper_euphotic_70m_7869_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/254785720 beta-ketoacyl synthase identified match to protein family HMM PF00109 PF02801	10.0
	RefSeq_complete_nr_v62_dec2013		3-oxoacyl-[acyl-carrier-protein] synthase, KASII [Photobacterium sp. AK15]	6.0
	COG_2013-12-27		COG0304 # IQ Function: 3-oxoacyl-(acyl-carrier-protein) synthase Organism: Pseudomonas aeruginosa (Pae)	10.0
	seed-2014-01-30	2.3.1.179	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179) [Photobacterium leiognathi subsp. mandapamensis svers.1.1.]	20.0
	KEGG_pep_2013	2.3.1.41	fabB 3-oxoacyl-(acyl-carrier-protein) synthase I (EC:2.3.1.41)	15.0

upper_euphotic_70m_8131_0				
	EggNog_v3_2013_08_07		amb0725 http://www.ncbi.nlm.nih.gov/protein/83309824 superfamily I DNA/RNA helicase	6.0
	RefSeq_complete_nr_v62_dec2013		DNA helicase II [Thalassospira xiamenensis]	5.0
	COG_2013-12-27		COG0210 # L Replication, recombination repair Function: Superfamily I DNA RNA helicases Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	19.0
	seed-2014-01-30		ATP-dependent DNA helicase UvrD/PcrA [Bradyrhizobium japonicum USDA 6]	8.0
	KEGG_pep_2013	3.6.4.12	superfamily I DNA/RNA helicase K03657 DNA helicase II / ATP-dependent PcrA [EC:3.6.4.12]	21.0

upper_euphotic_70m_8130_0				
	EggNog_v3_2013_08_07		pdhAb http://www.ncbi.nlm.nih.gov/protein/77463041 pyruvate dehydrogenase subunit beta catalyzes oxidative decarboxylation concomitant acetylation lipoic acid-containing dihydrolipoamide acetyltransferase within complex. The E1 component complex overall conversion to acetyl-CoA CO(2). It contains multiple copies three enzymatic components: (E1), acetyltransferase(E2) lipoamide	36.0
	RefSeq_complete_nr_v62_dec2013		pyruvate/2-oxoglutarate dehydrogenase complex, component beta subunit [Bradyrhizobium sp. WSM1253]	9.0
	COG_2013-12-27		COG0022 # C Energy production conversion Function: Pyruvate/2-oxoglutarate dehydrogenase complex, (E1) component, eukaryotic type, beta subunit Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	23.0
	seed-2014-01-30	1.2.4.1	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1) Branched-chain alpha-keto acid dehydrogenase, component, 1.2.4.4) [Rhodospirillum rubrum F11]	27.0
	metacyc-v5-2011-10-21	1.2.4.1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS Schizosaccharomyces pombe (strain ATCC 38366 / 972) GN pdb1 PE 2 SV 1 # UNIPROT Q09171 RXN0-1134 SPOM-XXX-01:SPOM-XXX-01-004295-MONOMER 1.2.4.1	37.0
	KEGG_pep_2013	1.2.4.1	pyruvate dehydrogenase E1 component beta subunit, mitochondrial K00162 subunit [EC:1.2.4.1]	20.0

upper_euphotic_70m_8133_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/99081951 L-pipecolate dehydrogenase PFAM: FAD dependent oxidoreductase: (3.4e-86) KEGG: ppu:PP5257 oxidoreductase, FAD-binding, ev 1e-98, 45% identity	16.0
	RefSeq_complete_nr_v62_dec2013		oxidoreductase [Silicibacter sp. TrichCH4B]	4.0
	seed-2014-01-30	1.5.3.7	L-pipecolate oxidase (1.5.3.7) [Methylobacterium nodulans ORS 2060]	17.0
	KEGG_pep_2013	1.5.99.3	L-pipecolate dehydrogenase (EC:1.5.99.3)	13.0

upper_euphotic_70m_8134_1				
	RefSeq_complete_nr_v62_dec2013		 [Roseobacter sp. SK209-2-6]	3.0

upper_euphotic_70m_8136_0				
	RefSeq_complete_nr_v62_dec2013		 [actinobacterium SCGC AAA015-M09]	3.0

upper_euphotic_70m_8138_0				
	EggNog_v3_2013_08_07		BRADO7008 http://www.ncbi.nlm.nih.gov/protein/146343761 putative response regulator receiver (CheY-like protein) Evidence 3 : Function proposed based presence conserved amino acid motif, structural feature or limited homology Product type r	26.0
	RefSeq_complete_nr_v62_dec2013		CheY-like receiver protein [Magnetospirillum sp. SO-1]	5.0
	COG_2013-12-27		COG0784 # T Signal transduction mechanisms Function: FOG: CheY-like receiver Organism: Escherichia coli O157:H7 EDL933 (EcZ)	16.0
	seed-2014-01-30		Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY [Bradyrhizobium japonicum USDA 6]	15.0
	KEGG_pep_2013		FOG: CheY-like receiver K03413 two-component system, chemotaxis family, response regulator CheY	11.0

upper_euphotic_70m_8056_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/269925934 oligopeptide/dipeptide ABC transporter, ATPase subunit KEGG: ATP-binding protein-like protein TIGRFAM: PFAM: transporter related Oligopeptide/dipeptide domain SMART: AAA	17.0
	RefSeq_complete_nr_v62_dec2013		peptide ABC transporter substrate-binding protein [Brevibacillus sp. phR]	7.0
	seed-2014-01-30		Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1) [Sulfobacillus thermosulfidooxidans str. Cutipay]	10.0
	KEGG_pep_2013	3.6.3.31	oligopeptide/dipeptide ABC transporter, ATPase subunit (EC:3.6.3.31 3.6.3.24)	17.0

upper_euphotic_70m_8057_0	CAZy_2013-07-13		Membrane carboxypeptidase/penicillin-binding protein [Candidatus Puniceispirillum marinum IMCC1322] (GT:51)	7.0
	RefSeq_complete_nr_v62_dec2013		penicillin-binding protein 1A [SAR116 cluster alpha proteobacterium HIMB100]	7.0
	seed-2014-01-30	2.4.1.129	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) 3.4.-.-) [SAR116 cluster alpha proteobacterium HIMB100]	20.0
	KEGG_pep_2013		membrane carboxypeptidase/penicillin-binding protein (EC:2.4.2.- 3.4.-.-) K05366 penicillin-binding 1A [EC:2.4.1.- 3.4.-.-]	9.0

upper_euphotic_70m_8054_0				
	RefSeq_complete_nr_v62_dec2013		ligase [SAR116 cluster alpha proteobacterium HIMB100]	6.0
	seed-2014-01-30		 [SAR116 cluster alpha proteobacterium HIMB100]	5.0

upper_euphotic_70m_8052_0				
	RefSeq_complete_nr_v62_dec2013		class I/II aminotransferase [SAR324 cluster bacterium JCVI-SC AAA005]	8.0

upper_euphotic_70m_8050_1				
	RefSeq_complete_nr_v62_dec2013		 [SAR324 cluster bacterium SCGC AAA240-J09]	5.0
	seed-2014-01-30		 [SAR324 cluster bacterium SCGC AAA240-J09]	5.0

upper_euphotic_70m_8058_0				
	EggNog_v3_2013_08_07		http://www.ncbi.nlm.nih.gov/protein/116624693  PFAM: class II aldolase/adducin family KEGG: ana:all1723 probable aldolase	10.0
	RefSeq_complete_nr_v62_dec2013		Ribulose-5-phosphate 4-epimerase related epimerases aldolases [Rhodococcus sp. EsD8]	8.0
	COG_2013-12-27		COG0235 # G Carbohydrate transport metabolism Function: Ribulose-5-phosphate 4-epimerase related epimerases aldolases Organism: Nostoc sp. PCC 7120 (Nos)	18.0
	seed-2014-01-30		Ribulose-5-phosphate 4-epimerase related epimerases aldolases [Comamonas testosteroni ATCC 11996]	9.0
	KEGG_pep_2013		class II aldolase/adducin domain protein	4.0

upper_euphotic_70m_9989_0				
	EggNog_v3_2013_08_07		sucA http://www.ncbi.nlm.nih.gov/protein/152984422 2-oxoglutarate dehydrogenase E1 component SucA component oxoglutarate complex which catalyzes formation succinyl-CoA from 2-oxoglutarate SucA reaction dihydrolipoamide succinyltransferase-lipoate to form succinyltransferase-succinyldihydrolipoate carbon dioxide	22.0
	RefSeq_complete_nr_v62_dec2013		2-oxoglutarate dehydrogenase E1 component [Pseudomonas sp. M1]	7.0
	COG_2013-12-27		COG0567 # C Energy production conversion Function: 2-oxoglutarate dehydrogenase complex, (E1) component, related enzymes Organism: Salmonella typhimurium LT2 (Sty)	19.0
	seed-2014-01-30	1.2.4.2	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) [Marinobacterium stanieri S30]	19.0
	metacyc-v5-2011-10-21	1.2.4.2	2-oxoglutarate dehydrogenase E1 component OS Cupriavidus necator (strain ATCC 17699 / H16 DSM 428 Stanier 337) GN odhA PE 3 SV 2 # UNIPROT Q59106 2OXOGLUTDECARB-RXN 1.2.4.2	37.0
	KEGG_pep_2013	1.2.4.2	sucA, kgdA 2-oxoglutarate dehydrogenase E1 component (EC:1.2.4.2) K00164 [EC:1.2.4.2]	19.0

upper_euphotic_70m_9988_0				
	RefSeq_complete_nr_v62_dec2013		 [Congregibacter litoralis]	2.0
	seed-2014-01-30		Putative photosynthetic complex assembly protein [gamma proteobacterium KT 71]	8.0

upper_euphotic_70m_9988_1				
	EggNog_v3_2013_08_07		puhA http://www.ncbi.nlm.nih.gov/protein/148257642 reaction center protein H chain (photosynthetic subunit) Evidence: Function homologous gene experimentally demonstrated other organism Localization: 5 : Inner membrane	21.0
	RefSeq_complete_nr_v62_dec2013		Reaction center protein H chain (Photosynthetic reaction subunit) [Bradyrhizobium sp. ORS 375]	11.0
	seed-2014-01-30		Photosynthetic reaction center H subunit [marine gamma proteobacterium HTCC2080]	9.0
	KEGG_pep_2013		puhA reaction center protein H chain K13991 photosynthetic subunit	8.0

upper_euphotic_70m_9982_0				
	EggNog_v3_2013_08_07		PSHAa1768 http://www.ncbi.nlm.nih.gov/protein/77360708 sodium/hexose cotransport protein Evidence 3 : Function proposed based presence conserved amino acid motif, structural feature or limited homolgy Product type t transporter	23.0
	RefSeq_complete_nr_v62_dec2013		solute:Na+ symporter, SSS family [Glaciecola arctica]	6.0
	seed-2014-01-30		Predicted sodium-dependent galactose transporter [Alteromonas macleodii str. 'Black Sea 11']	10.0
	KEGG_pep_2013		SSS family solute/sodium (Na+) symporter K03307 solute:Na+ symporter,	8.0

upper_euphotic_70m_9980_0				
	EggNog_v3_2013_08_07		TAF6 http://www.ncbi.nlm.nih.gov/protein/66805975 TATA-binding protein-associated-factor	4.0
	seed-2014-01-30		Transcription initiation factor TFIID, subunit TAF6 (also component histone acetyltransferase SAGA) [Cochliobolus heterostrophus C5]	14.0
	KEGG_pep_2013		taf6 TATA-binding protein-associated-factor K03131 transcription initiation factor TFIID subunit 6	10.0

upper_euphotic_70m_9984_0				
	RefSeq_complete_nr_v62_dec2013		glucose dehydrogenase [Planctomyces limnophilus]	4.0
	seed-2014-01-30		FIG00926977:  [Planctomyces limnophilus DSM 3776]	5.0
	KEGG_pep_2013		heme-binding protein	1.0

upper_euphotic_70m_10301_0				
	EggNog_v3_2013_08_07		glnII http://www.ncbi.nlm.nih.gov/protein/32474726 glutamine synthetase II PMID: 2575672 1357539 best DB hits: BLAST: swissprot:P04772 GLUTAMINE SYNTHETASE E 1e-103 swissprot:Q02154 1e-99 swissprot:P45626 9e-97 COG: YPR035w COG0174 Glutamine synthase 5e-83 PFAM: PF00120 synthetase 3.6e-133	30.0
