ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
chlorophyllmax_130m_1839_0	542	2	544	chlorophyllmax_130m_1839	663	+	2.1.1.72	Albidiferax ferrireducens T118	type IIs modification methyltransferase K06223 DNA adenine methylase
chlorophyllmax_130m_1838_0	494	2	496	chlorophyllmax_130m_1838	672	+		all	hypothetical protein
chlorophyllmax_130m_4821_0	641	2	643	chlorophyllmax_130m_4821	645	-		all	hypothetical protein
chlorophyllmax_130m_4820_0	269	1	270	chlorophyllmax_130m_4820	272	+		all	hypothetical protein
chlorophyllmax_130m_4823_0	95	3	98	chlorophyllmax_130m_4823	663	-		all	hypothetical protein
chlorophyllmax_130m_4823_1	488	103	591	chlorophyllmax_130m_4823	663	-		all	hypothetical protein
chlorophyllmax_130m_4822_0	194	2	196	chlorophyllmax_130m_4822	321	+		all	hypothetical protein
chlorophyllmax_130m_4825_0	419	3	422	chlorophyllmax_130m_4825	438	-		all	hypothetical protein
chlorophyllmax_130m_4824_0	305	2	307	chlorophyllmax_130m_4824	862	+		all	
chlorophyllmax_130m_4824_1	497	343	840	chlorophyllmax_130m_4824	862	+		Proteobacteria	Permease drug/metabolite transporter superfamily protein
chlorophyllmax_130m_4827_0	299	1	300	chlorophyllmax_130m_4827	300	-		all	hypothetical protein
chlorophyllmax_130m_4826_0	476	73	549	chlorophyllmax_130m_4826	1013	-		all	hypothetical protein
chlorophyllmax_130m_4829_0	434	140	574	chlorophyllmax_130m_4829	655	-		Verrucomicrobiae bacterium DG1235	GTP-binding protein HflX
chlorophyllmax_130m_4828_0	164	2	166	chlorophyllmax_130m_4828	974	-		all	hypothetical protein
chlorophyllmax_130m_4828_1	692	280	972	chlorophyllmax_130m_4828	974	-		all	hypothetical protein
chlorophyllmax_130m_3608_0	263	1	264	chlorophyllmax_130m_3608	290	-		all	hypothetical protein
chlorophyllmax_130m_3609_0	152	6	158	chlorophyllmax_130m_3609	966	-		all	hypothetical protein
chlorophyllmax_130m_3609_1	104	195	299	chlorophyllmax_130m_3609	966	-		all	hypothetical protein
chlorophyllmax_130m_3609_2	107	308	415	chlorophyllmax_130m_3609	966	-		all	hypothetical protein
chlorophyllmax_130m_3609_3	272	461	733	chlorophyllmax_130m_3609	966	-		all	Phage portal (connector) protein (T4-like gp20)
chlorophyllmax_130m_4924_0	293	2	295	chlorophyllmax_130m_4924	295	+		all	hypothetical protein
chlorophyllmax_130m_3605_0	185	3	188	chlorophyllmax_130m_3605	189	+		all	hypothetical protein
chlorophyllmax_130m_3606_0	581	3	584	chlorophyllmax_130m_3606	585	-		all	hypothetical protein
chlorophyllmax_130m_3607_0	683	2	685	chlorophyllmax_130m_3607	1000	-		"Alphabacteria" Cavalier-Smith 1992	lhr ATP-dependent RNA/DNA helicase protein (EC:3.6.1.-) K03724 Lhr Lhr-like
chlorophyllmax_130m_3607_1	143	857	1000	chlorophyllmax_130m_3607	1000	-		all	hypothetical protein
chlorophyllmax_130m_3600_0	185	2	187	chlorophyllmax_130m_3600	950	+		all	hypothetical protein
chlorophyllmax_130m_3600_1	479	174	653	chlorophyllmax_130m_3600	950	+		all	hypothetical protein
chlorophyllmax_130m_3601_0	617	13	630	chlorophyllmax_130m_3601	1034	+		all	hypothetical protein
chlorophyllmax_130m_3602_0	776	2	778	chlorophyllmax_130m_3602	940	-		all	hypothetical protein
chlorophyllmax_130m_3603_0	611	75	686	chlorophyllmax_130m_3603	915	-		all	hypothetical protein
chlorophyllmax_130m_3374_0	299	1	300	chlorophyllmax_130m_3374	300	-		all	hypothetical protein
chlorophyllmax_130m_3375_0	470	3	473	chlorophyllmax_130m_3375	495	-		all	hypothetical protein
chlorophyllmax_130m_3376_0	266	1	267	chlorophyllmax_130m_3376	275	-		all	hypothetical protein
chlorophyllmax_130m_3377_0	443	3	446	chlorophyllmax_130m_3377	448	-		all	hypothetical protein
chlorophyllmax_130m_4410_0	194	404	598	chlorophyllmax_130m_4410	600	-		all	hypothetical protein
chlorophyllmax_130m_3371_0	440	3	443	chlorophyllmax_130m_3371	752	-		all	hypothetical protein
chlorophyllmax_130m_3371_1	278	465	743	chlorophyllmax_130m_3371	752	+		Proteobacteria	similar to tetrapyrrole methylase family protein K07056
chlorophyllmax_130m_4412_0	623	1	624	chlorophyllmax_130m_4412	644	+		all	hypothetical protein
chlorophyllmax_130m_3373_0	617	2	619	chlorophyllmax_130m_3373	619	+		all	hypothetical protein
chlorophyllmax_130m_3378_0	518	1	519	chlorophyllmax_130m_3378	521	+		all	hypothetical protein
chlorophyllmax_130m_3379_0	407	3	410	chlorophyllmax_130m_3379	424	-		all	hypothetical protein
chlorophyllmax_130m_2519_0	272	3	275	chlorophyllmax_130m_2519	625	-		all	hypothetical protein
chlorophyllmax_130m_2518_0	422	3	425	chlorophyllmax_130m_2518	425	+		all	PREDICTED:  .
chlorophyllmax_130m_2513_0	233	20	253	chlorophyllmax_130m_2513	843	-		all	hypothetical protein
chlorophyllmax_130m_2513_1	311	274	585	chlorophyllmax_130m_2513	843	-		all	hypothetical protein
chlorophyllmax_130m_2513_2	260	582	842	chlorophyllmax_130m_2513	843	-		all	hypothetical protein
chlorophyllmax_130m_2512_0	155	1	156	chlorophyllmax_130m_2512	587	-		all	hypothetical protein
chlorophyllmax_130m_2512_1	215	372	587	chlorophyllmax_130m_2512	587	-		all	hypothetical protein
chlorophyllmax_130m_2511_0	326	1	327	chlorophyllmax_130m_2511	605	-		all	hypothetical protein
chlorophyllmax_130m_2511_1	278	327	605	chlorophyllmax_130m_2511	605	-		all	hypothetical protein
chlorophyllmax_130m_2510_0	239	73	312	chlorophyllmax_130m_2510	467	-		all	hypothetical protein
chlorophyllmax_130m_2517_0	479	197	676	chlorophyllmax_130m_2517	841	-		Agromonas	putative haloacid dehalogenase-like hydrolase K07025 hydrolase HAD superfamily
chlorophyllmax_130m_2516_0	179	1	180	chlorophyllmax_130m_2516	181	+		all	hypothetical protein
chlorophyllmax_130m_2515_0	107	3	110	chlorophyllmax_130m_2515	575	-		all	hypothetical protein
chlorophyllmax_130m_2515_1	197	369	566	chlorophyllmax_130m_2515	575	-		all	hypothetical protein
chlorophyllmax_130m_2514_0	89	3	92	chlorophyllmax_130m_2514	583	+		all	hypothetical protein
chlorophyllmax_130m_5529_0	419	3	422	chlorophyllmax_130m_5529	927	+		all	hypothetical protein
chlorophyllmax_130m_5529_1	449	477	926	chlorophyllmax_130m_5529	927	+		all	hypothetical protein
chlorophyllmax_130m_5528_0	566	82	648	chlorophyllmax_130m_5528	928	-	1.11.1.9	"Alphabacteria" Cavalier-Smith 1992	glutathione peroxidase, putative (EC:1.11.1.9) K00432 peroxidase
chlorophyllmax_130m_5528_1	218	708	926	chlorophyllmax_130m_5528	928	-		all	hypothetical protein
chlorophyllmax_130m_5527_0	413	1	414	chlorophyllmax_130m_5527	463	-		all	hypothetical protein
chlorophyllmax_130m_5526_0	671	46	717	chlorophyllmax_130m_5526	718	-	1.2.1.3	Bacteria	aldehyde dehydrogenase, putative (EC:1.2.1.3) K14085 dehydrogenase family 7 member A1
chlorophyllmax_130m_5525_0	158	3	161	chlorophyllmax_130m_5525	962	-		all	hypothetical protein
chlorophyllmax_130m_5525_1	524	261	785	chlorophyllmax_130m_5525	962	-		all	hypothetical protein
chlorophyllmax_130m_5525_2	146	814	960	chlorophyllmax_130m_5525	962	-		all	hypothetical protein
chlorophyllmax_130m_5524_0	842	1	843	chlorophyllmax_130m_5524	843	-		all	hypothetical protein
chlorophyllmax_130m_5523_0	713	1	714	chlorophyllmax_130m_5523	830	+		all	hypothetical protein
chlorophyllmax_130m_5522_0	308	97	405	chlorophyllmax_130m_5522	898	+		all	hypothetical protein
chlorophyllmax_130m_5522_1	260	394	654	chlorophyllmax_130m_5522	898	-		all	hypothetical protein
chlorophyllmax_130m_5521_0	131	1	132	chlorophyllmax_130m_5521	896	-		all	hypothetical protein
chlorophyllmax_130m_5521_1	683	129	812	chlorophyllmax_130m_5521	896	-		all	hypothetical protein
chlorophyllmax_130m_5520_0	776	2	778	chlorophyllmax_130m_5520	866	+		SAR324 cluster bacterium JCVI-SC AAA005	Flagellar hook-length control protein FliK
chlorophyllmax_130m_4218_0	266	3	269	chlorophyllmax_130m_4218	932	+	3.3.1.1	Bacteria	similar to Adenosylhomocysteinase (AdoHcyase) (S-adenosyl-L-homocysteine hydrolase) (Protein dumpy-14) K01251 adenosylhomocysteinase
chlorophyllmax_130m_4218_1	341	215	556	chlorophyllmax_130m_4218	932	+	3.3.1.1	Gammaproteobacteria	similar to S-adenosylhomocysteine hydrolase K01251 adenosylhomocysteinase
chlorophyllmax_130m_4218_2	272	531	803	chlorophyllmax_130m_4218	932	+	3.3.1.1	Gammaproteobacteria	ahcY S-adenosyl-L-homocysteine hydrolase (EC:3.3.1.1) K01251 adenosylhomocysteinase
chlorophyllmax_130m_4219_0	263	2	265	chlorophyllmax_130m_4219	931	+		all	hypothetical protein
chlorophyllmax_130m_4216_0	266	2	268	chlorophyllmax_130m_4216	611	-		all	hypothetical protein
chlorophyllmax_130m_4216_1	161	449	610	chlorophyllmax_130m_4216	611	+		all	hypothetical protein
chlorophyllmax_130m_4217_0	689	283	972	chlorophyllmax_130m_4217	992	+	2.6.1.16	ATCC 27126	glutamine--fructose-6-phosphate transaminase (EC:2.6.1.16) K00820 glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
chlorophyllmax_130m_4214_0	950	1	951	chlorophyllmax_130m_4214	951	-		all	hypothetical protein
chlorophyllmax_130m_4215_0	788	2	790	chlorophyllmax_130m_4215	919	+		"Alphabacteria" Cavalier-Smith 1992	EBNA-1 nuclear protein
chlorophyllmax_130m_4212_0	632	1	633	chlorophyllmax_130m_4212	966	-		Proteobacteria	EmrB/QacA family drug resistance transporter
chlorophyllmax_130m_4212_1	320	646	966	chlorophyllmax_130m_4212	966	+		all	hypothetical protein
chlorophyllmax_130m_4213_0	215	2	217	chlorophyllmax_130m_4213	962	+		all	hypothetical protein
chlorophyllmax_130m_4213_1	272	224	496	chlorophyllmax_130m_4213	962	+		all	hypothetical protein
chlorophyllmax_130m_4213_2	314	436	750	chlorophyllmax_130m_4213	962	+		all	hypothetical protein
chlorophyllmax_130m_4210_0	395	207	602	chlorophyllmax_130m_4210	953	-		all	hypothetical protein
chlorophyllmax_130m_4210_1	206	599	805	chlorophyllmax_130m_4210	953	-		all	hypothetical protein
chlorophyllmax_130m_4210_2	140	812	952	chlorophyllmax_130m_4210	953	-		all	hypothetical protein
chlorophyllmax_130m_4211_0	464	3	467	chlorophyllmax_130m_4211	623	+		all	hypothetical protein
chlorophyllmax_130m_5295_0	905	2	907	chlorophyllmax_130m_5295	908	+		all	hypothetical protein
chlorophyllmax_130m_5294_0	92	3	95	chlorophyllmax_130m_5294	868	+		all	hypothetical protein
chlorophyllmax_130m_5297_0	254	561	815	chlorophyllmax_130m_5297	911	+		all	hypothetical protein
chlorophyllmax_130m_5296_0	689	1	690	chlorophyllmax_130m_5296	899	-		all	hypothetical protein
chlorophyllmax_130m_5296_1	236	663	899	chlorophyllmax_130m_5296	899	-		all	hypothetical protein
chlorophyllmax_130m_5291_0	587	2	589	chlorophyllmax_130m_5291	713	+		all	hypothetical protein
chlorophyllmax_130m_5290_0	752	180	932	chlorophyllmax_130m_5290	932	+	6.3.2.3	SAR324 cluster bacterium SCGC AAA240-J09	Glutathione synthetase (EC 6.3.2.3)
chlorophyllmax_130m_5293_0	791	99	890	chlorophyllmax_130m_5293	891	-		all	hypothetical protein
chlorophyllmax_130m_5292_0	452	1	453	chlorophyllmax_130m_5292	866	+		all	hypothetical protein
chlorophyllmax_130m_5299_0	350	1	351	chlorophyllmax_130m_5299	847	+		all	hypothetical protein
chlorophyllmax_130m_5299_1	506	312	818	chlorophyllmax_130m_5299	847	+		all	hypothetical protein
chlorophyllmax_130m_5298_0	272	190	462	chlorophyllmax_130m_5298	871	+		Zavarzinella formosa DSM 19928	
chlorophyllmax_130m_5298_1	326	545	871	chlorophyllmax_130m_5298	871	+		Marinobacter	
chlorophyllmax_130m_961_0	386	9	395	chlorophyllmax_130m_961	602	+		'Rhodobacteraceae'	Acyl-CoA thioesterase II (EC 3.1.2.-)
chlorophyllmax_130m_961_1	233	367	600	chlorophyllmax_130m_961	602	+		all	hypothetical protein
chlorophyllmax_130m_960_0	524	95	619	chlorophyllmax_130m_960	621	-		Bacteria	protein unknown function DUF224 cysteine-rich region domain
chlorophyllmax_130m_963_0	311	1	312	chlorophyllmax_130m_963	312	+		all	hypothetical protein
chlorophyllmax_130m_962_0	491	240	731	chlorophyllmax_130m_962	796	+		all	hypothetical protein
chlorophyllmax_130m_965_0	545	3	548	chlorophyllmax_130m_965	578	-		all	hypothetical protein
chlorophyllmax_130m_964_0	131	2	133	chlorophyllmax_130m_964	695	-		all	hypothetical protein
chlorophyllmax_130m_964_1	404	290	694	chlorophyllmax_130m_964	695	+		all	hypothetical protein
chlorophyllmax_130m_967_0	242	2	244	chlorophyllmax_130m_967	538	+		all	hypothetical protein
chlorophyllmax_130m_967_1	311	227	538	chlorophyllmax_130m_967	538	-		Gammaproteobacteria	formyl-coenzyme A transferase, putative
chlorophyllmax_130m_966_0	410	2	412	chlorophyllmax_130m_966	758	-		CCMP 1375	heat repeat-containing PBS lyase K05384 bilin biosynthesis protein
chlorophyllmax_130m_966_1	305	453	758	chlorophyllmax_130m_966	758	-		Prochlorococcus marinus str. NATL1A	mpeX bilin biosynthesis protein PBS lyase MpeV/SpeZ subunit K05384
chlorophyllmax_130m_785_0	707	1	708	chlorophyllmax_130m_785	709	-		all	hypothetical protein
chlorophyllmax_130m_784_0	452	2	454	chlorophyllmax_130m_784	730	+		all	hypothetical protein
chlorophyllmax_130m_784_1	263	466	729	chlorophyllmax_130m_784	730	+		all	hypothetical protein
chlorophyllmax_130m_787_0	74	1	75	chlorophyllmax_130m_787	626	-		all	hypothetical protein
chlorophyllmax_130m_787_1	563	63	626	chlorophyllmax_130m_787	626	-		all	radical SAM protein, partial
chlorophyllmax_130m_786_0	611	89	700	chlorophyllmax_130m_786	774	+		all	hypothetical protein
chlorophyllmax_130m_786_1	59	713	772	chlorophyllmax_130m_786	774	+		all	hypothetical protein
chlorophyllmax_130m_781_0	302	32	334	chlorophyllmax_130m_781	711	+		all	hypothetical protein
chlorophyllmax_130m_781_1	320	254	574	chlorophyllmax_130m_781	711	-		all	hypothetical protein
chlorophyllmax_130m_780_0	677	1	678	chlorophyllmax_130m_780	794	-	5.4.2.1	"Zetaproteobacteria" Emerson et al. 2007	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)
chlorophyllmax_130m_783_0	95	427	522	chlorophyllmax_130m_783	671	-		all	hypothetical protein
chlorophyllmax_130m_782_0	602	2	604	chlorophyllmax_130m_782	796	+		Proteobacteria	livF1 ABC branched amino acid transporter family, ATPase K01996 branched-chain transport system ATP-binding protein
chlorophyllmax_130m_782_1	173	621	794	chlorophyllmax_130m_782	796	-		all	hypothetical protein
chlorophyllmax_130m_3846_0	665	1	666	chlorophyllmax_130m_3846	995	+		all	hypothetical protein
chlorophyllmax_130m_3846_1	311	682	993	chlorophyllmax_130m_3846	995	+		unclassified Verrucomicrobia (miscellaneous)	-putative related to sulfatases
chlorophyllmax_130m_3847_0	674	3	677	chlorophyllmax_130m_3847	735	+		all	hypothetical protein
chlorophyllmax_130m_3845_0	203	2	205	chlorophyllmax_130m_3845	945	-		all	
chlorophyllmax_130m_3845_1	293	281	574	chlorophyllmax_130m_3845	945	-		all	
chlorophyllmax_130m_3845_2	137	684	821	chlorophyllmax_130m_3845	945	+		all	hypothetical protein
chlorophyllmax_130m_3842_0	257	1	258	chlorophyllmax_130m_3842	1125	-		all	hypothetical protein
chlorophyllmax_130m_3842_1	419	493	912	chlorophyllmax_130m_3842	1125	+		all	hypothetical protein
chlorophyllmax_130m_3843_0	518	3	521	chlorophyllmax_130m_3843	953	-	1.2.4.1	Bacteria	similar to E-1 beta subunit pyruvate dehydrogenase complex K00162 E1 component
chlorophyllmax_130m_3843_1	437	514	951	chlorophyllmax_130m_3843	953	-		all	hypothetical protein
chlorophyllmax_130m_3840_0	188	3	191	chlorophyllmax_130m_3840	886	+		all	hypothetical protein
chlorophyllmax_130m_3841_0	593	2	595	chlorophyllmax_130m_3841	967	-		all	hypothetical protein
chlorophyllmax_130m_3841_1	242	636	878	chlorophyllmax_130m_3841	967	-		all	hypothetical protein
chlorophyllmax_130m_3848_0	1010	3	1013	chlorophyllmax_130m_3848	1014	-		all	hypothetical protein
chlorophyllmax_130m_3849_0	761	3	764	chlorophyllmax_130m_3849	981	-	1.1.2.4	Bacteria	FAD linked oxidase domain-containing protein (EC:1.1.2.4) K06911
chlorophyllmax_130m_3849_1	170	809	979	chlorophyllmax_130m_3849	981	+		all	hypothetical protein
chlorophyllmax_130m_3598_0	620	2	622	chlorophyllmax_130m_3598	628	-	1.4.7.1	Proteobacteria	glutamate synthase (ferredoxin) (EC:1.4.7.1) K00265 (NADPH/NADH) large chain
chlorophyllmax_130m_3599_0	101	3	104	chlorophyllmax_130m_3599	927	-		all	hypothetical protein
chlorophyllmax_130m_3599_1	95	460	555	chlorophyllmax_130m_3599	927	-		all	hypothetical protein
chlorophyllmax_130m_3594_0	185	226	411	chlorophyllmax_130m_3594	411	+		all	hypothetical protein
chlorophyllmax_130m_3595_0	137	161	298	chlorophyllmax_130m_3595	540	-		all	hypothetical protein
chlorophyllmax_130m_3596_0	284	3	287	chlorophyllmax_130m_3596	782	-		all	hypothetical protein
chlorophyllmax_130m_3596_1	263	365	628	chlorophyllmax_130m_3596	782	-		all	hypothetical protein
chlorophyllmax_130m_3596_2	137	644	781	chlorophyllmax_130m_3596	782	-		all	hypothetical protein
chlorophyllmax_130m_3597_0	215	195	410	chlorophyllmax_130m_3597	507	+		all	hypothetical protein
chlorophyllmax_130m_3590_0	365	3	368	chlorophyllmax_130m_3590	368	+		all	hypothetical protein
chlorophyllmax_130m_3591_0	92	3	95	chlorophyllmax_130m_3591	1022	-		all	hypothetical protein
chlorophyllmax_130m_3591_1	626	92	718	chlorophyllmax_130m_3591	1022	-		all	hypothetical protein
chlorophyllmax_130m_3591_2	266	730	996	chlorophyllmax_130m_3591	1022	+		all	hypothetical protein
chlorophyllmax_130m_3592_0	233	613	846	chlorophyllmax_130m_3592	846	+		all	hypothetical protein
chlorophyllmax_130m_3593_0	224	67	291	chlorophyllmax_130m_3593	291	-	3.6.3.14	all	atpK A(1)A(0)-type ATP synthase, subunit K (EC:3.6.3.14) K02124 V-type H+-transporting ATPase
chlorophyllmax_130m_1835_0	512	1	513	chlorophyllmax_130m_1835	514	-	3.1.21.3	Albidiferax ferrireducens T118	restriction modification system DNA specificity subunit K01154 type I enzyme, S subunit
chlorophyllmax_130m_1834_0	200	2	202	chlorophyllmax_130m_1834	202	-		Rosidae	GL23896 gene product from transcript GL23896-RA
chlorophyllmax_130m_1837_0	356	1	357	chlorophyllmax_130m_1837	359	+		all	hypothetical protein
chlorophyllmax_130m_1836_0	713	3	716	chlorophyllmax_130m_1836	718	+		all	hypothetical protein
chlorophyllmax_130m_1831_0	260	2	262	chlorophyllmax_130m_1831	858	+		Albidiferax ferrireducens T118	class II cytochrome c
chlorophyllmax_130m_1831_1	194	334	528	chlorophyllmax_130m_1831	858	+		Albidiferax ferrireducens T118	FIG00957491:
chlorophyllmax_130m_1830_0	293	2	295	chlorophyllmax_130m_1830	297	+	4.3.1.19	Proteobacteria	threonine dehydratase (EC:4.3.1.19) K01754
chlorophyllmax_130m_6175_0	656	2	658	chlorophyllmax_130m_6175	881	-	6.3.2.6	Gammaproteobacteria	phosphoribosylaminoimidazolesuccinocarboxamide synthase, phosphoribosylamine--glycine ligase (EC:6.3.2.6 6.3.4.13) K13713 fusion protein PurCD
chlorophyllmax_130m_6175_1	149	731	880	chlorophyllmax_130m_6175	881	-		all	hypothetical protein
chlorophyllmax_130m_6174_0	377	1	378	chlorophyllmax_130m_6174	787	+		all	hypothetical protein
chlorophyllmax_130m_6174_1	377	410	787	chlorophyllmax_130m_6174	787	+		SAR324 cluster bacterium SCGC AAA001-C10	octylprenyl diphosphate synthase
chlorophyllmax_130m_6177_0	443	3	446	chlorophyllmax_130m_6177	447	-		all	hypothetical protein
chlorophyllmax_130m_6176_0	1016	1	1017	chlorophyllmax_130m_6176	1018	+		all	hypothetical protein
chlorophyllmax_130m_6171_0	194	3	197	chlorophyllmax_130m_6171	199	+		all	hypothetical protein
chlorophyllmax_130m_6170_0	623	3	626	chlorophyllmax_130m_6170	959	+		Bacillus polymyxa group	phytanoyl-CoA dioxygenase
chlorophyllmax_130m_6170_1	239	666	905	chlorophyllmax_130m_6170	959	+		all	hypothetical protein
chlorophyllmax_130m_6173_0	257	2	259	chlorophyllmax_130m_6173	637	+	4.2.1.20	Bacteria	LOC100261704 K06001 tryptophan synthase beta chain
chlorophyllmax_130m_6172_0	899	26	925	chlorophyllmax_130m_6172	1030	-		all	hypothetical protein
chlorophyllmax_130m_1832_0	593	179	772	chlorophyllmax_130m_1832	961	+		'Burkholderiales'	uracil-xanthine permease K02824 uracil permease
chlorophyllmax_130m_6179_0	167	3	170	chlorophyllmax_130m_6179	191	-		all	hypothetical protein
chlorophyllmax_130m_6178_0	590	1	591	chlorophyllmax_130m_6178	925	-		all	hypothetical protein
chlorophyllmax_130m_6178_1	242	604	846	chlorophyllmax_130m_6178	925	-		all	hypothetical protein
chlorophyllmax_130m_1998_0	434	135	569	chlorophyllmax_130m_1998	903	+		'Burkholderiaceae'	MarR family transcriptional regulator
chlorophyllmax_130m_1999_0	197	2	199	chlorophyllmax_130m_1999	201	-		all	hypothetical protein
chlorophyllmax_130m_1992_0	635	3	638	chlorophyllmax_130m_1992	639	+		all	hypothetical protein
chlorophyllmax_130m_1993_0	614	3	617	chlorophyllmax_130m_1993	617	-	2.6.1.85	Albidiferax ferrireducens T118	anthranilate synthase component I/chorismate-binding protein K03342 para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase
