ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
upper_euphotic_70m_4807_0	830	2	832	upper_euphotic_70m_4807	917	+		all	hypothetical protein
upper_euphotic_70m_4806_0	59	3	62	upper_euphotic_70m_4806	881	-		all	hypothetical protein
upper_euphotic_70m_4806_1	272	294	566	upper_euphotic_70m_4806	881	+	4.1.1.32	Bacteria	phosphoenolpyruvate carboxykinase (EC:4.1.1.32) K01596 (GTP)
upper_euphotic_70m_4806_2	119	762	881	upper_euphotic_70m_4806	881	+		all	hypothetical protein
upper_euphotic_70m_9662_0	497	58	555	upper_euphotic_70m_9662	1078	-		all	hypothetical protein
upper_euphotic_70m_9663_0	743	1	744	upper_euphotic_70m_9663	1008	-		Gammaproteobacteria	L-proline glycine betaine binding ABC transporter protein ProX (TC 3.A.1.12.1) / Osmotic adaptation
upper_euphotic_70m_9663_1	266	741	1007	upper_euphotic_70m_9663	1008	-		all	hypothetical protein
upper_euphotic_70m_9660_0	314	678	992	upper_euphotic_70m_9660	993	-		all	hypothetical protein
upper_euphotic_70m_9661_0	242	224	466	upper_euphotic_70m_9661	784	-		all	hypothetical protein
upper_euphotic_70m_9666_0	278	10	288	upper_euphotic_70m_9666	989	-		all	hypothetical protein
upper_euphotic_70m_9666_1	509	480	989	upper_euphotic_70m_9666	989	-		all	hypothetical protein
upper_euphotic_70m_9667_0	500	3	503	upper_euphotic_70m_9667	996	+		all	hypothetical protein
upper_euphotic_70m_9664_0	380	48	428	upper_euphotic_70m_9664	994	+		CCMP 1375	
upper_euphotic_70m_9664_1	338	440	778	upper_euphotic_70m_9664	994	+		all	hypothetical protein
upper_euphotic_70m_9665_0	539	77	616	upper_euphotic_70m_9665	962	+		all	hypothetical protein
upper_euphotic_70m_9665_1	350	610	960	upper_euphotic_70m_9665	962	+		all	hypothetical protein
upper_euphotic_70m_9668_0	611	3	614	upper_euphotic_70m_9668	959	-		all	hypothetical protein
upper_euphotic_70m_9669_0	818	1	819	upper_euphotic_70m_9669	943	+	1.2.1.3	Thermus	aldehyde dehydrogenase (EC:1.2.1.3) K00128 (NAD+)
upper_euphotic_70m_1327_0	746	3	749	upper_euphotic_70m_1327	923	-		all	hypothetical protein
upper_euphotic_70m_1326_0	461	445	906	upper_euphotic_70m_1326	1160	-		all	hypothetical protein
upper_euphotic_70m_1325_0	764	3	767	upper_euphotic_70m_1325	935	-		Jannaschia sp. CCS1	monooxygenase, FAD-binding
upper_euphotic_70m_1324_0	134	773	907	upper_euphotic_70m_1324	908	+		all	hypothetical protein
upper_euphotic_70m_1323_0	719	3	722	upper_euphotic_70m_1323	867	+		all	hypothetical protein
upper_euphotic_70m_1322_0	548	3	551	upper_euphotic_70m_1322	906	+	3.1.3.18	all	phosphoglycolate phosphatase, bacterial K01091 phosphatase
upper_euphotic_70m_1321_0	830	2	832	upper_euphotic_70m_1321	911	-		all	hypothetical protein
upper_euphotic_70m_1320_0	197	94	291	upper_euphotic_70m_1320	1004	-		all	hypothetical protein
upper_euphotic_70m_1320_1	200	342	542	upper_euphotic_70m_1320	1004	-		all	hypothetical protein
upper_euphotic_70m_1459_0	122	2	124	upper_euphotic_70m_1459	993	-		all	hypothetical protein
upper_euphotic_70m_1459_1	209	374	583	upper_euphotic_70m_1459	993	-		all	hypothetical protein
upper_euphotic_70m_1458_0	263	53	316	upper_euphotic_70m_1458	920	+	3.6.4.12	Flavobacteriaceae	primary replicative DNA helicase (EC:3.6.1.-) K02314
upper_euphotic_70m_1458_1	203	416	619	upper_euphotic_70m_1458	920	+	3.6.4.12	Flavobacteriaceae	dnaB replicative DNA helicase (EC:3.6.1.-) K02314
upper_euphotic_70m_1329_0	548	1	549	upper_euphotic_70m_1329	948	+		all	hypothetical protein
upper_euphotic_70m_1328_0	443	3	446	upper_euphotic_70m_1328	917	+		all	hypothetical protein
upper_euphotic_70m_1328_1	296	354	650	upper_euphotic_70m_1328	917	-		Gammaproteobacteria	DNA N-4 cytosine methyltransferase M.NgoMXV
upper_euphotic_70m_2749_0	266	597	863	upper_euphotic_70m_2749	882	-		all	hypothetical protein
upper_euphotic_70m_4665_0	164	120	284	upper_euphotic_70m_4665	985	-		all	hypothetical protein
upper_euphotic_70m_4665_1	140	304	444	upper_euphotic_70m_4665	985	-		all	hypothetical protein
upper_euphotic_70m_4665_2	188	621	809	upper_euphotic_70m_4665	985	-		all	hypothetical protein
upper_euphotic_70m_4664_0	530	36	566	upper_euphotic_70m_4664	929	-	1.1.1.60	Proteobacteria	3-hydroxyacyl-CoA dehydrogenase K00042 2-hydroxy-3-oxopropionate reductase
upper_euphotic_70m_4664_1	167	762	929	upper_euphotic_70m_4664	929	-		all	hypothetical protein
upper_euphotic_70m_4667_0	254	186	440	upper_euphotic_70m_4667	889	-	3.6.3.14	SAR 116 cluster alpha proteobacterium HIMB100	ATP synthase gamma chain (EC 3.6.3.14)
upper_euphotic_70m_4667_1	305	510	815	upper_euphotic_70m_4667	889	-	3.6.3.15	SAR 116 cluster alpha proteobacterium HIMB100	ATP synthase F1 subunit gamma (EC:3.6.3.15) K02115 F-type H+-transporting ATPase
upper_euphotic_70m_4666_0	863	1	864	upper_euphotic_70m_4666	913	-	4.2.3.1	Proteobacteria	thrC threonine synthase (EC:4.2.3.1) K01733
upper_euphotic_70m_4661_0	83	2	85	upper_euphotic_70m_4661	947	-		all	hypothetical protein
upper_euphotic_70m_4661_1	92	110	202	upper_euphotic_70m_4661	947	-		all	hypothetical protein
upper_euphotic_70m_4661_2	350	211	561	upper_euphotic_70m_4661	947	+		all	hypothetical protein
upper_euphotic_70m_4660_0	215	1	216	upper_euphotic_70m_4660	1250	+		all	hypothetical protein
upper_euphotic_70m_4660_1	146	479	625	upper_euphotic_70m_4660	1250	+		all	hypothetical protein
upper_euphotic_70m_4663_0	923	2	925	upper_euphotic_70m_4663	927	+		all	hypothetical protein
upper_euphotic_70m_4662_0	185	462	647	upper_euphotic_70m_4662	797	-		all	hypothetical protein
upper_euphotic_70m_4669_0	149	678	827	upper_euphotic_70m_4669	910	+		all	hypothetical protein
upper_euphotic_70m_4668_0	146	442	588	upper_euphotic_70m_4668	937	+		all	hypothetical protein
upper_euphotic_70m_6403_0	743	535	1278	upper_euphotic_70m_6403	1280	-		all	hypothetical protein
upper_euphotic_70m_6402_0	128	1	129	upper_euphotic_70m_6402	961	-		all	hypothetical protein
upper_euphotic_70m_6402_1	869	92	961	upper_euphotic_70m_6402	961	-		Gammaproteobacteria	ABC transporter ATP-binding protein
upper_euphotic_70m_6401_0	524	73	597	upper_euphotic_70m_6401	1194	+	1.14.13.22	Gammaproteobacteria sp. HTCC2143	Cyclohexanone monooxygenase (EC 1.14.13.22)
upper_euphotic_70m_6401_1	122	624	746	upper_euphotic_70m_6401	1194	+		all	hypothetical protein
upper_euphotic_70m_6400_0	275	3	278	upper_euphotic_70m_6400	1105	-		all	hypothetical protein
upper_euphotic_70m_6400_1	131	592	723	upper_euphotic_70m_6400	1105	-		all	hypothetical protein
upper_euphotic_70m_6400_2	302	802	1104	upper_euphotic_70m_6400	1105	+		all	hypothetical protein
upper_euphotic_70m_6407_0	782	2	784	upper_euphotic_70m_6407	871	+		all	hypothetical protein
upper_euphotic_70m_6406_0	92	1	93	upper_euphotic_70m_6406	1057	+		all	hypothetical protein
upper_euphotic_70m_6405_0	392	1	393	upper_euphotic_70m_6405	930	+	3.6.4.12	Rhodospirillaceae	dnaB replicative DNA helicase, putative (EC:3.6.1.-) K02314 helicase
upper_euphotic_70m_6404_0	839	1	840	upper_euphotic_70m_6404	945	-		Gammaproteobacteria	excinuclease ABC subunit B K03702 B
upper_euphotic_70m_6409_0	74	280	354	upper_euphotic_70m_6409	354	+		all	hypothetical protein
upper_euphotic_70m_6408_0	269	174	443	upper_euphotic_70m_6408	1026	+		all	hypothetical protein
upper_euphotic_70m_6408_1	116	445	561	upper_euphotic_70m_6408	1026	+		all	hypothetical protein
upper_euphotic_70m_6408_2	107	620	727	upper_euphotic_70m_6408	1026	-		all	hypothetical protein
upper_euphotic_70m_6408_3	188	837	1025	upper_euphotic_70m_6408	1026	-		all	hypothetical protein
upper_euphotic_70m_7862_0	632	3	635	upper_euphotic_70m_7862	952	-		all	hypothetical protein
upper_euphotic_70m_7862_1	137	815	952	upper_euphotic_70m_7862	952	+		all	hypothetical protein
upper_euphotic_70m_7863_0	278	2	280	upper_euphotic_70m_7863	921	+		Gammaproteobacteria	K07042 probable rRNA maturation factor
upper_euphotic_70m_7863_1	398	321	719	upper_euphotic_70m_7863	921	+		Gammaproteobacteria	CBS domain-containing protein K06189 magnesium cobalt transporter
upper_euphotic_70m_7863_2	116	805	921	upper_euphotic_70m_7863	921	+		all	hypothetical protein
upper_euphotic_70m_7860_0	161	163	324	upper_euphotic_70m_7860	913	-		all	hypothetical protein
upper_euphotic_70m_7860_1	203	365	568	upper_euphotic_70m_7860	913	-		all	hypothetical protein
upper_euphotic_70m_7861_0	347	3	350	upper_euphotic_70m_7861	906	-		all	hypothetical protein
upper_euphotic_70m_7861_1	221	393	614	upper_euphotic_70m_7861	906	-		all	hypothetical protein
upper_euphotic_70m_7866_0	302	26	328	upper_euphotic_70m_7866	885	+		all	Single stranded DNA-binding protein, phage-associated #T4-like phage gp32 #T4 GC0005
upper_euphotic_70m_7866_1	467	359	826	upper_euphotic_70m_7866	885	-		all	Phage baseplate wedge subunit (T4-like gp53)
upper_euphotic_70m_7867_0	611	3	614	upper_euphotic_70m_7867	886	-		Fungi/Metazoa group	similar to GTP-binding protein K14539 large subunit GTPase 1
upper_euphotic_70m_7864_0	245	104	349	upper_euphotic_70m_7864	997	-		all	hypothetical protein
upper_euphotic_70m_7864_1	110	886	996	upper_euphotic_70m_7864	997	+		all	hypothetical protein
upper_euphotic_70m_7865_0	95	822	917	upper_euphotic_70m_7865	1120	-		all	hypothetical protein
upper_euphotic_70m_7865_1	137	981	1118	upper_euphotic_70m_7865	1120	-		all	hypothetical protein
upper_euphotic_70m_7868_0	197	2	199	upper_euphotic_70m_7868	910	-	2.5.1.17	Bacteria	ATP/cobalamin adenosyltransferase (EC:2.5.1.17)
upper_euphotic_70m_7868_1	314	582	896	upper_euphotic_70m_7868	910	-		all	hypothetical protein
upper_euphotic_70m_7869_0	926	2	928	upper_euphotic_70m_7869	928	-	2.3.1.41	Gammaproteobacteria	fabB 3-oxoacyl-(acyl-carrier-protein) synthase I (EC:2.3.1.41)
upper_euphotic_70m_8131_0	800	3	803	upper_euphotic_70m_8131	990	-	3.6.4.12	"Alphabacteria" Cavalier-Smith 1992	superfamily I DNA/RNA helicase K03657 DNA helicase II / ATP-dependent PcrA
upper_euphotic_70m_8130_0	701	12	713	upper_euphotic_70m_8130	988	+	1.2.4.1	"Alphabacteria" Cavalier-Smith 1992	pyruvate dehydrogenase E1 component beta subunit, mitochondrial K00162 subunit
upper_euphotic_70m_8133_0	959	3	962	upper_euphotic_70m_8133	964	+	1.5.99.3	"Alphabacteria" Cavalier-Smith 1992	L-pipecolate dehydrogenase (EC:1.5.99.3)
upper_euphotic_70m_8132_0	143	1	144	upper_euphotic_70m_8132	996	+		all	hypothetical protein
upper_euphotic_70m_8132_1	554	388	942	upper_euphotic_70m_8132	996	+		all	hypothetical protein
upper_euphotic_70m_8135_0	128	30	158	upper_euphotic_70m_8135	976	+		all	hypothetical protein
upper_euphotic_70m_8135_1	167	158	325	upper_euphotic_70m_8135	976	+		all	hypothetical protein
upper_euphotic_70m_8135_2	221	325	546	upper_euphotic_70m_8135	976	+		all	hypothetical protein
upper_euphotic_70m_8135_3	188	787	975	upper_euphotic_70m_8135	976	-		all	hypothetical protein
upper_euphotic_70m_8134_0	86	1	87	upper_euphotic_70m_8134	1022	-		all	hypothetical protein
upper_euphotic_70m_8134_1	191	227	418	upper_euphotic_70m_8134	1022	-		all	
upper_euphotic_70m_8137_0	782	46	828	upper_euphotic_70m_8137	1015	+		all	hypothetical protein
upper_euphotic_70m_8136_0	626	2	628	upper_euphotic_70m_8136	1009	+		all	
upper_euphotic_70m_8139_0	839	1	840	upper_euphotic_70m_8139	982	+		all	hypothetical protein
upper_euphotic_70m_8139_1	101	879	980	upper_euphotic_70m_8139	982	+		all	hypothetical protein
upper_euphotic_70m_8138_0	386	154	540	upper_euphotic_70m_8138	988	+		"Alphabacteria" Cavalier-Smith 1992	FOG: CheY-like receiver K03413 two-component system, chemotaxis family, response regulator CheY
upper_euphotic_70m_8056_0	566	78	644	upper_euphotic_70m_8056	644	+	3.6.3.31	ATCC BAA-1393	oligopeptide/dipeptide ABC transporter, ATPase subunit (EC:3.6.3.31 3.6.3.24)
upper_euphotic_70m_8057_0	911	2	913	upper_euphotic_70m_8057	915	-		Candidatus Puniceispirillum marinum IMCC1322	membrane carboxypeptidase/penicillin-binding protein (EC:2.4.2.- 3.4.-.-) K05366 penicillin-binding 1A
upper_euphotic_70m_8054_0	266	1	267	upper_euphotic_70m_8054	912	-		SAR116 cluster	
upper_euphotic_70m_8054_1	188	621	809	upper_euphotic_70m_8054	912	+		all	hypothetical protein
upper_euphotic_70m_8055_0	188	821	1009	upper_euphotic_70m_8055	1009	+		all	hypothetical protein
upper_euphotic_70m_8052_0	905	2	907	upper_euphotic_70m_8052	909	+		all	class I/II aminotransferase
upper_euphotic_70m_8053_0	434	373	807	upper_euphotic_70m_8053	931	-		all	hypothetical protein
upper_euphotic_70m_8050_0	113	2	115	upper_euphotic_70m_8050	902	+		all	hypothetical protein
upper_euphotic_70m_8050_1	566	214	780	upper_euphotic_70m_8050	902	+		SAR324 cluster	
upper_euphotic_70m_8051_0	113	183	296	upper_euphotic_70m_8051	296	-		all	hypothetical protein
upper_euphotic_70m_8058_0	827	74	901	upper_euphotic_70m_8058	922	+		Nostocaceae	class II aldolase/adducin domain protein
upper_euphotic_70m_8059_0	557	176	733	upper_euphotic_70m_8059	944	-		all	hypothetical protein
upper_euphotic_70m_9989_0	953	3	956	upper_euphotic_70m_9989	957	-	1.2.4.2	Gammaproteobacteria	sucA, kgdA 2-oxoglutarate dehydrogenase E1 component (EC:1.2.4.2) K00164
upper_euphotic_70m_9988_0	335	3	338	upper_euphotic_70m_9988	926	-		Congregibacter litoralis KT71	Putative photosynthetic complex assembly protein
upper_euphotic_70m_9988_1	596	329	925	upper_euphotic_70m_9988	926	-		marine gamma proteobacterium HTCC2080	puhA reaction center protein H chain K13991 photosynthetic subunit
upper_euphotic_70m_9983_0	425	3	428	upper_euphotic_70m_9983	969	-		all	hypothetical protein
upper_euphotic_70m_9983_1	206	435	641	upper_euphotic_70m_9983	969	-		all	hypothetical protein
upper_euphotic_70m_9982_0	878	3	881	upper_euphotic_70m_9982	963	+		Proteobacteria	SSS family solute/sodium (Na+) symporter K03307 solute:Na+ symporter,
upper_euphotic_70m_9981_0	443	289	732	upper_euphotic_70m_9981	943	-		all	hypothetical protein
upper_euphotic_70m_9980_0	230	1	231	upper_euphotic_70m_9980	937	-		Dothideomycetes	taf6 TATA-binding protein-associated-factor K03131 transcription initiation factor TFIID subunit 6
upper_euphotic_70m_9980_1	287	557	844	upper_euphotic_70m_9980	937	+		all	hypothetical protein
upper_euphotic_70m_9987_0	398	1	399	upper_euphotic_70m_9987	961	-		all	hypothetical protein
upper_euphotic_70m_9987_1	419	456	875	upper_euphotic_70m_9987	961	+		all	hypothetical protein
upper_euphotic_70m_9986_0	77	1	78	upper_euphotic_70m_9986	955	+		all	hypothetical protein
upper_euphotic_70m_9986_1	674	120	794	upper_euphotic_70m_9986	955	+		all	hypothetical protein
upper_euphotic_70m_9985_0	227	755	982	upper_euphotic_70m_9985	983	-		all	hypothetical protein
upper_euphotic_70m_9984_0	809	3	812	upper_euphotic_70m_9984	962	-		Bacteria	heme-binding protein
upper_euphotic_70m_10304_0	206	618	824	upper_euphotic_70m_10304	955	-		all	hypothetical protein
upper_euphotic_70m_10305_0	941	1	942	upper_euphotic_70m_10305	942	-		all	hypothetical protein
upper_euphotic_70m_10306_0	875	2	877	upper_euphotic_70m_10306	938	-		all	hypothetical protein
upper_euphotic_70m_10307_0	704	1	705	upper_euphotic_70m_10307	937	-		all	hypothetical protein
upper_euphotic_70m_10300_0	80	428	508	upper_euphotic_70m_10300	508	+		all	hypothetical protein
upper_euphotic_70m_10301_0	677	2	679	upper_euphotic_70m_10301	914	+	6.3.1.2	Flavobacteriaceae	glutamate--ammonia ligase (EC:6.3.1.2) K01915 glutamine synthetase
upper_euphotic_70m_10302_0	356	456	812	upper_euphotic_70m_10302	918	-		all	hypothetical protein
upper_euphotic_70m_10303_0	257	62	319	upper_euphotic_70m_10303	990	+		all	hypothetical protein
upper_euphotic_70m_10303_1	380	389	769	upper_euphotic_70m_10303	990	-		all	hypothetical protein
upper_euphotic_70m_10308_0	308	578	886	upper_euphotic_70m_10308	946	-		all	hypothetical protein
upper_euphotic_70m_10308_1	110	834	944	upper_euphotic_70m_10308	946	-		all	hypothetical protein
upper_euphotic_70m_10309_0	170	694	864	upper_euphotic_70m_10309	1274	+		all	hypothetical protein
upper_euphotic_70m_10309_1	140	1133	1273	upper_euphotic_70m_10309	1274	+		all	hypothetical protein
upper_euphotic_70m_7315_0	152	106	258	upper_euphotic_70m_7315	992	-		all	hypothetical protein
upper_euphotic_70m_7315_1	371	336	707	upper_euphotic_70m_7315	992	-		all	hypothetical protein
upper_euphotic_70m_7316_0	818	3	821	upper_euphotic_70m_7316	1033	-		all	hypothetical protein
upper_euphotic_70m_7317_0	650	38	688	upper_euphotic_70m_7317	966	+		all	hypothetical protein
upper_euphotic_70m_7317_1	95	735	830	upper_euphotic_70m_7317	966	+		all	hypothetical protein
upper_euphotic_70m_7310_0	548	82	630	upper_euphotic_70m_7310	1019	+		Bacteria	protein unknown function DUF404
upper_euphotic_70m_7310_1	200	648	848	upper_euphotic_70m_7310	1019	+		Pseudomonadaceae	Protein containing domains DUF403
upper_euphotic_70m_7310_2	209	808	1017	upper_euphotic_70m_7310	1019	+		all	hypothetical protein
upper_euphotic_70m_7311_0	386	191	577	upper_euphotic_70m_7311	969	+		all	hypothetical protein
upper_euphotic_70m_7312_0	404	1	405	upper_euphotic_70m_7312	1002	+		all	hypothetical protein
upper_euphotic_70m_7312_1	341	402	743	upper_euphotic_70m_7312	1002	+		all	hypothetical protein
upper_euphotic_70m_7312_2	197	805	1002	upper_euphotic_70m_7312	1002	-		all	hypothetical protein
upper_euphotic_70m_7313_0	662	74	736	upper_euphotic_70m_7313	969	+		all	hypothetical protein
upper_euphotic_70m_7318_0	350	2	352	upper_euphotic_70m_7318	908	+	1.14.99.29	Trichoplax adhaerens	AGAP002129-PA K06072 deoxyhypusine monooxygenase
upper_euphotic_70m_7318_1	98	808	906	upper_euphotic_70m_7318	908	-		all	hypothetical protein
upper_euphotic_70m_7319_0	239	252	491	upper_euphotic_70m_7319	1001	-		all	hypothetical protein
upper_euphotic_70m_7319_1	173	778	951	upper_euphotic_70m_7319	1001	-		all	hypothetical protein
upper_euphotic_70m_10775_0	461	2	463	upper_euphotic_70m_10775	898	-		all	hypothetical protein
upper_euphotic_70m_10775_1	245	460	705	upper_euphotic_70m_10775	898	-		all	hypothetical protein
upper_euphotic_70m_10774_0	182	3	185	upper_euphotic_70m_10774	930	-		all	hypothetical protein
upper_euphotic_70m_10774_1	533	373	906	upper_euphotic_70m_10774	930	+		all	hypothetical protein
upper_euphotic_70m_10777_0	665	3	668	upper_euphotic_70m_10777	863	+		all	hypothetical protein
upper_euphotic_70m_10776_0	800	2	802	upper_euphotic_70m_10776	949	-		"Chlorobacterium" Guillebeau 1890, nom. rejic. Opin. 6 (not "Chlorobacterium" Lauterborn 1916)	carbohydrate kinase, FGGY
upper_euphotic_70m_10771_0	128	1	129	upper_euphotic_70m_10771	940	-		all	hypothetical protein
upper_euphotic_70m_10771_1	314	250	564	upper_euphotic_70m_10771	940	-		all	hypothetical protein
upper_euphotic_70m_10770_0	674	2	676	upper_euphotic_70m_10770	989	+		Alteromonas sp. S89	acriflavin resistance protein
upper_euphotic_70m_10770_1	347	642	989	upper_euphotic_70m_10770	989	+		all	hypothetical protein
upper_euphotic_70m_10773_0	773	15	788	upper_euphotic_70m_10773	945	+		all	hypothetical protein
upper_euphotic_70m_10772_0	161	3	164	upper_euphotic_70m_10772	1003	+		all	hypothetical protein
upper_euphotic_70m_10772_1	491	253	744	upper_euphotic_70m_10772	1003	+		all	hypothetical protein
upper_euphotic_70m_10779_0	458	1	459	upper_euphotic_70m_10779	951	-		all	hypothetical protein
upper_euphotic_70m_10779_1	491	459	950	upper_euphotic_70m_10779	951	-		all	hypothetical protein
upper_euphotic_70m_10778_0	827	2	829	upper_euphotic_70m_10778	938	+		SAR86 cluster	TonB-dependent receptor
upper_euphotic_70m_615_0	590	1	591	upper_euphotic_70m_615	880	-		Crocosphaera watsonii WH 8501	polyketide synthase
upper_euphotic_70m_615_1	143	736	879	upper_euphotic_70m_615	880	+		all	hypothetical protein
upper_euphotic_70m_614_0	725	1	726	upper_euphotic_70m_614	879	-		all	hypothetical protein
upper_euphotic_70m_617_0	686	3	689	upper_euphotic_70m_617	972	-		all	hypothetical protein
upper_euphotic_70m_617_1	191	781	972	upper_euphotic_70m_617	972	+		all	hypothetical protein
upper_euphotic_70m_616_0	185	2	187	upper_euphotic_70m_616	938	-		all	hypothetical protein
upper_euphotic_70m_611_0	743	1	744	upper_euphotic_70m_611	898	-	3.5.2.3	"Chlorobacterium" Guillebeau 1890, nom. rejic. Opin. 6 (not "Chlorobacterium" Lauterborn 1916)	PYR4 PYR4 (PYRIMIDIN 4) dihydroorotase/ hydrolase/ hydrolase, acting carbon-nitrogen (but not peptide) bonds, cyclic amides (EC:3.5.2.3) K01465 dihydroorotase
upper_euphotic_70m_611_1	152	744	896	upper_euphotic_70m_611	898	-		all	hypothetical protein
upper_euphotic_70m_610_0	392	5	397	upper_euphotic_70m_610	992	+		Candidatus Puniceispirillum marinum IMCC1322	K05801 DnaJ like chaperone protein
upper_euphotic_70m_610_1	554	436	990	upper_euphotic_70m_610	992	-		all	hypothetical protein
upper_euphotic_70m_613_0	500	107	607	upper_euphotic_70m_613	968	-	6.1.1.18	Arachnia	glnS glutaminyl-tRNA synthetase (EC:6.1.1.18) K01886
upper_euphotic_70m_612_0	299	1	300	upper_euphotic_70m_612	891	-	2.1.1.33	Oceanicola	trmB, yggH tRNA (guanine-N(7)-)-methyltransferase (EC:2.1.1.33) K03439 (guanine-N7-)-methyltransferase
